X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,Y
0.11116317458073,-0.3261140959530511,0.35376655283554026,0.24997881767240804,-0.18382115666180754,-0.5949495300208703,0.44273571879806894,0.32888467741064,0.6029215184368497,0.21693787994823244,0.26719339992626834,-0.32829175632183094,0.24758875795395952,-0.39368830764087936,0.03920403614041046,-1.0,0.07181802965590633,-0.4539384667788121,0.3173768691967074,0.23033967863429083,0.17590197452182155,1.0,0.2831765431438866,-0.234231947795714,0.11241604874815114,-1.0,0.08969999531439155,-0.7706971330542416,-0.296396259998708,-0.706916772862616,-0.008673661438787672,0.11380483873952763,1.0,-0.13783055505721264,-0.7620746556711893
0.07199439974385502,-0.41978859876561403,0.4101615326230288,0.3691864028609655,0.007321217958084381,-0.5987288727694021,0.4283055708800243,0.2828189805560246,0.5926876957495615,0.17339037279589342,0.37774352009125844,-0.1701190291051835,0.22728048539997658,-0.25175355674161004,-0.03806481680864904,-0.9196299518595965,0.07698110736642283,-0.46955989759346817,0.2997627990675087,0.15527933992834186,0.1782666215457318,0.9064214421718868,0.3519354295320467,-0.15294041565859318,0.13316004353753197,-0.9656896382764439,0.05560735397448613,-0.6511489714309364,-0.29608297283757645,-0.614581255862015,-0.08774716004863936,0.07772479172850266,0.8884875198824511,-0.12773237621354083,-0.7768203372440253
-0.052893636339643946,-0.44111424827974943,0.43826689456026835,0.4999609386451571,0.17621860435946468,-0.5485398293140937,0.4271468426656191,0.1793185572190783,0.5749946228982503,0.1355000924987222,0.331083805191539,-0.1542049840065931,0.22103740370623837,-0.08139003246995147,0.1573461130168623,-0.8462645733915246,0.01627469121693048,-0.6203911671417532,0.13661649806902543,0.061782424822183435,0.23616425304034205,0.7797298010383182,0.4560950831089483,-0.18143794452140605,0.11582282354763462,-0.8941245442025858,0.05885289051967302,-0.5389927735176774,-0.2595408473807307,-0.5474048524816302,-0.14943633192977146,0.05473682774382782,0.7777696993489014,-0.11197723275545257,-0.7731167707094525
-0.19220108446376083,-0.36244529790506197,0.41375409341563274,0.5845766586730692,0.25345385262653486,-0.4222286283750737,0.44138108653160146,0.17955885957231676,0.5463984419549144,0.09223938313048397,0.17859428528011478,-0.2697311980720244,0.22698365278526955,0.08134574710303655,0.14627665269486534,-0.7831390472004098,-0.006417142805654974,-0.3044196135110552,0.4098678554622355,0.05119783196260208,0.23863858020868922,0.6960985296965396,0.5359468689718769,-0.12281056229738418,0.13222392352779977,-0.8373181954669411,0.06246022502373805,-0.42572552813695674,-0.26475872144289314,-0.45660361389201765,-0.2006384190352617,0.1121455528127886,0.6559797158666194,-0.10230022998430732,-0.726410681634563
-0.27355707111988004,-0.2132397908394289,0.3541827254115797,0.5941748339198523,0.2592246165067311,-0.28817763394163376,0.44430656022696424,0.2643689333199353,0.5199736635122421,0.04828901758981652,0.19363532030308117,-0.21324365071006712,0.24359679965293668,0.23577920690207432,-0.10966767817169043,-0.7179462349531638,0.0437805043521553,-0.36275954009759315,0.24239535464570983,0.08571534067302133,0.2362763463734927,0.6411991515613662,0.6015589131322785,-0.19232860783551076,0.12293915237048281,-0.7979391016616231,-0.11642591592170948,-0.40514529887064743,-0.30106792558971585,-0.3525794494907287,-0.23911384901203958,0.07587914121322292,0.5870392400115432,-0.10113863200020634,-0.8554868338209696
-0.2693396422938279,-0.053278389735206044,0.3006478699887569,0.5497612559254272,0.27209656945602445,-0.21958242323173205,0.4152862551380192,0.25854690494947397,0.507580871435418,0.015389942317200589,0.33427433421341646,0.0036694738806910543,0.25641730593492595,0.37403773384547745,-0.055319417395192194,-0.6553086761908854,0.030339557403028072,-0.3723336107573453,0.08498721147866894,0.14362407235258723,0.25774198690680317,0.5778576307259615,0.6824239743692107,-0.25255159217390544,0.14925763053648922,-0.7269188234208679,0.012622981742907324,-0.30557712567579265,-0.29660818750359497,-0.2850638321176385,-0.2605391783762562,0.05224710088670048,0.49549524237037934,-0.0696774240959196,-0.8934689661699773
-0.20998023025727197,0.0774853587087514,0.2744168503123823,0.48813561592619936,0.31665740601561776,-0.1985796180837759,0.3665845362402631,0.10213699282521871,0.5045545969197811,-0.006909722873729929,0.3298327629194975,0.08648081767081472,0.26140963780468396,0.4592395189050098,0.04583145174307912,-0.6055561826942033,0.022626380634420462,-0.16209355582583806,0.13863491147145202,0.20256259409276245,0.2536352371147381,0.564460036249588,0.749032918590472,-0.06115640999378813,0.21360832470694735,-0.6972062323650523,0.021385015706823385,-0.25338336127015537,-0.26426866384588155,-0.24789846030893514,-0.2699340681027227,0.04778353235349009,0.4042718772098648,-0.05424275318922134,-0.8967198745725466
-0.14972973525097688,0.18076814220517456,0.2630385708158425,0.4162399463625943,0.3353345188873049,-0.15199145426699867,0.32159989045831594,-0.06877586667286961,0.501406298760724,-0.027515140428082674,0.2026584193919494,0.04461732295682075,0.2600333471404772,0.4822568295826699,-0.0536015431754816,-0.5620050354529343,0.070315713887523,-0.0838483565059851,0.08446933083600205,0.22544454393435864,0.2338990610798095,0.5712278739247743,0.7875700456889299,-0.021685741380471746,0.19501261219466826,-0.6942184494501474,-0.20777812061812106,-0.28640629722567357,-0.22445700325190776,-0.21539901865231748,-0.24859198464106125,0.009917282931913851,0.368116246066962,-0.06585088820643759,-0.7943917029136095
-0.09820673375919242,0.26007684220018645,0.25928887133932,0.3155384202874032,0.29576767713694974,-0.06883699898612317,0.279300627823867,-0.17519908443590226,0.4991997806262505,-0.04840898369658886,0.10345978565596825,0.03840517981541014,0.2538367518741773,0.46485354045780536,-0.17999413157680888,-0.5165084840253034,0.11393466903305405,-0.08903670865447333,-0.07116743405764459,0.26254716769166464,0.22247936222841358,0.5651441977665821,0.8195597845404667,-0.1594631957575896,0.12135470759464528,-0.6698941186875769,-0.19938637419508232,-0.27850626305569726,-0.17974778428891558,-0.18521294552844225,-0.2068752381589729,-0.001599967759313814,0.3475250510262309,-0.06556922515788188,-0.6649589109868368
-0.036069164691376776,0.29991507534415573,0.27270620804762613,0.17556386020841108,0.21737714955620246,0.011117953284083493,0.22600652816868716,-0.24814508067639673,0.503286863996371,-0.0667756651658944,0.034559201183272714,0.06721965307831534,0.23504123193165682,0.3975277419574794,-0.19949701523563612,-0.4699275570822927,0.11681049767795582,-0.08388737238776034,-0.2585501495624303,0.3310190518935716,0.22607331183539192,0.5575399518372963,0.8567280205260162,-0.18118626038995822,0.058910864398636464,-0.6362595005062464,-0.13879654364536476,-0.2589977531911618,-0.12869870508099557,-0.15779628481169483,-0.17891997720181274,0.019003585793602618,0.3177514566120694,-0.05448530482772118,-0.6706514299196059
