X1,X2,X3,X4,X5,X6,X7,X8,Y
-0.08590965793351524,0.1257732583180864,-0.12178310194310737,-0.7920988214327316,-0.6694972448494769,-0.465896968335883,-0.2442419007859643,0.6181890613819607,-0.9623827375392132
0.1793599482992756,-0.12178310194310737,-0.39796653938048276,-0.6694972448494769,-0.465896968335883,-0.2442419007859643,-0.033829652768879725,0.7350800607792609,-0.9238999378623837
0.30084163319938306,-0.39796653938048276,-0.643458154481076,-0.465896968335883,-0.2442419007859643,-0.033829652768879725,0.181618784228039,0.6589754202168265,-0.867914357081425
0.2777784371821028,-0.643458154481076,-0.7892380022175952,-0.2442419007859643,-0.033829652768879725,0.181618784228039,0.4070039381834696,0.3619666840321245,-0.8702393738503512
0.1257732583180864,-0.7892380022175952,-0.7920988214327316,-0.033829652768879725,0.181618784228039,0.4070039381834696,0.6181890613819607,-0.08214155637595055,-0.9763753605833528
-0.12178310194310737,-0.7920988214327316,-0.6694972448494769,0.181618784228039,0.4070039381834696,0.6181890613819607,0.7350800607792609,-0.5112373957696963,-0.8394085541413419
-0.39796653938048276,-0.6694972448494769,-0.465896968335883,0.4070039381834696,0.6181890613819607,0.7350800607792609,0.6589754202168265,-0.7602551985419098,-0.2764273476839678
-0.643458154481076,-0.465896968335883,-0.2442419007859643,0.6181890613819607,0.7350800607792609,0.6589754202168265,0.3619666840321245,-0.7488391301409214,-0.5908052788168341
-0.7892380022175952,-0.2442419007859643,-0.033829652768879725,0.7350800607792609,0.6589754202168265,0.3619666840321245,-0.08214155637595055,-0.5219080933635258,-0.5300530707367492
-0.7920988214327316,-0.033829652768879725,0.181618784228039,0.6589754202168265,0.3619666840321245,-0.08214155637595055,-0.5112373957696963,-0.2248552502126293,-0.7762510853507484
-0.6694972448494769,0.181618784228039,0.4070039381834696,0.3619666840321245,-0.08214155637595055,-0.5112373957696963,-0.7602551985419098,0.0069890212984047295,-0.9139894681541287
-0.465896968335883,0.4070039381834696,0.6181890613819607,-0.08214155637595055,-0.5112373957696963,-0.7602551985419098,-0.7488391301409214,0.09674443391390519,-0.9078374326328106
-0.2442419007859643,0.6181890613819607,0.7350800607792609,-0.5112373957696963,-0.7602551985419098,-0.7488391301409214,-0.5219080933635258,0.04278351307361916,-0.9570880090860833
-0.033829652768879725,0.7350800607792609,0.6589754202168265,-0.7602551985419098,-0.7488391301409214,-0.5219080933635258,-0.2248552502126293,-0.08219879098376637,-0.8057904576922391
0.181618784228039,0.6589754202168265,0.3619666840321245,-0.7488391301409214,-0.5219080933635258,-0.2248552502126293,0.0069890212984047295,-0.22625673911142807,-0.6511391210476429
0.4070039381834696,0.3619666840321245,-0.08214155637595055,-0.5219080933635258,-0.2248552502126293,0.0069890212984047295,0.09674443391390519,-0.3692888241076032,-0.5553950676723908
0.6181890613819607,-0.08214155637595055,-0.5112373957696963,-0.2248552502126293,0.0069890212984047295,0.09674443391390519,0.04278351307361916,-0.4905188873308255,-0.5726097936016088
0.7350800607792609,-0.5112373957696963,-0.7602551985419098,0.0069890212984047295,0.09674443391390519,0.04278351307361916,-0.08219879098376637,-0.592286111979975,-0.15153485399031874
0.6589754202168265,-0.7602551985419098,-0.7488391301409214,0.09674443391390519,0.04278351307361916,-0.08219879098376637,-0.22625673911142807,-0.6592634538415942,-0.5825819894187734
0.3619666840321245,-0.7488391301409214,-0.5219080933635258,0.04278351307361916,-0.08219879098376637,-0.22625673911142807,-0.3692888241076032,-0.6558743083632286,-0.6244254328029004
-0.08214155637595055,-0.5219080933635258,-0.2248552502126293,-0.08219879098376637,-0.22625673911142807,-0.3692888241076032,-0.4905188873308255,-0.5847088316361424,0.3699821817298947
-0.5112373957696963,-0.2248552502126293,0.0069890212984047295,-0.22625673911142807,-0.3692888241076032,-0.4905188873308255,-0.592286111979975,-0.46587793105078523,-0.37347450780286606
-0.7602551985419098,0.0069890212984047295,0.09674443391390519,-0.3692888241076032,-0.4905188873308255,-0.592286111979975,-0.6592634538415942,-0.32301126941890856,-0.6944845664152357
-0.7488391301409214,0.09674443391390519,0.04278351307361916,-0.4905188873308255,-0.592286111979975,-0.6592634538415942,-0.6558743083632286,-0.19557586378181613,-0.8286154010756803
-0.5219080933635258,0.04278351307361916,-0.08219879098376637,-0.592286111979975,-0.6592634538415942,-0.6558743083632286,-0.5847088316361424,-0.10602761323092136,-0.844712198587981
-0.2248552502126293,-0.08219879098376637,-0.22625673911142807,-0.6592634538415942,-0.6558743083632286,-0.5847088316361424,-0.46587793105078523,-0.06066716123209892,-0.8460427391578089
0.0069890212984047295,-0.22625673911142807,-0.3692888241076032,-0.6558743083632286,-0.5847088316361424,-0.46587793105078523,-0.32301126941890856,-0.0774831311503007,-0.9219384192903692
0.09674443391390519,-0.3692888241076032,-0.4905188873308255,-0.5847088316361424,-0.46587793105078523,-0.32301126941890856,-0.19557586378181613,-0.16501126728503623,-0.8711035393750849
0.04278351307361916,-0.4905188873308255,-0.592286111979975,-0.46587793105078523,-0.32301126941890856,-0.19557586378181613,-0.10602761323092136,-0.30299335403834926,-0.9491459164063882
-0.08219879098376637,-0.592286111979975,-0.6592634538415942,-0.32301126941890856,-0.19557586378181613,-0.10602761323092136,-0.06066716123209892,-0.44860596753597193,-0.18411252258146826
-0.22625673911142807,-0.6592634538415942,-0.6558743083632286,-0.19557586378181613,-0.10602761323092136,-0.06066716123209892,-0.0774831311503007,-0.5357700399808909,-0.5298816093231116
-0.3692888241076032,-0.6558743083632286,-0.5847088316361424,-0.10602761323092136,-0.06066716123209892,-0.0774831311503007,-0.16501126728503623,-0.4991154223891433,-0.4912822158850084
-0.4905188873308255,-0.5847088316361424,-0.46587793105078523,-0.06066716123209892,-0.0774831311503007,-0.16501126728503623,-0.30299335403834926,-0.3274203453132677,-0.06251208802966157
-0.592286111979975,-0.46587793105078523,-0.32301126941890856,-0.0774831311503007,-0.16501126728503623,-0.30299335403834926,-0.44860596753597193,-0.07061609194999408,-0.5044710278220148
-0.6592634538415942,-0.32301126941890856,-0.19557586378181613,-0.16501126728503623,-0.30299335403834926,-0.44860596753597193,-0.5357700399808909,0.1942600112078905,-0.6919812297761263
-0.6558743083632286,-0.19557586378181613,-0.10602761323092136,-0.30299335403834926,-0.44860596753597193,-0.5357700399808909,-0.4991154223891433,0.3845518818659295,-0.8232109373178224
-0.5847088316361424,-0.10602761323092136,-0.06066716123209892,-0.44860596753597193,-0.5357700399808909,-0.4991154223891433,-0.3274203453132677,0.45684406411657164,-0.8716453574421799
-0.46587793105078523,-0.06066716123209892,-0.0774831311503007,-0.5357700399808909,-0.4991154223891433,-0.3274203453132677,-0.07061609194999408,0.4294089580509086,-0.8172097878405052
-0.32301126941890856,-0.0774831311503007,-0.16501126728503623,-0.4991154223891433,-0.3274203453132677,-0.07061609194999408,0.1942600112078905,0.33098301084334336,-0.7313419118907805
-0.19557586378181613,-0.16501126728503623,-0.30299335403834926,-0.3274203453132677,-0.07061609194999408,0.1942600112078905,0.3845518818659295,0.1853220579888426,0.04921216909661785
-0.10602761323092136,-0.30299335403834926,-0.44860596753597193,-0.07061609194999408,0.1942600112078905,0.3845518818659295,0.45684406411657164,0.012814580378637475,-0.5829180537895031
-0.06066716123209892,-0.44860596753597193,-0.5357700399808909,0.1942600112078905,0.3845518818659295,0.45684406411657164,0.4294089580509086,-0.19077943589521573,-0.6413658204702981
-0.0774831311503007,-0.5357700399808909,-0.4991154223891433,0.3845518818659295,0.45684406411657164,0.4294089580509086,0.33098301084334336,-0.4039099275979985,-0.7951049823943421
-0.16501126728503623,-0.4991154223891433,-0.3274203453132677,0.45684406411657164,0.4294089580509086,0.33098301084334336,0.1853220579888426,-0.5622715079103244,0.24399233498896478
-0.30299335403834926,-0.3274203453132677,-0.07061609194999408,0.4294089580509086,0.33098301084334336,0.1853220579888426,0.012814580378637475,-0.6152489548595934,-0.5607789560606123
-0.44860596753597193,-0.07061609194999408,0.1942600112078905,0.33098301084334336,0.1853220579888426,0.012814580378637475,-0.19077943589521573,-0.5229515470453265,-0.6264143852010968
