X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,Y
0.047393470999512965,0.02485597227118319,0.2342899587092746,0.44437686263163334,0.22596317715559855,-0.3988012962303765,-0.46820646079909956,0.09592101812879106,0.323059903840329,0.5109178080685255,-0.8023259605649546
0.07369528603802933,-0.016672569617096622,0.44437686263163334,0.4090348694265713,0.19394961545270561,-0.46820646079909956,-0.485925413106591,0.323059903840329,0.5109178080685255,0.614584389719266,-0.8733929154783472
0.10192923455766834,-0.06482946007040469,0.4090348694265713,0.19429793350953917,0.16691432695999953,-0.485925413106591,-0.4359138201412026,0.5109178080685255,0.614584389719266,0.5986777910160941,-0.8383732702874318
0.15935036944857273,-0.1286356379571566,0.19429793350953917,-0.06117415267908999,0.13923068442416198,-0.4359138201412026,-0.313633868641627,0.614584389719266,0.5986777910160941,0.4714588167540319,-0.7974247912605827
0.27518892144874885,-0.19955397818484955,-0.06117415267908999,-0.21917318319419432,0.10527206082703744,-0.313633868641627,-0.12805225745122384,0.5986777910160941,0.4714588167540319,0.26868841067526206,-0.8609818899817925
0.45478548489025883,-0.19987650317599248,-0.21917318319419432,-0.1972714348640786,0.05932223174202811,-0.12805225745122384,0.09592101812879106,0.4714588167540319,0.26868841067526206,0.030652214044201598,-0.9051279867241553
0.5713193232928371,-0.03798104713746542,-0.1972714348640786,-0.08073845769243237,-0.0046934158329979825,0.09592101812879106,0.323059903840329,0.26868841067526206,0.030652214044201598,-0.19998036963784105,-0.9077011006089505
0.4943682651848973,0.2342899587092746,-0.08073845769243237,-0.024498018870006022,-0.09070794701554097,0.323059903840329,0.5109178080685255,0.030652214044201598,-0.19998036963784105,-0.3733197637800766,-0.535212233476686
0.3127194893536307,0.44437686263163334,-0.024498018870006022,-0.11634148321699356,-0.19298624051337032,0.5109178080685255,0.614584389719266,-0.19998036963784105,-0.3733197637800766,-0.4399199279061736,-0.5707457109333822
0.15783368016909383,0.4090348694265713,-0.11634148321699356,-0.2730688563191703,-0.30037007925109804,0.614584389719266,0.5986777910160941,-0.3733197637800766,-0.4399199279061736,-0.3739972527398038,0.25363887117375317
0.06997759118346014,0.19429793350953917,-0.2730688563191703,-0.3555933652111408,-0.3988012962303765,0.5986777910160941,0.4714588167540319,-0.4399199279061736,-0.3739972527398038,-0.20700330962446467,-0.2166362286925122
0.02485597227118319,-0.06117415267908999,-0.3555933652111408,-0.19982894385922745,-0.46820646079909956,0.4714588167540319,0.26868841067526206,-0.3739972527398038,-0.20700330962446467,0.006815966437448973,-0.7744209159771598
-0.016672569617096622,-0.21917318319419432,-0.19982894385922745,0.32430326609357674,-0.485925413106591,0.26868841067526206,0.030652214044201598,-0.20700330962446467,0.006815966437448973,0.21431376562217008,-0.8795193771088121
