X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,Y
-0.42933385532616364,-0.4364862983100941,0.01957946681554157,0.30484793059593795,-0.21783645500420956,-0.1317097704342498,0.38729274384734125,-0.19779807721222276,-0.5086167637843708,-0.11695100843087625,-0.17234032548509914,-0.30839385099589245,0.25172039262196666,-0.4895380637733796,-0.19542498294527288,0.307201789511824,-0.0735260488456646,0.697550498808003,-0.041403258985536984,-0.19905728865595218,-0.19403469586073818,-0.5642488786773869,-0.19376701762343018,0.5775329211969071,-0.5027885359681024,-0.14926002320403287,0.2441831363450888,0.7858899094115273,0.5104528479073585,-0.17970393785485528,0.31225929140775044,-0.5531379826708382,1.0,0.9787612647715633,0.49673989571256505,0.11749750331973474,-0.7796369935824246
-0.3194352528625586,-0.5032870738756755,-0.166664774018232,0.05155748815377392,-0.39993336898576126,0.07303775961113734,0.16356264104995755,-0.26534712700813556,-0.3350896928025692,-0.0899107387530883,0.3295388485492414,0.24061089692227178,-0.18738521095479133,0.10618863997214167,-0.2547754610948687,-0.23481999569689493,-0.2880228989774396,0.24484111830973854,-0.45560098413370287,-0.08781169833915137,0.2945965808891744,-0.5036967171255402,0.06221675124492254,-0.5063563741993669,0.6850970872293596,0.016397505926410982,-0.7039262919928261,-0.4505454639981631,-0.9147125426155984,-0.1112048727530226,-0.6271003427015622,0.35869308232421715,0.026027213603981414,1.0,0.7871085710274071,-1.0,-0.23266664041891394
-0.2266738610536494,-0.5487082387133645,-0.3093840573987141,-0.2284269401541299,-0.2525234696134907,-0.16092816441002866,-0.5203612094336452,-0.18637904212030243,0.016869138153398744,0.10599540627169346,-0.26290321240523085,0.031192104574682578,0.004352728524850358,0.1567599923356484,0.13887208599871403,-0.3874003694386442,-0.031927198215053854,0.14321953251223984,-0.26234391645967503,-0.31598959821133255,0.13014913807348072,-0.23604140167149645,-0.5496406980951463,-0.29302036327935166,-0.5841800674912468,0.06845966418666682,0.11961879879180803,-1.0,0.2112456516385175,-1.0,0.93588086791739,0.12237112732542044,-0.5839261005928524,-0.879924537890139,0.1437662800815558,-0.5432424346777551,-0.6525630930351589
-0.18641182172120907,-0.5615387307910947,-0.23005850764125113,-0.2554552894002411,0.18404264348231747,0.18677657020629956,0.00864383676070668,0.2148377552821985,0.08522834869918139,-0.17682709770126093,-0.3441825815160182,-0.2584169612797075,-0.013211829942060493,-0.10971351016911657,0.19324612275134556,0.00010736481684792132,0.012011911972300116,0.17656204079344007,-0.2643754801853583,-0.22039252074446825,-0.3057178427123911,-0.3062679448362974,0.15333007759483963,-0.14108413600416303,0.19506696790079547,0.24314668627731972,0.23694822408662342,0.14684869780139098,0.19963296121219853,0.09233265397889134,0.10634715030202746,1.0,-0.6031990856307374,-1.0,-0.1728743216544446,0.6045280974596601,-0.912067404228513
-0.21223714475458388,-0.5401291357804479,0.006967328057981392,-0.023828978767712727,0.39009758152099705,-0.25229088612662676,0.3872633732439126,-0.03579683971700398,0.1626874769127964,0.07500317614762086,0.02931019699772519,-0.02287175991738155,-0.07304952730328684,-0.00910065881383837,0.001985089570018417,-0.008031001578599817,-0.13113974290274655,0.11995985445808954,-0.31584554391825825,0.15025161212133886,0.26629475779620515,-0.19194904322066486,-0.2956400583382983,-0.365667354352589,0.4034166612295056,-0.44821642131428974,-0.5879634860430272,0.4061604750426697,0.47333945862020155,1.0,-0.3726623998289854,0.6183874443079687,-0.43948721146702097,0.36177183766523857,0.3128993545711347,-0.4984069754028778,-0.8687212094964368
-0.2904609780520274,-0.4902114576204458,0.17716216146837738,0.18353992672615216,0.10649094333204534,0.08971470206959187,-0.06871991839966385,-0.4716971277878933,0.33013631353188866,-0.12019555434383944,-0.010401835978450347,0.0966657216486404,0.10628578480301698,0.1573036337131566,0.07032270705252186,-0.2283026774405228,-0.05370719049445294,0.03365550982508547,-0.07641613141018855,-0.486132826634887,-0.216768721818012,-0.48666128852371615,-0.7070515775123862,0.05621709596440616,-0.1434182777548655,0.2850172366631989,-0.7135620758153394,-0.46656124926322307,0.2972280637221214,0.1780497264176919,0.8964064543413028,-1.0,-0.14530822010834854,-0.12085967986477908,0.5754469407454832,-0.4020140295353738,-0.8238907043584393
-0.39444732291086826,-0.4161939187595467,0.16890766635066745,0.13225161436287403,-0.26194788164298,-0.04092585201496979,-0.4085941784532455,0.03999891485132112,0.35519464206371953,-0.12264561743474967,0.02666398817061011,-0.21394005061630228,-0.24047157224024995,-0.017781656875895058,0.2202668049038905,-0.03996412518808734,-0.20160941445980085,-0.058875666832853835,-0.6016509518283927,0.1262312666736276,-0.42659771081052866,-0.6904482024449625,0.1552338382189129,0.024011433050251663,-0.5954347692744753,0.49624935107996726,-0.15442874521721472,-0.45138610485007524,-0.4918046433512303,-0.2567343341978242,-0.8320646337999337,0.12202923820323397,-0.4749145288232022,-0.5497893542179055,0.35143216533195276,0.4451982016654987,-0.9113114689554708
-0.5092952370260397,-0.3279288008055715,0.04246861588529893,-0.09830033460925325,-0.3199155255518832,-0.011765686015995924,0.08602206763979026,0.29399861235260416,0.4355004766260493,0.1280051347251312,-0.18334193631381346,0.08261780926325812,0.19092870437836806,-0.0594630787346645,0.22241154526534834,-0.12865653635042185,-0.570059351708951,-0.039632294100744536,0.1334182212488022,0.4762075110030246,0.03564267743672689,-0.3020052021181694,0.5116923178638613,-0.23564335103399436,-0.025276594092120463,-0.0845771129361772,0.6168101080822348,0.2947119323229479,0.19376342408700453,0.17856113043609723,0.5612211401696454,0.6786890384599495,-0.2780955740139385,-0.2807097207168543,0.5866570968629303,-0.030489881163073496,-0.9584156856569156
-0.6230594554997881,-0.23228340212509146,-0.09478796294973757,-0.30232317521037333,-0.1600955052827151,-0.08172375898265416,0.31651190271970586,-0.15993418427662232,0.455073071486916,-0.22149289949413042,-0.2861884416736483,0.03025801865081501,-0.14168573035045384,-0.09878907212800725,0.2119107734970429,-0.5803143275596412,0.005417362500738765,-0.3775803794444632,0.5859852839477084,-0.09374599041297671,0.49743647955680803,-0.06333949216291213,-0.38099260070250596,-0.32052741656112105,0.10888480674571377,-0.07213892002463096,0.22035661254996985,0.3307973965888076,-0.23723872092804776,0.12460768865865424,0.1823615799195164,0.33698702517098034,-0.5286636114930119,-0.18644647440647355,0.08369571327443381,-0.40742624922754556,-0.8469427930233474
-0.711812657699624,-0.14047077658186036,-0.18718318972009995,-0.36330341639156616,0.049415549195167774,-0.003615401479339031,0.021563509837985384,-0.43525262171134627,0.3164665606372816,0.07920715699561476,0.07590650855202896,-0.3659810296916014,-0.1089300058709286,-0.2727009173042846,0.05095895953474838,-0.07583978305981998,0.7624680968430446,-0.5115185592393285,-0.12838711423780247,-0.3005215112310351,-0.20657734708155973,-0.32071752880308213,-0.09061862411996935,-0.25918425115744004,0.08448600399647344,-0.001656526525941282,0.16807880119059648,-0.03763103607741414,-0.06703578547900824,-0.24111310161623345,-0.16446865637535202,0.06649993735505877,-0.46582179086985,-0.2992906274350505,-0.23830461718512375,0.09480392541040739,-0.8183786763258396
