X1,X2,X3,X4,X5,X6,X7,X8,X9,Y
-0.17254396581830878,-0.0033362035010489066,0.17767285114264153,0.2893515735773944,0.10514922698527496,-0.11943669194930773,-0.4944554760390315,-0.29801247761890604,-0.008857114974246683,-0.8609818899817925
-0.0033362035010489066,0.17767285114264153,0.3288300269300939,0.10514922698527496,-0.11943669194930773,-0.33919646587920227,-0.29801247761890604,-0.008857114974246683,0.31365631501745717,-0.9051279867241553
0.17767285114264153,0.3288300269300939,0.4118067739570255,-0.11943669194930773,-0.33919646587920227,-0.5021677746818553,-0.008857114974246683,0.31365631501745717,0.5883502242079057,-0.9077011006089505
0.3288300269300939,0.4118067739570255,0.39820817577253886,-0.33919646587920227,-0.5021677746818553,-0.5628820829271082,0.31365631501745717,0.5883502242079057,0.7386512064763286,-0.535212233476686
0.4118067739570255,0.39820817577253886,0.2893515735773944,-0.5021677746818553,-0.5628820829271082,-0.4944554760390315,0.5883502242079057,0.7386512064763286,0.7043548056753173,-0.5707457109333822
0.39820817577253886,0.2893515735773944,0.10514922698527496,-0.5628820829271082,-0.4944554760390315,-0.29801247761890604,0.7386512064763286,0.7043548056753173,0.4825125767789904,0.25363887117375317
0.2893515735773944,0.10514922698527496,-0.11943669194930773,-0.4944554760390315,-0.29801247761890604,-0.008857114974246683,0.7043548056753173,0.4825125767789904,0.12315630016229617,-0.2166362286925122
0.10514922698527496,-0.11943669194930773,-0.33919646587920227,-0.29801247761890604,-0.008857114974246683,0.31365631501745717,0.4825125767789904,0.12315630016229617,-0.274763684453179,-0.7744209159771598
-0.11943669194930773,-0.33919646587920227,-0.5021677746818553,-0.008857114974246683,0.31365631501745717,0.5883502242079057,0.12315630016229617,-0.274763684453179,-0.6053505660613747,-0.8795193771088121
-0.33919646587920227,-0.5021677746818553,-0.5628820829271082,0.31365631501745717,0.5883502242079057,0.7386512064763286,-0.274763684453179,-0.6053505660613747,-0.7769240627087493,-0.9009619928154391
-0.5021677746818553,-0.5628820829271082,-0.4944554760390315,0.5883502242079057,0.7386512064763286,0.7043548056753173,-0.6053505660613747,-0.7769240627087493,-0.7422096684923744,-0.8817723339664669
-0.5628820829271082,-0.4944554760390315,-0.29801247761890604,0.7386512064763286,0.7043548056753173,0.4825125767789904,-0.7769240627087493,-0.7422096684923744,-0.5132012476374065,-0.9036576359328437
-0.4944554760390315,-0.29801247761890604,-0.008857114974246683,0.7043548056753173,0.4825125767789904,0.12315630016229617,-0.7422096684923744,-0.5132012476374065,-0.14701430658479864,-0.7981362513208947
-0.29801247761890604,-0.008857114974246683,0.31365631501745717,0.4825125767789904,0.12315630016229617,-0.274763684453179,-0.5132012476374065,-0.14701430658479864,0.26312838956139917,-0.8586894075652315
-0.008857114974246683,0.31365631501745717,0.5883502242079057,0.12315630016229617,-0.274763684453179,-0.6053505660613747,-0.14701430658479864,0.26312838956139917,0.6065046668211691,0.17656403130661436
0.31365631501745717,0.5883502242079057,0.7386512064763286,-0.274763684453179,-0.6053505660613747,-0.7769240627087493,0.26312838956139917,0.6065046668211691,0.778029859995385,-0.062249395604797364
0.5883502242079057,0.7386512064763286,0.7043548056753173,-0.6053505660613747,-0.7769240627087493,-0.7422096684923744,0.6065046668211691,0.778029859995385,0.7229938298482128,-0.0892058267788427
0.7386512064763286,0.7043548056753173,0.4825125767789904,-0.7769240627087493,-0.7422096684923744,-0.5132012476374065,0.778029859995385,0.7229938298482128,0.4426503457543767,-0.4957657256882734
0.7043548056753173,0.4825125767789904,0.12315630016229617,-0.7422096684923744,-0.5132012476374065,-0.14701430658479864,0.7229938298482128,0.4426503457543767,0.019800289429825924,-0.7177807900645392
0.4825125767789904,0.12315630016229617,-0.274763684453179,-0.5132012476374065,-0.14701430658479864,0.26312838956139917,0.4426503457543767,0.019800289429825924,-0.41381798656952906,-0.858610356447419
0.12315630016229617,-0.274763684453179,-0.6053505660613747,-0.14701430658479864,0.26312838956139917,0.6065046668211691,0.019800289429825924,-0.41381798656952906,-0.7224504629346987,-0.9195864361720524
-0.274763684453179,-0.6053505660613747,-0.7769240627087493,0.26312838956139917,0.6065046668211691,0.778029859995385,-0.41381798656952906,-0.7224504629346987,-0.8130591369427436,-0.9007169343502206
-0.6053505660613747,-0.7769240627087493,-0.7422096684923744,0.6065046668211691,0.778029859995385,0.7229938298482128,-0.7224504629346987,-0.8130591369427436,-0.6591398734935857,-0.9056062459869206
-0.7769240627087493,-0.7422096684923744,-0.5132012476374065,0.778029859995385,0.7229938298482128,0.4426503457543767,-0.8130591369427436,-0.6591398734935857,-0.3018372577606052,-0.8770687924566262
-0.7422096684923744,-0.5132012476374065,-0.14701430658479864,0.7229938298482128,0.4426503457543767,0.019800289429825924,-0.6591398734935857,-0.3018372577606052,0.14779712209431373,-0.844381155241178
-0.5132012476374065,-0.14701430658479864,0.26312838956139917,0.4426503457543767,0.019800289429825924,-0.41381798656952906,-0.3018372577606052,0.14779712209431373,0.5648923521090872,-0.5045799253243616
-0.14701430658479864,0.26312838956139917,0.6065046668211691,0.019800289429825924,-0.41381798656952906,-0.7224504629346987,0.14779712209431373,0.5648923521090872,0.8168033959722878,-0.6558442392584847
