X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,X65,X66,X67,X68,X69,X70,Y
-0.3747930529168436,-0.5189267230036292,-0.4599219427809287,-0.21724604752709276,0.05819514487049049,-0.2612478322071631,0.40402373522098856,-0.11054168187573488,-0.3647004562856284,-0.05336668100459252,-0.13758337987764446,0.03941060046758271,-0.30556761984263003,0.0607012930099049,-0.050786242945847104,-0.3650425051646674,-0.2407411568947938,-0.2050329693087155,-0.2703689936150825,0.6147508485079392,-0.6315144998966898,-0.025014518266086916,-0.07430064147835391,-0.21061394670237155,0.008844413747456592,-0.007612645001305318,0.5429710246168631,0.07014128663515762,-0.16516044409229103,0.15332736660953472,0.6109678514978043,-0.08856774340831985,-0.12216931678843346,-0.6597341582025524,0.01551223986372241,0.009602180438421204,0.6791356489328191,0.11664617426907897,-0.4429409695101234,0.6208558020273007,-0.6524360067683361,0.4819425963796544,0.023607046713830515,0.4186428564750724,0.5172498156402949,0.11512975263576974,0.4727695314153313,0.8507470291429553,-0.28335194938782926,0.4528101668902904,0.7794778702448508,-1.0,-0.4137215274004624,-1.0,-0.44090165698680617,-1.0,-0.6606351537461069,-1.0,1.0,0.782006941215662,-0.8176021809960379,-0.013552450957094786,0.4054970860851883,1.0,-0.27148494476039375,-0.6067316980699154,-0.748524788092334,0.14455155495839,0.5134781606772929,0.8890755916686761,-0.7566344144693585
-0.3412236042315461,-0.4849631173020904,-0.4618426822411029,-0.3265824351117216,0.1860214107374767,-0.33781654978749875,-0.24783023856274555,0.0681711771159843,-0.5281596159702434,-0.06164949364739769,-0.10444958534266557,-0.21058618087121905,0.22027355592039277,0.05022113440738374,-0.20406810031301292,-0.31046438237532803,0.05207841319609963,-0.21977000161782978,-0.5648846171137271,0.5318808068261949,0.2173557613060375,0.13108228983849468,-0.2752408733376007,-0.20201379929058494,-0.02305993248722471,-0.036363075156526925,0.14244244959914965,0.11442827233882213,0.1561040749547622,0.045583938638297905,0.011824649624283312,-0.15472043476366892,0.116931050747199,0.20907452856112463,0.22471127437298755,-0.14731462853391897,-0.13704801219643925,0.3658068747666554,0.22872513505641834,-0.04599412677335257,0.11250121342251007,0.5027143470857172,-0.6383539293242668,-0.1120531225225494,-0.15628082271172605,0.3769174589509867,-0.020598597029227395,0.12572625848430974,0.015520137508289178,0.15153280254163293,-0.0650924823957566,-0.15138537492923076,-0.6047394634604184,0.6542093421768831,0.3578787593114643,-0.4687813882266417,-0.09661298794430684,-0.23842595716131554,0.44253336170719737,1.0,0.5830412518264654,1.0,1.0,0.41040981838260215,0.05386747632661826,-0.8080237740916515,-0.7173691790507624,-0.5790681570214387,0.21070846936370624,-0.24368543525657094,-0.7079784514557954
-0.303501066169777,-0.34903310112230235,-0.42663071276409104,-0.360958028410056,0.36595013512524477,0.14007131742857548,-0.5273703671296655,0.09530074566369162,-0.23389474713622938,-0.12229862242651424,0.07478019519441959,-0.4836505796840376,0.29455680902398207,-0.4826945971008475,-0.14771378584464656,-0.2286889014217467,-0.18083553455045032,0.31915461416361524,-0.07064803927592,0.4775000274436749,0.2593678338381442,0.18957009247911238,0.08632790956367975,0.10324567470074975,0.24505685899107954,-0.09893519133394968,0.09809215252860448,0.08336833921644171,-0.04344704798449639,0.015941783451879576,0.06631306436275564,0.01994753042134567,0.4055026311537888,-0.015416763731776362,0.004842457251671872,-0.18323740741822547,-0.06761908664387872,-0.016209828967289286,0.37821814110562246,-0.36281556714072805,0.20954369391085947,-0.35330851725284007,0.32862936372940976,-0.002155492173637974,-0.10513398359896187,-0.1534895413724675,-0.36413544364686035,0.010500614260912311,0.06317219406296393,0.04790909740773741,-0.2573591995733714,-0.1458831752457973,-0.4077249521281948,0.3653701919619188,-0.19110959731724375,-0.055439842743713275,0.2644832566641353,-0.8313924450721296,0.039731747835733744,0.35344039205149946,1.0,0.9513712664840246,-0.60563767228538,-0.45523918757872783,1.0,-0.20582996126579056,-0.2625100957917268,-0.15682328783026556,-0.5232219924261718,-0.15817405222644476,-0.7435909800303042
-0.263168710912174,-0.13099024506529622,-0.3718163046835775,-0.3266181551983035,0.535251046897786,0.3672909543259075,-0.09685531762542643,0.002801995182461159,0.2620640975768209,0.15570210869877177,-0.09808791875104461,-0.569217176628797,-0.0467073430031304,-0.31367766518462004,0.4663503525583146,-0.1536509625204383,-0.1690459091153791,0.09731766473894443,0.27912805830112974,0.33070685222388874,0.09025630136050489,0.02141526357097079,0.14492729273198868,-0.22010651305420925,-0.28868988095771897,-0.03239094016442634,0.42722069241035565,0.11627332069077512,-0.05423867005781535,0.1131555099649455,-0.16167414909866162,-0.12237703068131256,0.02404169692666991,0.06880986846354009,-0.0432870622467596,-0.0023807484708987525,-0.06120988526973914,-0.40489158650951784,-0.08446561173210532,-0.06368792508683363,-0.2728578915042885,0.04238206127698074,0.11440863882714036,0.45898378200406964,-0.11679640052305351,0.2843320716351687,-0.3846562970416445,0.267122001024398,0.4600641346129224,0.01723850555677431,0.14606353241833148,-0.15334415069259777,0.02432655221586355,0.5076253375711437,-1.0,0.44236922450951766,0.06642878415210851,-0.9577967986658932,0.6888221964368906,-0.0765617622435314,-0.10044977097240104,-0.21141388741514755,-1.0,-0.7663782058814035,0.240780993893849,-0.39264079214547565,0.23522681384009836,-0.3299006826646047,0.25989131448009184,0.5737283004116753,-0.5413386951071508
-0.22105170016590303,0.1331092970139447,-0.31193564413775177,-0.4053011901256305,0.40691310537221215,-0.1291447008785832,0.35719288353072676,0.030996712416114347,0.4450004061633852,0.08042660864376638,-0.48738576072929773,-0.40002691564573056,-0.3169475135887476,0.12656032747386825,0.03812116689837852,-0.10919008736743718,-0.16068184661810436,0.2522617432144929,-0.09852751594097087,0.01774210509004659,0.13788692990759044,0.04835337024499098,-0.03749199646638246,0.03471824675855828,0.1385056075740967,0.03577620739406773,-0.03970241456972068,0.040748294263402984,-0.0855511479895752,-0.11844442226002772,0.25926938560438284,-0.04846545609308772,0.08309678433301038,0.057212760084491165,-0.23567912735422514,0.0665581177845751,-0.09308145271944446,-0.3228979590440084,-0.33450504049367424,-0.13202417007742606,-0.614468348806512,0.45913535956912277,0.005234543540258985,0.07111103793180407,-0.05698444196220842,0.14660184741335214,-0.37679273640949595,0.18880270400220756,-0.18667100395368041,0.27249841540595976,0.324043895183735,-0.31124494390514446,0.5822039636759195,0.2743084838019383,-0.5805620805869939,0.15433213826389447,-0.3849459113421764,-0.9205437896671135,0.8483168141408262,0.4358875889340832,-0.7362610587620249,-0.861556781040968,0.278419858908564,0.43602821387052515,-0.5930697557047973,-0.649699971705797,-0.009249741543708168,-0.5192911109622629,-0.11010397493415502,-0.673675410941488,0.14972617680928746
-0.17610792718726342,0.3956838918310197,-0.2661215583370503,-0.6279641305964386,-0.06174544582851327,-0.6440225417391341,0.14595174057539273,-0.12513541786646132,0.1062715790232418,-0.3226701386540757,-0.0075824404294168035,-0.390153443899262,0.079918053806467,0.2097362947156196,-0.13247612845099277,-0.051114050401468214,-0.2649704172573668,0.14040352507402498,0.09887926658852697,0.37469418212667494,-0.0027353907559894974,-0.13117989483460424,-0.1465857696062548,0.0366068700057669,-0.05083926558210994,0.003645377263172378,0.11498905541149584,-0.18337737731814185,0.15918118016373084,-0.18051421326123074,-0.12969865938773484,0.37761267625172756,0.10333658385806799,-0.4794823591757481,-0.21714196576814804,-0.28399417981283104,-0.1071469035585122,-0.2884714941472025,-0.11946692335684761,-0.24205120433383942,-0.4730529127807509,0.46000392429530024,-0.11051968224951392,-0.09518786149804681,-0.35153826471049887,0.12822067219538846,-0.06039110883554144,0.10936443332109236,0.10436064487428309,0.19438924818029912,0.021614082104500776,0.28497255603578653,0.5686725705555868,-0.13474657361558628,0.42171593167678,-0.378306125410077,-0.42288093944638405,-0.33181985903142386,0.4448677921040849,0.8461710473893393,-0.16424999473529023,0.30835191321073907,0.6823345461063139,0.005536230939235942,0.5313993917085036,-0.004905365277681484,-0.7810763267150234,-0.5895566743499219,-0.14555606208404792,0.13509815294135086,-0.0428028206229345
-0.13023553987043945,0.5822028665774268,-0.27166527095098514,-0.6457349124436178,-0.3982821424826015,-0.2338369880436726,-0.25186935297317836,0.22689805963400267,-0.4147093766630314,0.2143763044885152,0.11067271996384442,-0.24489078321840574,0.10137856616386509,-0.11535906888339864,-0.23438831583352637,0.01229214588354699,-0.10745227603291418,-0.030485404073289146,0.1539521352684743,0.4077757264161177,-0.11817173729033603,0.21906137490884436,0.11123363831968991,0.08120882057256718,-0.23642425638765974,0.06732573663650299,-0.05882990945518285,-0.06311250621581321,-0.09835027256581053,-0.2592494634444503,0.24800487842398344,-0.06677857183571012,-0.06428798072147535,-0.1444490108193538,0.24225469297646507,-0.22113313889865638,0.005845417955734122,-0.3086004342775408,-0.37629765217291256,-0.08760070069518366,-0.4167396950066553,0.10903127846539173,0.2208965103738021,-0.23955651140488787,-0.5691655361151078,0.17948826406257967,-0.09664943619078847,0.06041054885554997,-0.08614069532595736,-0.30276518922439155,-0.20218066289290648,-0.11268422065626416,0.6083664740964008,-0.3969926065639645,0.7816516821905246,-0.2734052286967309,-0.1482110373182105,-0.130023451113078,-0.1705726570903927,0.24686410853827834,0.5380915344661839,0.8263485796743566,-0.4343558089692454,-0.14556309742914308,0.7362807118137462,-0.6540735228788124,0.011831429343960753,0.349118574384113,0.08901229622754792,0.08928111542549355,-0.4163588778456673
-0.08475231131856353,0.6210441826496695,-0.3433733108578848,-0.2025402252519406,-0.1460688256692032,0.5069593562014043,-0.14995517421627336,-0.18085501783180624,-0.5379014646880642,-0.08463982259048486,-0.25670491623560987,0.07702139052723966,0.08958330935653236,-0.26949218750151704,0.07817998794415448,0.048960305550340255,-0.1049795483293472,-0.2440219621526294,-0.12522128965545964,0.2692433208065532,-0.10408064473291923,-0.008458900983792095,0.20342896949668154,0.0534328948292242,-0.20053445158836658,0.16705906132501713,-0.11424150527103005,-0.04279811854940485,0.12027173031617844,-0.029007301116791395,0.17324840768276206,0.22170551222108115,0.06353567285699357,-0.30322798786320737,-0.41033748129272385,0.00116502302780086,-0.06875586158818314,0.3642290702660622,-0.09473080735804906,-0.3430278859944035,-0.41493208479365185,0.6257348312928273,-0.24019943363348106,0.05511590504958308,-0.9377449112888324,-0.44034144640232664,-0.01192711993277551,-0.31744584118880137,0.14458094963433488,-0.1529473959252292,0.19136999440380875,-0.002519173638918959,0.38444483511400773,0.56371699274121,-0.0553928133003283,-0.5476335413078469,-0.0846479878154558,0.12622249235459604,-0.0014735718911003115,-0.5900099223095117,-0.0757586869805944,0.4650853284894445,-0.9796897879786076,-1.0,0.576495752377719,-0.5244842106951639,1.0,-0.39384899677385,-0.4182187270134845,-0.011293704176968733,-0.7459625135646777
-0.04355440545127631,0.48207659482114784,-0.44467711843668345,0.39095377414824095,0.3682452788319319,0.3555593743662153,0.31008789972136386,0.15919827100260453,-0.30444266057108815,-0.16865097311419985,0.18628602325032295,0.09850208551585271,-0.16177739392671742,-0.09554117649294236,0.019030361061023404,0.05543860519910471,-0.07749969418500435,0.3147881872044769,-0.37235054108951426,0.13310709166836987,0.10096584653669094,-0.1000387677035528,0.051621222131917,0.31477242285729523,-0.22815836147281698,0.15559455042369774,-0.1981670864127799,0.06681699942331809,-0.04905117357497735,-0.22911726788372566,0.36220414692014846,0.0637788683942655,-0.0760145740072421,-0.3212708023506332,-0.11827740942977982,-0.515552800149555,-0.022549306498277688,-0.09347042180499854,0.5783353239298517,0.4119222274260763,0.019398829859682554,0.18671254085835498,0.09592938066875378,-0.3443532644030678,-0.5932958659176129,0.5595282764164047,0.15415114341963143,-0.40762099330735346,0.09554226358661344,0.20528544058217157,-0.2619654473996492,-0.14883761443502597,-0.05099215558939196,-0.0049411906095434555,0.14124056682164032,-0.1462361419787288,-0.1719914827175708,0.15448634602264555,0.06044753934606639,-0.6179729167866104,-0.6185630647173808,-1.0,-0.3436983516227732,0.07733407612093735,-0.46154146319030764,-0.42039048633593235,-0.2143904190355106,-0.769734476223325,-0.11564476235542831,0.18565882267499845,-0.8023259605649546
-0.008906243597869734,0.20999991104507787,-0.5137403520257817,0.5888715050031197,0.36713502594779235,-0.42338432144412463,0.01715577007211566,-0.17443250987740921,-0.02238705397809615,0.19895579850521394,0.043227541002158976,0.40077063704011984,0.11874118095089603,0.01150721224919593,0.1395513147233649,0.06762299123211668,-0.3688706958895217,0.2619179214261964,0.17618916454517275,0.4483476796483554,0.1081526325336919,-0.5100032817505102,0.2712609963169015,0.014670936143812874,-0.06516379779018056,0.018789341097563028,0.07815117000291671,0.025435145815156934,0.16876831340976817,0.0012986892410542517,-0.21594940627115855,-0.5912747751194622,0.6626414479445673,0.04932178486851391,0.19423967688021415,0.20024127774784106,0.35929986201693276,-0.4708770788160298,0.16649934237785802,0.021092809288055347,-0.3299117678069665,-0.05267585532656027,0.4411218602968323,-0.25676567580506593,-0.2912118671847528,-0.41418527269567174,0.12143256700447691,-0.30986351090403574,0.21792397294466892,-0.33440936765076923,-0.1235886657045141,-0.22108077775960144,-0.22149348091765442,0.23840762913962177,0.10917373578731615,0.06687120729424567,-0.1995563548016145,0.08937420555621389,-0.46104705312908956,-0.034796113319496835,-0.8239146140223408,-0.40369262011179463,0.24269371078771496,0.30017005621466675,0.21067287473854068,-0.12631319109795514,-0.4892901799236228,0.08321229196344282,0.13263288559557718,-0.10282133685229855,-0.8733929154783472
