,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,Y
0,0.0137546688749661,-0.173043450954916,-0.19916023480959602,0.0382809268424101,0.292282749969557,0.655835871396937,0.8891996453562041,0.996534042151538,-0.274498649091357,-0.257517279273881,-0.23069974356766396,-0.195506700507532,-0.15339880862831,-0.33526763214825395,-0.2783067591624289,-0.22498197175379298,-0.175199116369807,-0.128864039457929,-0.120439326648886,-0.0769698195874504,-0.0355233510572514,0.0039332760942408,0.0414332590195552,-0.433084092400327,-0.42717397544125296,-0.421213882276372,-0.415204913696201,-0.40914817049125607,-0.0665707063842923,-0.0637529492342784,-0.060965414538928994,-0.0582079863309023,-0.0554805486428565,1.1018501490177401,1.1040078509867,1.10615589960276,1.1082942958508402,1.1104230407158602,1.0037951999999999
1,-0.173043450954916,-0.19916023480959602,0.0382809268424101,0.5076215628971871,0.655835871396937,0.8891996453562041,0.996534042151538,0.9819990320871199,-0.257517279273881,-0.23069974356766396,-0.195506700507532,-0.15339880862831,-0.105836726464824,-0.2783067591624289,-0.22498197175379298,-0.175199116369807,-0.128864039457929,-0.0858825874656182,-0.0769698195874504,-0.0355233510572514,0.0039332760942408,0.0414332590195552,0.0770097948712212,-0.42717397544125296,-0.421213882276372,-0.415204913696201,-0.40914817049125607,-0.40304475345205004,-0.0637529492342784,-0.060965414538928994,-0.0582079863309023,-0.0554805486428565,-0.0527829855074499,1.1040078509867,1.10615589960276,1.1082942958508402,1.1104230407158602,1.11254213518276,3.4044191999999907
2,-0.19916023480959602,0.0382809268424101,0.5076215628971871,0.8078604687456771,0.8891996453562041,0.996534042151538,0.9819990320871199,0.8499176713962842,-0.23069974356766396,-0.195506700507532,-0.15339880862831,-0.105836726464824,-0.0542811125518991,-0.22498197175379298,-0.175199116369807,-0.128864039457929,-0.0858825874656182,-0.0461606068403339,-0.0355233510572514,0.0039332760942408,0.0414332590195552,0.0770097948712212,0.110696080801768,-0.421213882276372,-0.415204913696201,-0.40914817049125607,-0.40304475345205004,-0.396895763369101,-0.060965414538928994,-0.0582079863309023,-0.0554805486428565,-0.0527829855074499,-0.0501151809573407,1.10615589960276,1.1082942958508402,1.1104230407158602,1.11254213518276,1.11465158023646,1.56151584
3,0.0382809268424101,0.5076215628971871,0.8078604687456771,0.5676100865311321,0.996534042151538,0.9819990320871199,0.8499176713962842,0.6100174902586519,-0.195506700507532,-0.15339880862831,-0.105836726464824,-0.0542811125518991,-0.000192625424360312,-0.175199116369807,-0.128864039457929,-0.0858825874656182,-0.0461606068403339,-0.00960394402953537,0.0039332760942408,0.0414332590195552,0.0770097948712212,0.110696080801768,0.142525313963725,-0.415204913696201,-0.40914817049125607,-0.40304475345205004,-0.396895763369101,-0.39070230103292397,-0.0582079863309023,-0.0554805486428565,-0.0527829855074499,-0.0501151809573407,-0.0474770190251871,1.1082942958508402,1.1104230407158602,1.11254213518276,1.11465158023646,1.1167513768618798,0.42256512
4,0.5076215628971871,0.8078604687456771,0.5676100865311321,0.0644390776498517,0.9819990320871199,0.8499176713962842,0.6100174902586519,0.29191508215157397,-0.15339880862831,-0.105836726464824,-0.0542811125518991,-0.000192625424360312,0.0549680763829667,-0.128864039457929,-0.0858825874656182,-0.0461606068403339,-0.00960394402953537,0.0238815545193184,0.0414332590195552,0.0770097948712212,0.110696080801768,0.142525313963725,0.172530691509621,-0.40914817049125607,-0.40304475345205004,-0.396895763369101,-0.39070230103292397,-0.38446546723403296,-0.0554805486428565,-0.0527829855074499,-0.0501151809573407,-0.0474770190251871,-0.0448683837436472,1.1104230407158602,1.11254213518276,1.11465158023646,1.1167513768618798,1.11884152604396,0.612809280000001
5,0.8078604687456771,0.5676100865311321,0.0644390776498517,-0.319743253239049,0.8499176713962842,0.6100174902586519,0.29191508215157397,-0.0670280442309796,-0.105836726464824,-0.0542811125518991,-0.000192625424360312,0.0549680763829667,0.109740334335256,-0.0858825874656182,-0.0461606068403339,-0.00960394402953537,0.0238815545193184,0.0543900423587682,0.0770097948712212,0.110696080801768,0.142525313963725,0.172530691509621,0.20074541059198497,-0.40304475345205004,-0.396895763369101,-0.39070230103292397,-0.38446546723403296,-0.378186362762945,-0.0527829855074499,-0.0501151809573407,-0.0474770190251871,-0.0448683837436472,-0.0422891591453793,1.11254213518276,1.11465158023646,1.1167513768618798,1.11884152604396,1.1209220287676,0.809567999999999
6,0.5676100865311321,0.0644390776498517,-0.319743253239049,-0.420255937277855,0.6100174902586519,0.29191508215157397,-0.0670280442309796,-0.427449904419013,-0.0542811125518991,-0.000192625424360312,0.0549680763829667,0.109740334335256,0.16266348989768303,-0.0461606068403339,-0.00960394402953537,0.0238815545193184,0.0543900423587682,0.0820156730413548,0.110696080801768,0.142525313963725,0.172530691509621,0.20074541059198497,0.22720266836334801,-0.396895763369101,-0.39070230103292397,-0.38446546723403296,-0.378186362762945,-0.37186608841017604,-0.0501151809573407,-0.0474770190251871,-0.0448683837436472,-0.0422891591453793,-0.0397392292630418,1.11465158023646,1.1167513768618798,1.11884152604396,1.1209220287676,1.12299288601775,0.42588288
7,0.0644390776498517,-0.319743253239049,-0.420255937277855,-0.266683580613215,0.29191508215157397,-0.0670280442309796,-0.427449904419013,-0.743671062240577,-0.000192625424360312,0.0549680763829667,0.109740334335256,0.16266348989768303,0.21227688453542298,-0.00960394402953537,0.0238815545193184,0.0543900423587682,0.0820156730413548,0.106852600119619,0.142525313963725,0.172530691509621,0.20074541059198497,0.22720266836334801,0.251935661976237,-0.39070230103292397,-0.38446546723403296,-0.378186362762945,-0.37186608841017604,-0.36550574496624,-0.0474770190251871,-0.0448683837436472,-0.0422891591453793,-0.0397392292630418,-0.0372184781292926,1.1167513768618798,1.11884152604396,1.1209220287676,1.12299288601775,1.12505409877933,0.21914496
8,-0.319743253239049,-0.420255937277855,-0.266683580613215,-0.0237049829965034,-0.0670280442309796,-0.427449904419013,-0.743671062240577,-0.957162279352979,0.0549680763829667,0.109740334335256,0.16266348989768303,0.21227688453542298,0.257119859713648,0.0238815545193184,0.0543900423587682,0.0820156730413548,0.106852600119619,0.12899497714610197,0.172530691509621,0.20074541059198497,0.22720266836334801,0.251935661976237,0.274977588583183,-0.38446546723403296,-0.378186362762945,-0.37186608841017604,-0.36550574496624,-0.359106433221653,-0.0448683837436472,-0.0422891591453793,-0.0397392292630418,-0.0372184781292926,-0.0347267897767902,1.11884152604396,1.1209220287676,1.12299288601775,1.12505409877933,1.12710566803726,0.708393599999999
9,-0.420255937277855,-0.266683580613215,-0.0237049829965034,0.128469875159627,-0.427449904419013,-0.743671062240577,-0.957162279352979,-1.0072419757452902,0.109740334335256,0.16266348989768303,0.21227688453542298,0.257119859713648,0.295729270878096,0.0543900423587682,0.0820156730413548,0.106852600119619,0.12899497714610197,0.148536957673344,0.20074541059198497,0.22720266836334801,0.251935661976237,0.274977588583183,0.296361645336714,-0.378186362762945,-0.37186608841017604,-0.36550574496624,-0.359106433221653,-0.352669253966932,-0.0422891591453793,-0.0397392292630418,-0.0372184781292926,-0.0347267897767902,-0.0322640482381926,1.1209220287676,1.12299288601775,1.12505409877933,1.12710566803726,1.12914759477646,0.833759999999998
