,series_max,series_min
X1,5.194543938360085,-3.688175943529001
X2,3.0859447990163513,-3.018579316511784
X3,3.8485562896047085,-1.6840996981445806
X4,4.010165021664481,-2.7281926240592544
X5,2.096812903744451,-2.469810139786376
X6,2.2229119888313944,-1.804961014575713
X7,1.8810722154623893,-1.491065696010281
X8,1.1883085211187492,-1.2541728568485397
X9,0.9320091119959736,-0.9995424460420016
X10,1.0307286506719193,-0.9281545636967348
X11,1.2118120120970615,-0.8952199326213327
X12,0.8205221656846547,-0.7800234521993852
X13,0.4248578623281133,-0.2933215752447461
X14,0.272164740398284,-0.28015638119247793
X15,0.20083197781412165,-0.1577153662060779
X16,0.33854010073747537,-0.30341542120338844
X17,0.11960640744236885,-0.13388891966363836
X18,0.09943554105993666,-0.07240843349232176
X19,0.06922560140444836,-0.07163156484888708
X20,0.13690876743356026,-0.10512985893714558
X21,0.027415714237599795,-0.03041370722594403
X22,0.018410502099395543,-0.029322806549589023
X23,0.023166122615661883,-0.01594369665871719
X24,0.021617316159344237,-0.020072508631809236
X25,0.008792449643917025,-0.011412470301054835
X26,0.0060792416778346755,-0.009831956652042475
X27,0.00594038712812775,-0.004534318460381991
X28,0.0077452974452221785,-0.00600689444239345
Y,8.814528,0.0366336
