ORIG,IMF1,IMF2,IMF3,IMF4,IMF5,IMF6,IMF7,IMF8,IMF9,UP,LOW
1,1,1,1,1,1,1,1,1,1,0.0851256530758749,-0.0851256530758749
0.526852850581619,-0.188903282289218,0.755458364734641,0.891713577327809,0.9748622348406,0.988807128582362,0.998198490663315,0.993957320862798,0.998511507088043,1.00643058426467,0.0851256530758749,-0.0851256530758749
-0.0680875876247777,-0.203672187939531,-0.8596316780786,-0.979755887192866,-0.995999735559658,-0.989133224115844,-0.985972651853612,-0.99652164084426,-0.992430495912198,-0.999895564768822,0.0851256530758749,-0.0851256530758749
-0.131106856032605,-0.1160617344473,0.544003746423811,0.882686593731359,0.959270464305549,0.962649413090618,0.963315620097532,1.00247966648576,1.00435647973815,1.00000390993581,0.0851256530758749,-0.0851256530758749
-0.0941569270517941,-0.0488449679227855,-0.645966508020921,-0.655108011326735,-0.853896348203426,-0.920375781072443,-0.955226128944377,-1.00244614582997,-0.998411636321433,0.7666697433947,0.0851256530758749,-0.0851256530758749
-0.0939675225135677,-0.0589076347468493,0.0721206727130039,0.154773734527266,0.514102850297226,0.670681231423046,0.809855847537333,0.808467764530025,0.769098236281054,0.586719956668181,0.0851256530758749,-0.0851256530758749
-0.0684925389309322,-0.0277842310026187,-0.390391401036714,-0.379342833097223,-0.341256478392162,-0.461706402753624,-0.485812028454415,-0.123072778038143,-0.203126538301003,0.481587219491122,0.0851256530758749,-0.0851256530758749
-0.0914423330202165,-0.0720942113664853,-0.118065703949108,-0.0647423344436519,0.0483556153063164,0.181618228384313,0.153933056447447,0.00630691401786966,0.188254265794006,0.430925189823417,0.0851256530758749,-0.0851256530758749
-0.0322557568319732,-0.0568421842969922,-0.0543556860721377,-0.0882688230024492,-0.161125774283058,-0.178064682468337,-0.0281129292282971,0.0646387036399673,-0.000273117042050202,0.359437953168291,0.0851256530758749,-0.0851256530758749
0.0268671211404271,-0.0361710755232047,0.00667410131718429,-0.0915443346359247,-0.141447167440117,0.0057727515002284,-0.0270561673044905,0.023475249702159,0.132489288159549,0.367277044451012,0.0851256530758749,-0.0851256530758749
0.0859645575008309,-0.0762828930720993,0.000231958296517498,-0.0996947109131485,-0.168217980567493,-0.0734312834689007,-0.0220240139121292,-0.0290167342794139,0.0231281042135509,0.300402685633421,0.0851256530758749,-0.0851256530758749
0.164650254830836,-0.0505125923269086,-0.0640712684849998,-0.0803684228681741,-0.0938558948363917,-0.0198677171367153,0.0347573299039681,0.0291445500623249,-0.0208508605636828,0.32040089603256,0.0851256530758749,-0.0851256530758749
0.161383858550288,0.137847199016994,0.0329302115985099,-0.00951414406045224,0.111834021783017,-0.0200075438460939,0.0216107435361584,-0.0847622676922977,0.0685711218929537,0.295288373923432,0.0851256530758749,-0.0851256530758749
-0.110748185335719,-0.016140049873623,0.0963741069075869,0.0127273307962934,0.160765173674727,0.0233831271933062,-0.0113619461659901,0.0251873536886077,-0.0201488910949966,0.145240316287948,0.0851256530758749,-0.0851256530758749
-0.0545503475127734,-0.0292250448975403,0.0118890336553243,-0.109664400081012,0.201805564492588,-0.0552226930659411,0.044703506037347,-0.0465081346540367,0.122117254238381,0.227260211894847,0.0851256530758749,-0.0851256530758749
-0.0696406706282378,-0.0725462657581146,0.0171970833901572,-0.0938447886929853,-0.0207131686938722,-0.147705680987996,0.0578777959635635,-0.0183143614671151,-0.00734202007391694,0.140986966927184,0.0851256530758749,-0.0851256530758749
-0.0579265478354307,-0.0604613628883161,-0.0268414656296139,0.060355025515168,-0.122604970541236,-0.0287687274291152,0.00192699265912018,0.00614561130725296,0.0144426877361335,0.214533163143159,0.0851256530758749,-0.0851256530758749
-0.0625271801397051,-0.0280614286576104,-0.10955963824581,-0.0741740926714578,-0.0649380847770407,0.149917007036686,0.114326792236156,0.0222405817232503,-0.020514358215323,0.191032743924356,0.0851256530758749,-0.0851256530758749
-0.0665628288715299,0.0121737501139182,-0.107200383033412,0.022585157849092,0.00426006230613301,-0.0321405804583822,0.0666692739734212,0.0154532012444135,0.00595709426318881,0.0969560809062462,0.0851256530758749,-0.0851256530758749
-0.055278973384888,0.0433262210242823,-0.0917274134281274,-0.0975340800427485,-0.121428372485229,-0.0306134028353989,0.033432628024386,0.0896594279518066,0.014572584241247,0.135712852395654,0.0851256530758749,-0.0851256530758749
-0.0240974271454441,-0.00457459081365838,-0.0482855629915972,-0.124200936055051,-0.0605791714418693,0.0593234535501182,-0.122811189129638,-0.0295509490697011,-0.0717336981735965,0.144099838903448,0.0851256530758749,-0.0851256530758749
