ORIG,IMF1,IMF2,IMF3,IMF4,IMF5,IMF6,IMF7,IMF8,IMF9
0.460166400000001,0.533489223094699,0.0944398263150944,-0.23347569652351,-0.276493712789494,-0.168205920345765,-0.173769477824312,-0.380629411586354,-0.0632866083147021,1.16234091478335
0.785980799999999,0.455999025371796,-0.1083094095175,0.219973441753421,-0.244144180571286,-0.131691731953649,-0.128079512789983,-0.381174778482683,-0.0605071260657712,1.16434612485967
0.721958400000001,0.120990000767177,-0.295825335570331,0.570416072044504,-0.206602481530642,-0.0974729086964246,-0.0843443383192311,-0.381532323481497,-0.0577603398721145,1.16634156276428
0.479088000000001,-0.414591052495657,-0.357028259707205,0.812158049607411,-0.164789894239445,-0.0654972547908554,-0.0425341955132389,-0.381704222719395,-0.0550461142588843,1.16832723073176
0.757123199999999,-0.561934289502369,-0.164739349490782,0.939505229699818,-0.11962769726958,-0.0357125744537055,-0.00261932547318837,-0.38169265233298,-0.0523643137512327,1.17030313099672
1.0037952,-0.992003573638676,0.34214284995659,0.946763467579399,-0.0720371691929285,-0.0080666719017386,0.0354300306997382,-0.38149978845885,-0.049714802874312,1.17226926579375
3.4044192,1.06148950807742,0.706120482446985,0.828238618503828,-0.0229395885813753,0.0174926486482812,0.0716436319043585,-0.381127807233606,-0.0470974461532744,1.17422563735744
1.56151584,-0.399143841483027,0.479763629255441,0.585875304064806,0.0267437659931969,0.0410175829795901,0.106051237039491,-0.380578884793848,-0.0445121081132721,1.17617224792239
0.422565119999999,-0.875384997853756,-0.0317820491872059,0.253048685696731,0.0760916159589047,0.0625603268754243,0.138682605003952,-0.379855197276178,-0.0419586532794573,1.1781090997232
0.612809280000001,0.0107669268695842,-0.396468263835172,-0.125515840455095,0.124182682743865,0.0821730761190199,0.16956749469656,-0.378958920817195,-0.0394369461769821,1.18003619499445
0.809568000000002,0.501468537731715,-0.447541449079237,-0.501778101321202,0.170095687776193,0.0999080264936128,0.198735665016134,-0.3778922315535,-0.0369468513309989,1.18195353597074
0.425882880000001,0.0661348597766293,-0.237824207338597,-0.818861492052639,0.212909352484008,0.115817373782439,0.22621687486149,-0.376657305621692,-0.0344882332666598,1.18386112488667
0.21914496,-0.17225929972766,0.0191506842006489,-1.0129964358571,0.251702398295424,0.129953313768736,0.252040883131447,-0.375256319158374,-0.0320609565091171,1.18575896397684
0.708393599999998,0.129844745028103,0.165161838726128,-1.03439981806142,0.285481099601989,0.142368042235738,0.276237448724821,-0.373691448300144,-0.0296648855835228,1.18764705547582
0.833759999999999,0.127026714336004,0.01754694769112,-0.855562167798097,0.312849210399939,0.153113754966682,0.298836330540432,-0.371964869183603,-0.0272998850150294,1.18952540161823
0.451820159999999,-0.20356544369072,-0.443900353186976,-0.504791113454138,0.331895660768804,0.162242647744804,0.319867287477097,-0.370078757945352,-0.0249658193287888,1.19139400463866
1.118448,0.381991312278496,-0.807046045007763,-0.0549469854848081,0.340633383375863,0.169806916353341,0.339360078433633,-0.368035290721991,-0.0226625530499534,1.19325286677169
0.91524384,-0.622507994851339,-0.492117846327087,0.411042439954083,0.337085910233364,0.175858756575527,0.357344462308859,-0.36583664365012,-0.0203899507036753,1.19510199025193
1.6557264,-1.20013107372353,0.313453135310683,0.801673704366563,0.319242506993672,0.180450494776411,0.373850198001591,-0.36348499286634,-0.0181478768151069,1.19694137731398
4.91593536000001,1.10546029995451,1.10476870165857,1.02336629769562,0.285070213490128,0.183634934142272,0.388907044410649,-0.360982514507251,-0.0159361959094002,1.19877103019241
5.13319680000001,1.29826572267388,1.16492828931546,0.996852255016575,0.233234145042147,0.185465006217804,0.402544760434849,-0.358331384709454,-0.0137547725117075,1.20059095112183
1.376784,-1.22771162322152,0.279320158706425,0.722374086909052,0.165520837833609,0.185994499377711,0.41479310497301,-0.355533779609548,-0.011603471147181,1.20240114233684
1.097712,-0.148745138691351,-0.59182655281651,0.303704360114645,0.0858770940329443,0.185278114331281,0.425681836923948,-0.352591875344135,-0.00948215634097293,1.20420160607203
0.4954176,-0.161874048997786,-0.708888781944088,-0.13771592327343,-0.00142884037192782,0.183370596961542,0.435240715186483,-0.349507848049814,-0.00739069261823543,1.20599234456199
0.4273344,-0.0895784370579123,-0.376687708402189,-0.503061301457785,-0.092107173971443,0.180326028465383,0.443499498659431,-0.346283873863186,-0.00532894450412075,1.20777336004132
0.994982399999999,0.457212593681696,-0.0905665583797588,-0.714661703359698,-0.1817230931245,0.176197900691312,0.450487946241611,-0.342922128920852,-0.00329677652378105,1.20954465474461
0.884433599999998,0.41800811538589,-0.103317050034292,-0.718595971086436,-0.265599109379052,0.171039592640681,0.45623581683184,-0.339424789359411,-0.00129405320236865,1.21130623090645
0.16931808,-0.132422558949091,-0.323851049798859,-0.537649153092221,-0.339355414942222,0.164904483314841,0.460772869328936,-0.335794031315465,0.000679360934964346,1.21305809076145
0.0959385599999999,-0.31476428541448,-0.424394811258098,-0.259069027824975,-0.398820103236958,0.157845951715143,0.464128862631717,-0.332032030925613,0.00262360136306566,1.2148002365442
0.2820528,-0.67522666992887,-0.128285312804843,0.0249783259183792,-0.439836250491685,0.149917389825596,0.466333555639001,-0.328140964326456,0.00453880355678317,1.21653267048928
1.99962432,0.194302000457551,0.45938065137249,0.254903993207213,-0.458283047700698,0.141170841662584,0.467416707249605,-0.324123007654594,0.00642510299096459,1.21825539483131
2.89558368,0.515310846960247,0.954468149852165,0.383256929596679,-0.450374823441531,0.131651510927905,0.467408076362347,-0.319980337046628,0.00828263514045778,1.21996841180486
2.97845856,0.523478471666651,1.02805744888652,0.370214879064029,-0.414007094208891,0.121400366733115,0.46633757174119,-0.315715128639158,0.0101115354801104,1.22167172364454
2.178144,0.150831779762095,0.653463044396087,0.211322472164836,-0.350661056316435,0.11047016753099,0.464235775763023,-0.311329558568784,0.0119119394847704,1.22336533258493
0.9589536,-0.291316110534752,0.0654807196292468,-0.0416844519905959,-0.265127565901431,0.0989352481789598,0.461133717279298,-0.306825802972107,0.0136839826292856,1.22504924086065
0.2214864,-0.382062513287697,-0.441979570076341,-0.321919527258629,-0.163001221850696,0.0868854164950288,0.457062499293817,-0.302206037985727,0.0154278003885036,1.22672345070627
0.404386559999999,0.204909852689727,-0.683862506158154,-0.548885588496611,-0.0499438984796749,0.0744235788907701,0.452053348642257,-0.297472439746245,0.0171435282372723,1.22838796435639
0.723513600000001,0.632399014220116,-0.784025056663371,-0.619339361597673,0.0684725933228908,0.0616588091490517,0.446137987487797,-0.292627184390261,0.0188313016504395,1.23004278404562
0.323481599999999,0.0746704298150723,-0.933225020280566,-0.465011856805516,0.186740263892017,0.048713066450688,0.43934826335895,-0.287672448054375,0.020491256102853,1.23168791200854
0.688642559999999,0.049693224916234,-0.979573362377801,-0.135265540929622,0.297908545695854,0.0357130656690479,0.431716009501584,-0.282610406875187,0.0221235270693605,1.23332335047974
0.51843456,-1.24401679126686,-0.328789261676068,0.271105335185754,0.395102571662533,0.022782307562622,0.423272837902307,-0.277443236989299,0.0237282500248099,1.23494910169383
3.9501216,0.557629714201984,0.820904838367431,0.637580461226818,0.471738718323532,0.0100310015243116,0.414049818947454,-0.272173114533311,0.025305560444049,1.23656516788539
5.7226176,1.38708110553227,1.58778252868899,0.84226564115088,0.521436642484931,-0.00242440282586407,0.404077958057764,-0.266802215643821,0.0268555938019255,1.23817155128903
5.17542911999999,1.20778697172294,1.24121808316792,0.795958522899822,0.539108182227623,-0.0144234720923562,0.393388186731733,-0.261332716457433,0.0283784855732872,1.23976825413934
1.2914208,-1.30798735385692,0.173490177079686,0.545976925109027,0.524452356627265,-0.0257979772179417,0.382012424469114,-0.255766793110744,0.029874371232982,1.2413552786709
0.883871999999999,-0.375908634863903,-0.770209488812393,0.183767028764607,0.480069234252074,-0.036397146783759,0.369982862053031,-0.250106621740357,0.0313433862558576,1.24293262711832
0.48383136,0.0509101417977288,-1.11299847909394,-0.197556168539199,0.409390430430117,-0.0460648047067389,0.35733169026661,-0.244354378482871,0.0327856661167618,1.24450030171619
0.09612,-0.158148018354727,-0.924576283672293,-0.50835232149711,0.316209219128397,-0.0546288738066142,0.344091057678,-0.238512239474887,0.0342013462905425,1.24605830469911
0.329780159999999,0.00435596859464395,-0.572723981250598,-0.666854838346115,0.204841311338344,-0.0618852263264385,0.33029300572357,-0.232582380853004,0.0355905622520473,1.24760663830167
0.535420800000001,0.128622085517005,-0.373070213753551,-0.615218974740646,0.0802990725007606,-0.0675867243525882,0.315969756643942,-0.226566978753825,0.0369534494761241,1.24914530475846
0.351328319999999,-0.115114875642355,-0.428381596310435,-0.34561657941399,-0.0515156718524947,-0.0714578983644351,0.301153448432528,-0.220468209313948,0.0382901434376208,1.25067430630408
0.27006048,-0.273230982199011,-0.589839843340632,0.0551448636600496,-0.183813381107003,-0.073207059373214,0.28587600455733,-0.214288248669974,0.039600779611385,1.25219364517313
1.7496,0.820888661011092,-0.46682260005727,0.454780276329881,-0.309267243626474,-0.0725455859862932,0.27016950745943,-0.208029272958504,0.0408854934722646,1.25370332360019
0.776053439999999,-1.1699257962517,0.380779488958422,0.730324252822233,-0.420505077432893,-0.0692284916820392,0.254066739044127,-0.201693458316138,0.0421444204951073,1.25520334381987
3.93987456,1.39932278163322,1.01535334081109,0.783367631271879,-0.510442287783927,-0.063118895412673,0.237600863040354,-0.195282980879476,0.043377696154761,1.25669370806675
0.37044,-1.41867027456482,0.530003192069018,0.559201457910014,-0.573125603396354,-0.0541997749995433,0.220805374089014,-0.188800016785119,0.0445854559260735,1.25817441857544
0.17853696,-0.53649807084272,-0.14066553955318,0.151912919028131,-0.606755489632129,-0.0425186568785656,0.203713388638171,-0.182246742169667,0.0457678352838925,1.25964547758053
0.1496448,0.090484715833755,-0.32629529267788,-0.315607557487836,-0.610894851708055,-0.0282247658532042,0.186357657571323,-0.17562533316972,0.0469249697030658,1.26110688731661
0.410711040000001,0.591898329739932,-0.164133632848419,-0.755928005145218,-0.584624453863973,-0.011540596655449,0.168769084072679,-0.16893796592188,0.0480569946584413,1.26255865001827
0.0542505600000001,0.324354567306988,0.063892981287882,-1.08753107434014,-0.525580589226909,0.00724619907172117,0.150977660166958,-0.162186816562745,0.0491640456248666,1.26400076792012
0.11844576,0.358391852195487,0.105790413214489,-1.23647627970718,-0.431894031276887,0.0277827668770789,0.133013337221983,-0.155374061228918,0.0502462580771897,1.26543324325674
0.13053312,0.433046119779047,-0.16290491527348,-1.14175404741512,-0.306313391602201,0.0496111522505721,0.114905491710399,-0.148501876056997,0.0513037674902583,1.26685607826273
0.20183904,0.517761147546274,-0.721462770967667,-0.788891845693292,-0.158122985240928,0.0721306161659633,0.0966836390562171,-0.141572437183584,0.0523367093389202,1.26826927517269
0.80292384,0.881139499018817,-1.20149782032137,-0.24226648931357,0.00152347880642672,0.0947053707490301,0.0783772167687944,-0.134587920745278,0.0533452190980232,1.26967283622121
0.553003200000001,-0.390830255226435,-0.947268826470376,0.392906952031592,0.161530641617624,0.116701401904217,0.0600142374275788,-0.12755050287868,0.054329432242415,1.27106676364288
0.547767360000001,-2.19511663640167,0.0798440678654282,0.993670967272807,0.310928853561251,0.137485351973183,0.0416224024834625,-0.120462359720391,0.0552894842469436,1.27245105967231
6.6680064,2.06599857785474,1.36084799274186,1.42540778416439,0.438795637945309,0.156423454395418,0.0232293842150027,-0.113325667407011,0.0562255105864566,1.27382572654407
7.69331519999999,2.39681328994747,1.81452153288632,1.55189921271574,0.534298359702172,0.172882375611579,0.00486271461582688,-0.106142602075141,0.0571376467358018,1.27519076649278
