Trend,Periodic1,Periodic2,Periodic3,Periodic4,Periodic5,Periodic6,Periodic7,Periodic8,Periodic9,Periodic10,Noise,ORIG
4.642200926232898,-0.5965493802608103,-2.57986009816118,0.9311465069208994,1.5284853973585122,-1.634548438954337,-0.9681786592924897,1.2235352247153226,0.06954498513445309,0.10935516148274614,-0.2970295001565805,0.14316187498059788,2.571264
4.678728471793378,-0.5983590933590591,-2.561040506640829,0.21984137173500562,0.8749840743931675,0.6855147728832387,-0.2653505432023524,-1.0365944844081671,-0.098357390866836,-0.1658651009812799,0.5839880986709503,0.0533263299828088,2.370816
4.717485645811604,-0.30680276451273014,-1.9587492668520141,-0.6399315513967078,-0.42437273306246387,1.081165036398924,1.0895399816279399,-0.05076280631979809,0.13705820898897764,0.2537008168496197,-0.6469617490012821,-0.3319128185320552,2.919456
4.767481000708889,0.19175620212403954,-0.8978917762880662,-0.9966875394202035,-1.1525690271266025,-0.4280973019005408,0.21223333791507917,0.8080445255709219,-0.2592810954102913,-0.3760865991971631,0.31704732109306805,0.30237095193088137,2.48832
4.845721101791561,0.7355459224731234,0.3533875370052496,-0.566472229625958,-0.6211146225239055,-1.1404204913264777,-1.0123109403407862,-0.37962563055797666,0.4513463722832366,0.5128101773584447,0.25036007950342987,0.07947672396006666,3.508704
4.936553516019452,1.1387997574424584,1.422932300655484,0.24338471998670283,0.5084064739721487,-0.015754679827961537,-0.2511849802690773,-0.6066846085167952,-0.5855350756633221,-0.6162144827381457,-0.6530116421034834,-0.46729129895745386,5.0544
5.0063041441350835,1.2606715627991494,1.967227553870177,0.755305469746255,0.9986827877382752,1.1360087656639442,1.0181547097625203,0.7697490326042172,0.5341851580355439,0.6481266204908429,0.5888494678221711,0.44969472733181426,15.13296
5.006689209781498,1.0401611123645895,1.7936015322547951,0.5141451781934752,0.3632776237364772,0.16495658308100503,0.18914361770767762,-0.03333326763010014,-0.3148056533759417,-0.6098362348698052,-0.14383160366220116,-0.015320097581472583,7.954848
5.154647779148606,0.49331484445385826,1.401004615638382,-0.33963301780187727,-0.2887347568376733,-1.3186654166210139,-0.6731804889978454,-0.7077634578347295,0.10933805806557739,0.5277643571703932,-0.291855844806426,-0.35967667157724975,3.70656
5.4133922461016555,-0.30489541269086506,0.8294622208495405,-1.1434124667939058,-0.5068401582598312,-0.7095941110022075,-0.3817549611633245,0.47189989033428725,-0.06987909957930069,-0.4330284595496364,0.41761586093591774,0.30071445081768367,3.88368
