X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,Y
-0.26598524968535664,-0.22569834536806532,-0.21618668227464666,-0.06461523995900698,-0.03039126161131156,0.095998613428949,0.10121562732571876,-0.05511809304185389,-0.01221817000940606,0.011351635731136511,-0.4591001858495203,0.05311669875872349,0.08288698333692901,0.17304719177003425,0.01329527552457721,-0.10741114282907216,-0.8137188334588431
-0.1256597459540344,-0.24077724104258413,-0.2895083003584954,-0.06638639382798917,0.025639874105973348,0.11632475478952631,-0.32323687184570815,0.0348039084898808,-0.051317073574865146,0.2043044928898219,0.004182381381122813,-0.04243227422587348,-0.41106320861739154,-0.07052991367590822,-0.04795485393767629,0.07123462792047919,-0.7664640678603125
0.04270439462904618,-0.2512757420748347,-0.31509246845327565,-0.026522030997648383,0.05567292076221375,0.11485383422725715,-0.25129276359337627,0.0490333765443991,-0.060307150820761546,-0.1254754320422472,0.17102315767140897,-0.18452279470079525,0.291014060399577,-0.2927665618086718,0.05279593488267431,0.18771810441120085,-0.33767336463532904
0.2059032579280886,-0.25277172600950826,-0.27359158495272295,0.031970130721824086,0.03290461815326484,0.09100733177676701,0.22327435872271262,-0.12752494749181298,-0.013175638655051336,-0.3884005184301603,-0.20436796458358597,0.17520714475806942,-0.008359559988447285,-0.07727874952772196,-0.08925008149783287,0.09662373043120209,-0.7620746556711893
0.32300240052019746,-0.24909899642169708,-0.15481891854607865,0.05108655401259843,-0.027924270682025853,0.09241073597641325,0.29407494042640603,0.1361310540193985,0.05318994511623787,0.1633483466962482,-0.07790271336767962,-0.3121237590852387,-0.3264301900744466,0.009849179878237413,0.08688617147532596,-0.21264029642061977,-0.7768203372440253
0.36282348978977175,-0.23350820706703956,0.012443816219864123,0.021147600646743925,-0.061431275623361814,0.0819346216842376,-0.24182668935439833,-0.13909459412281966,0.09062884030927165,0.3192062010977552,-0.06319485536386094,0.0693954265732204,0.26958624658614605,-0.13718657033307236,-0.06533166420772474,-0.45959815639373136,-0.7731167707094525
0.31060102979032145,-0.20049900243184704,0.1861318447560243,-0.028130969180071186,-0.056992546228848195,0.010528997434691822,-0.4244873666691047,0.1365540639605003,0.06964830100105468,-0.2701085262147659,-0.2729195171281703,0.08493415971711471,-0.11554551566224147,-0.33397306044787667,-0.016228740631062166,-0.30968525322671303,-0.7264106816345623
0.17075683313178946,-0.1491352478125756,0.3295590065030509,-0.07605902668323183,-0.025478432533771023,-0.08641688819328508,0.028605004763987862,-0.08043447349506516,-0.001350929230917508,-0.2740025193888893,0.1230897933927173,-0.4114922417955139,-0.11343968369258484,0.1505249575351082,0.07953979842335634,0.1838595428979568,-0.8554868338209696
-0.0333605273495835,-0.08460169165304232,0.4184418461482524,-0.09805449974589753,0.04598769184776885,-0.07454621577532672,0.3948175276001884,-0.0030824522303583013,-0.11005302653279381,0.09546581517396668,0.1636687864232873,0.2633138017930028,0.05744021887541639,-0.05127446617713416,-0.15173386339846506,0.5316745192002488,-0.8934689661699773
-0.26298257568453454,-0.01429753849779214,0.42446967430050875,-0.03571703334044818,0.12209438383354998,0.0776361174453799,0.08949139958108177,0.028111905639044865,-0.19068585723037712,0.11943354614371104,-0.39851847770120186,-0.09678026122173367,-0.06194460665376733,-0.49761883503869897,0.1577165144832744,0.3014297887150976,-0.8967198745725466
-0.4665886526669203,0.054038540182881345,0.327409108733949,0.10785005737440989,0.09413076362325756,0.24242517085461235,-0.3911806483444904,-0.06817652452445222,-0.16436869029874335,-0.0051176872023076525,-0.31055799969148534,-0.2823273194315059,0.060661718943685994,0.18326824918764517,-0.147229816836411,-0.3353146667332194,-0.7943917029136095
-0.5893548207419341,0.11415539211366998,0.13153144104446457,0.2004031901997989,-0.08541850255227601,0.26189270606329185,-0.2725266398487859,0.11618047568657253,-0.03243497993471134,-0.1133196516620486,0.2631477219840006,0.23471705735584059,-0.20233793907857445,0.019786594585215145,0.06735278982081483,-0.7019265091624417,-0.6649589109868359
-0.588391376534257,0.1590035613939822,-0.12508773857172406,0.09002280122554662,-0.2757599169879935,0.11868284858684564,0.23522573645652622,-0.12528064393498783,0.10042968885680481,-0.2036388576378121,0.1405048098492947,-0.2368349603049864,0.03457144166455883,-0.471530346428196,0.012167898992668347,-0.4438668482591561,-0.6706514299196052
-0.44780762198684076,0.18092409085344285,-0.38016757776492716,-0.18797348717030626,-0.25099911713006096,-0.020664963342249654,0.33390139907005967,0.05485921166964958,0.09991496899581986,-0.048925672928523456,-0.39153625107937495,0.0024272846931694403,0.18407818727302372,0.05146090977478357,-0.11299646780934358,0.15729174433582016,-0.6484986152776235
-0.1839107473753704,0.1807889944009815,-0.571282763107338,-0.3627132586685907,0.04305813167688988,-0.017651536065068862,-0.1879972422438443,-0.022311297666824048,-0.024910978802584305,0.2682879016165731,-0.22074231087499463,-0.003955550306801503,-0.36738474483221395,0.0009725723896301108,0.15984558778581093,0.43641643340753156,-0.49630946453286373
0.15385616600804908,0.17180403362487073,-0.6462749561175026,-0.19323206190892228,0.34594052105189177,0.09087721676849103,-0.45558609045815457,0.015573695714092395,-0.14045547424477445,0.046924435906726236,0.1388855966542779,-0.2269968056675723,0.11973809608873798,-0.2342104056622818,-0.1799507630094943,0.16232059270189936,0.05648213303485328
0.48920801442127915,0.1708858408519458,-0.5696639657805856,0.21203813783544057,0.32016237008617265,0.16205135929353842,0.008104962930253201,0.03618317692705553,-0.13642525234424097,-0.44502346894341005,-0.035206015042715144,0.20670996079505155,0.1335709080545373,-0.15273039521982823,0.09536545477416758,-0.3364937114728088,0.1127900612734507
0.7309549698693001,0.18000732437065148,-0.3229825223461811,0.428147198177492,-0.06745550586135496,0.1420645883792402,0.41843100432638547,-0.09129740552230325,-0.030295608118111717,-0.08830308190142233,-0.07034588461214752,-0.32080836362332577,-0.3196135855109592,-0.047354178249745194,0.01456096757192693,-0.620658865222623,-0.2305442733945383
0.8005779764520888,0.1986778433745191,0.05339730516770014,0.18163293384025248,-0.4327242168116965,0.07219218083597001,0.02013160330457997,0.058091393761531274,0.06389709459521309,0.4050198489032937,-0.1008213736078406,0.05108964637546687,0.1730550914002449,0.003412200615641847,-0.14922716971238537,-0.41722784874618835,-0.6814192066960483
0.6617564267810732,0.22632442774507133,0.4553770549681768,-0.2959572296513009,-0.36951992516858867,-0.007123874103835859,-0.5311724884139439,0.005591391553230185,0.08394528423993952,-0.025205318381466446,-0.31121973139584513,0.13310800683690815,-0.07613550908730649,-0.395430142908479,0.1881824684828053,0.03279944618248809,-0.7977934973601801
0.33949259671164356,0.26469015889911085,0.7433706304172989,-0.4817917412393785,0.0721796680136122,-0.06299718456374792,-0.19827009293265174,-0.04747057346589334,0.012719621654092128,-0.4085651084751013,0.05578740922739245,-0.47763452436465437,-0.07253261626773477,0.06174087076943935,-0.19080615878113616,0.14647401028987783,-0.8388276428719376
