X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,Y
0.03587806412805916,0.12245650623049986,0.2483597468971459,0.18228942625833233,0.11033249803437384,0.05479034927464088,-0.20050761175844223,-0.20837755034748462,-0.17126733619830103,0.07916846956144008,0.05803581120807477,0.024914932609911622,-0.2581396457011841,-0.3462245977481153,-0.41623754153118175,-0.28155296408399066,-0.12198050715197506,0.07254856247574293,0.5606117137831754,0.30807295733501827,0.35453826893427,0.3967088137879362,0.4346850975393981,0.46856762583203926,-0.2305552735096401,-0.2104642617799225,-0.1905641559591823,-0.1708543451521628,-0.15133421846360384,-0.1320031649982465,-0.11286057386083359,-0.0939058341561051,-0.07513833498880118,-0.0565574654636668,-0.038162614685438134,-0.019953171758861132,-0.001928525788675195,0.015911934120379057,0.03356881886356056,0.05104273933612635,0.06833430643333638,0.08544413105045034,0.10237282408272441,0.11912099642541962,0.9395287431157515,0.9413400120188067,0.9431158461477334,0.9448566642759813,0.9465628798429684,0.9482349010310127,0.9498731308410342,0.9514779671669549,0.9530498028689967,0.9545890258456435,0.9560960191045744,0.9575711608323809,0.9590148244631544,0.9604273787460114,0.9618091878114805,0.963160611236884,0.9644820041106072,0.9657737170954084,0.9670360964906546,0.9682694842936221,-0.8116612964951916
0.12245650623049986,0.2483597468971459,0.3977240835456164,0.11033249803437384,0.05479034927464088,-0.03503563633619955,-0.20837755034748462,-0.17126733619830103,-0.04811029347123352,0.05803581120807477,0.024914932609911622,-0.022477604520798167,-0.3462245977481153,-0.41623754153118175,-0.4532171100693395,-0.12198050715197506,0.07254856247574293,0.27444734575120355,0.5688336530862128,0.35453826893427,0.3967088137879362,0.4346850975393981,0.46856762583203926,0.4984569043092384,-0.2104642617799225,-0.1905641559591823,-0.1708543451521628,-0.15133421846360384,-0.1320031649982465,-0.11286057386083359,-0.0939058341561051,-0.07513833498880118,-0.0565574654636668,-0.038162614685438134,-0.019953171758861132,-0.001928525788675195,0.015911934120379057,0.03356881886356056,0.05104273933612635,0.06833430643333638,0.08544413105045034,0.10237282408272441,0.11912099642541962,0.13568925897379347,0.9410768924799477,0.9428612630840068,0.9446104232050083,0.9463247894242404,0.9480047730145855,0.9496507800171263,0.9512632113164332,0.9528424627147323,0.9543889250047206,0.9559029840413367,0.9573850208122971,0.9588354115074929,0.9602545275872987,0.961642735849741,0.9630003984966351,0.9643278731986014,0.9656255131591072,0.96689366717742,0.968132679710612,0.9693428909345594,-0.867317671361966
0.2483597468971459,0.3977240835456164,0.45633387645601897,0.05479034927464088,-0.03503563633619955,-0.1244717767302469,-0.17126733619830103,-0.04811029347123352,0.15827844899610155,0.024914932609911622,-0.022477604520798167,-0.08653718341498973,-0.41623754153118175,-0.4532171100693395,-0.4473072722024859,0.07254856247574293,0.27444734575120355,0.449938000034948,0.4563812181892848,0.3967088137879362,0.4346850975393981,0.46856762583203926,0.4984569043092384,0.5244534386143809,-0.1905641559591823,-0.1708543451521628,-0.15133421846360384,-0.1320031649982465,-0.11286057386083359,-0.0939058341561051,-0.07513833498880118,-0.0565574654636668,-0.038162614685438134,-0.019953171758861132,-0.001928525788675195,0.015911934120379057,0.03356881886356056,0.05104273933612635,0.06833430643333638,0.08544413105045034,0.10237282408272441,0.11912099642541962,0.13568925897379347,0.15207822262310433,0.9426049671210217,0.9443625290692246,0.9460851042263223,0.9477731069867674,0.9494269464622005,0.9510470265576354,0.9526337460465115,0.9541874986443732,0.9557086730814897,0.9571976531742241,0.9586548178952456,0.9600805414426419,0.9614751933078693,0.9628391383426638,0.964172736824811,0.9654763445229311,0.9667503127601587,0.9679949884768613,0.9692107142923387,0.9703978285654862,-0.8810002921702489
0.3977240835456164,0.45633387645601897,0.33581390154785695,-0.03503563633619955,-0.1244717767302469,-0.17708797608510218,-0.04811029347123352,0.15827844899610155,0.3479128450220943,-0.022477604520798167,-0.08653718341498973,-0.16768851584242273,-0.4532171100693395,-0.4473072722024859,-0.3911694182947528,0.27444734575120355,0.449938000034948,0.5606117137831754,0.2563857415263733,0.4346850975393981,0.46856762583203926,0.4984569043092384,0.5244534386143809,0.5466577343908465,-0.1708543451521628,-0.15133421846360384,-0.1320031649982465,-0.11286057386083359,-0.0939058341561051,-0.07513833498880118,-0.0565574654636668,-0.038162614685438134,-0.019953171758861132,-0.001928525788675195,0.015911934120379057,0.03356881886356056,0.05104273933612635,0.06833430643333638,0.08544413105045034,0.10237282408272441,0.11912099642541962,0.13568925897379347,0.15207822262310433,0.16828849826861392,0.9441129670389821,0.9458438099744606,0.9475398892116671,0.9492016169635713,0.9508294001857964,0.9524236406525641,0.9539847350312534,0.9555130749558793,0.9570090470993093,0.9584730332443006,0.9599054103534259,0.9613065506378211,0.9626768216248753,0.9640165862247707,0.9653262027960161,0.9666060252098658,0.9678564029137628,0.9690776809937465,0.9702702002358123,0.9714342971864183,-0.4984355860619688
0.45633387645601897,0.33581390154785695,0.18228942625833233,-0.1244717767302469,-0.17708797608510218,-0.20050761175844223,0.15827844899610155,0.3479128450220943,0.3770738689931572,-0.08653718341498973,-0.16768851584242273,-0.2581396457011841,-0.4473072722024859,-0.3911694182947528,-0.28155296408399066,0.449938000034948,0.5606117137831754,0.5688336530862128,0.014732551977346686,0.46856762583203926,0.4984569043092384,0.5244534386143809,0.5466577343908465,0.5651702972820174,-0.15133421846360384,-0.1320031649982465,-0.11286057386083359,-0.0939058341561051,-0.07513833498880118,-0.0565574654636668,-0.038162614685438134,-0.019953171758861132,-0.001928525788675195,0.015911934120379057,0.03356881886356056,0.05104273933612635,0.06833430643333638,0.08544413105045034,0.10237282408272441,0.11912099642541962,0.13568925897379347,0.15207822262310433,0.16828849826861392,0.18432069680557817,0.9456008922338286,0.9473051057997062,0.9489747781610514,0.9506103193546351,0.9522121341853977,0.9537806223018965,0.9553161782706598,0.9568191916492559,0.9582900470581741,0.959729124251572,0.9611367981868306,0.9625134390930388,0.9638594125383078,0.9651750794960696,0.9664607964102423,0.9677169152594063,0.9689437836199339,0.9701417447280531,0.9713111375410481,0.9724522967973543,-0.5749759611098089
0.33581390154785695,0.18228942625833233,0.11033249803437384,-0.17708797608510218,-0.20050761175844223,-0.20837755034748462,0.3479128450220943,0.3770738689931572,0.19833451673421365,-0.16768851584242273,-0.2581396457011841,-0.3462245977481153,-0.3911694182947528,-0.28155296408399066,-0.12198050715197506,0.5606117137831754,0.5688336530862128,0.4563812181892848,-0.22158102240862498,0.4984569043092384,0.5244534386143809,0.5466577343908465,0.5651702972820174,0.5800916329312764,-0.1320031649982465,-0.11286057386083359,-0.0939058341561051,-0.07513833498880118,-0.0565574654636668,-0.038162614685438134,-0.019953171758861132,-0.001928525788675195,0.015911934120379057,0.03356881886356056,0.05104273933612635,0.06833430643333638,0.08544413105045034,0.10237282408272441,0.11912099642541962,0.13568925897379347,0.15207822262310433,0.16828849826861392,0.18432069680557817,0.20017542912925612,0.9470687427055533,0.9487464165449706,0.9503897710744587,0.9519992141599831,0.953575148460988,0.9551179715056337,0.9566280757647363,0.9581058487244976,0.9595516729580902,0.960965926196031,0.9623489813954684,0.9637012068082866,0.9650229660481748,0.9663146181565532,0.9675765176674906,0.9688090146715669,0.9700124548786491,0.9711871796797968,0.9723335262080453,0.9734518273982888,0.5078371582945487
0.18228942625833233,0.11033249803437384,0.05479034927464088,-0.20050761175844223,-0.20837755034748462,-0.17126733619830103,0.3770738689931572,0.19833451673421365,-0.06303672863442655,-0.2581396457011841,-0.3462245977481153,-0.41623754153118175,-0.28155296408399066,-0.12198050715197506,0.07254856247574293,0.5688336530862128,0.4563812181892848,0.2563857415263733,-0.4011530335017991,0.5244534386143809,0.5466577343908465,0.5651702972820174,0.5800916329312764,0.5915222469820038,-0.11286057386083359,-0.0939058341561051,-0.07513833498880118,-0.0565574654636668,-0.038162614685438134,-0.019953171758861132,-0.001928525788675195,0.015911934120379057,0.03356881886356056,0.05104273933612635,0.06833430643333638,0.08544413105045034,0.10237282408272441,0.11912099642541962,0.13568925897379347,0.15207822262310433,0.16828849826861392,0.18432069680557817,0.20017542912925612,0.21585330613490772,0.9485165184541648,0.9501677422102366,0.9517848679519127,0.9533683013795993,0.954918443012569,0.9564356882637814,0.9579204275134776,0.9593730461816101,0.96079392479905,0.9621834390776862,0.9635419599793307,0.9648698537835723,0.9661674821544686,0.9674352022062214,0.968673366567776,0.9698823234463247,0.9710624166899244,0.9722139858489767,0.9733373662367979,0.9744328889892193,-0.15187777681759396
0.11033249803437384,0.05479034927464088,-0.03503563633619955,-0.20837755034748462,-0.17126733619830103,-0.04811029347123352,0.19833451673421365,-0.06303672863442655,-0.24531989432923007,-0.3462245977481153,-0.41623754153118175,-0.4532171100693395,-0.12198050715197506,0.07254856247574293,0.27444734575120355,0.4563812181892848,0.2563857415263733,0.014732551977346686,-0.4722048618587026,0.5466577343908465,0.5651702972820174,0.5800916329312764,0.5915222469820038,0.5995626450775828,-0.0939058341561051,-0.07513833498880118,-0.0565574654636668,-0.038162614685438134,-0.019953171758861132,-0.001928525788675195,0.015911934120379057,0.03356881886356056,0.05104273933612635,0.06833430643333638,0.08544413105045034,0.10237282408272441,0.11912099642541962,0.13568925897379347,0.15207822262310433,0.16828849826861392,0.18432069680557817,0.20017542912925612,0.21585330613490772,0.23135493871779178,0.9499442194796464,0.9515690827955288,0.9531600687933979,0.9547175810134847,0.9562420178401456,0.957733772576334,0.9591932335168896,0.9606207840205867,0.9620168025810623,0.963381662896529,0.9647157339384256,0.9660193800188881,0.9672929608571894,0.9685368316450897,0.9697513431110749,0.9709368415836961,0.9720936690537585,0.9732221632355864,0.9743226576273034,0.9753954815701551,-0.757548074351155
0.05479034927464088,-0.03503563633619955,-0.1244717767302469,-0.17126733619830103,-0.04811029347123352,0.15827844899610155,-0.06303672863442655,-0.24531989432923007,-0.24812022617166574,-0.41623754153118175,-0.4532171100693395,-0.4473072722024859,0.07254856247574293,0.27444734575120355,0.449938000034948,0.2563857415263733,0.014732551977346686,-0.22158102240862498,-0.40182946708793243,0.5651702972820174,0.5800916329312764,0.5915222469820038,0.5995626450775828,0.604313332861395,-0.07513833498880118,-0.0565574654636668,-0.038162614685438134,-0.019953171758861132,-0.001928525788675195,0.015911934120379057,0.03356881886356056,0.05104273933612635,0.06833430643333638,0.08544413105045034,0.10237282408272441,0.11912099642541962,0.13568925897379347,0.15207822262310433,0.16828849826861392,0.18432069680557817,0.20017542912925612,0.21585330613490772,0.23135493871779178,0.24668093777316336,0.9513518457820223,0.9529504383008307,0.9545153735989151,0.956047053061645,0.9575458729437127,0.9590122244432973,0.9604464937749648,0.9618490622414353,0.9632203063041183,0.9645605976525675,0.9658703032727449,0.9671497855142346,0.9683994021563527,0.9696195064731346,0.9708104472974035,0.9719725690836791,0.9731062119701457,0.9742117118396241,0.9752894003795716,0.9763396051410962,-0.8422294373185082
-0.03503563633619955,-0.1244717767302469,-0.17708797608510218,-0.04811029347123352,0.15827844899610155,0.3479128450220943,-0.24531989432923007,-0.24812022617166574,-0.13347822829504408,-0.4532171100693395,-0.4473072722024859,-0.3911694182947528,0.27444734575120355,0.449938000034948,0.5606117137831754,0.014732551977346686,-0.22158102240862498,-0.4011530335017991,-0.2124626293887777,0.5800916329312764,0.5915222469820038,0.5995626450775828,0.604313332861395,0.6058748159768224,-0.0565574654636668,-0.038162614685438134,-0.019953171758861132,-0.001928525788675195,0.015911934120379057,0.03356881886356056,0.05104273933612635,0.06833430643333638,0.08544413105045034,0.10237282408272441,0.11912099642541962,0.13568925897379347,0.15207822262310433,0.16828849826861392,0.18432069680557817,0.20017542912925612,0.21585330613490772,0.23135493871779178,0.24668093777316336,0.2618319141962864,0.9527393973612761,0.9543118087261437,0.9558507823684701,0.9573567175240745,0.9588300083232764,0.9602710438646644,0.9616802082877123,0.9630578808441479,0.9644044359682262,0.9657202433457936,0.9670056679822894,0.9682610702696268,0.9694868060519348,0.9706832266903722,0.9718506791267607,0.9729895059462685,0.9741000454390834,0.9751826316610988,0.9762375944936021,0.9772652597020268,-0.8595676154655452
