X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,Y
0.07369528603802933,0.10192923455766834,0.4943682651848973,0.3127194893536307,-0.06482946007040469,-0.1286356379571566,-0.08073845769243237,0.19394961545270561,-0.0046934158329979825,-0.09070794701554097,-0.19298624051337032,-0.4359138201412026,-0.313633868641627,-0.3733197637800766,-0.8817723339664669
0.10192923455766834,0.15935036944857273,0.3127194893536307,0.15783368016909383,-0.1286356379571566,-0.19955397818484955,-0.024498018870006022,0.16691432695999953,-0.09070794701554097,-0.19298624051337032,-0.30037007925109804,-0.313633868641627,-0.12805225745122384,-0.4399199279061736,-0.9036576359328437
0.15935036944857273,0.27518892144874885,0.15783368016909383,0.06997759118346014,-0.19955397818484955,-0.19987650317599248,-0.11634148321699356,0.13923068442416198,-0.19298624051337032,-0.30037007925109804,-0.3988012962303765,-0.12805225745122384,0.09592101812879106,-0.3739972527398038,-0.7981362513208947
0.27518892144874885,0.45478548489025883,0.06997759118346014,0.02485597227118319,-0.19987650317599248,-0.03798104713746542,-0.2730688563191703,0.10527206082703744,-0.30037007925109804,-0.3988012962303765,-0.46820646079909956,0.09592101812879106,0.323059903840329,-0.20700330962446467,-0.8586894075652315
0.45478548489025883,0.5713193232928371,0.02485597227118319,-0.016672569617096622,-0.03798104713746542,0.2342899587092746,-0.3555933652111408,0.05932223174202811,-0.3988012962303765,-0.46820646079909956,-0.485925413106591,0.323059903840329,0.5109178080685255,0.006815966437448973,0.17656403130661436
0.5713193232928371,0.4943682651848973,-0.016672569617096622,-0.06482946007040469,0.2342899587092746,0.44437686263163334,-0.19982894385922745,-0.0046934158329979825,-0.46820646079909956,-0.485925413106591,-0.4359138201412026,0.5109178080685255,0.614584389719266,0.21431376562217008,-0.062249395604797364
0.4943682651848973,0.3127194893536307,-0.06482946007040469,-0.1286356379571566,0.44437686263163334,0.4090348694265713,0.32430326609357674,-0.09070794701554097,-0.485925413106591,-0.4359138201412026,-0.313633868641627,0.614584389719266,0.5986777910160941,0.36691332655360953,-0.0892058267788427
0.3127194893536307,0.15783368016909383,-0.1286356379571566,-0.19955397818484955,0.4090348694265713,0.19429793350953917,0.7774489258973605,-0.19298624051337032,-0.4359138201412026,-0.313633868641627,-0.12805225745122384,0.5986777910160941,0.4714588167540319,0.4120142914979552,-0.4957657256882734
0.15783368016909383,0.06997759118346014,-0.19955397818484955,-0.19987650317599248,0.19429793350953917,-0.06117415267908999,0.6991023327186925,-0.30037007925109804,-0.313633868641627,-0.12805225745122384,0.09592101812879106,0.4714588167540319,0.26868841067526206,0.31442498501068283,-0.7177807900645392
0.06997759118346014,0.02485597227118319,-0.19987650317599248,-0.03798104713746542,-0.06117415267908999,-0.21917318319419432,0.2829486083126611,-0.3988012962303765,-0.12805225745122384,0.09592101812879106,0.323059903840329,0.26868841067526206,0.030652214044201598,0.11353098608277445,-0.858610356447419
0.02485597227118319,-0.016672569617096622,-0.03798104713746542,0.2342899587092746,-0.21917318319419432,-0.1972714348640786,-0.14892546274973573,-0.46820646079909956,0.09592101812879106,0.323059903840329,0.5109178080685255,0.030652214044201598,-0.19998036963784105,-0.12995223532987543,-0.9195864361720524
-0.016672569617096622,-0.06482946007040469,0.2342899587092746,0.44437686263163334,-0.1972714348640786,-0.08073845769243237,-0.44334203477555567,-0.485925413106591,0.323059903840329,0.5109178080685255,0.614584389719266,-0.19998036963784105,-0.3733197637800766,-0.35175618993687663,-0.9007169343502206
-0.06482946007040469,-0.1286356379571566,0.44437686263163334,0.4090348694265713,-0.08073845769243237,-0.024498018870006022,-0.5765105132356876,-0.4359138201412026,0.5109178080685255,0.614584389719266,0.5986777910160941,-0.3733197637800766,-0.4399199279061736,-0.4797547761649459,-0.9056062459869206
-0.1286356379571566,-0.19955397818484955,0.4090348694265713,0.19429793350953917,-0.024498018870006022,-0.11634148321699356,-0.5905625055121417,-0.313633868641627,0.614584389719266,0.5986777910160941,0.4714588167540319,-0.4399199279061736,-0.3739972527398038,-0.4551255867373132,-0.8770687924566262
-0.19955397818484955,-0.19987650317599248,0.19429793350953917,-0.06117415267908999,-0.11634148321699356,-0.2730688563191703,-0.4490693360994321,-0.12805225745122384,0.5986777910160941,0.4714588167540319,0.26868841067526206,-0.3739972527398038,-0.20700330962446467,-0.2836676838497332,-0.844381155241178
-0.19987650317599248,-0.03798104713746542,-0.06117415267908999,-0.21917318319419432,-0.2730688563191703,-0.3555933652111408,0.06954387479056812,0.09592101812879106,0.4714588167540319,0.26868841067526206,0.030652214044201598,-0.20700330962446467,0.006815966437448973,-0.035967946686717434,-0.5045799253243616
-0.03798104713746542,0.2342899587092746,-0.21917318319419432,-0.1972714348640786,-0.3555933652111408,-0.19982894385922745,0.74262336353218,0.323059903840329,0.26868841067526206,0.030652214044201598,-0.19998036963784105,0.006815966437448973,0.21431376562217008,0.20675953614233733,-0.6558442392584847
0.2342899587092746,0.44437686263163334,-0.1972714348640786,-0.08073845769243237,-0.19982894385922745,0.32430326609357674,0.8967645350171365,0.5109178080685255,0.030652214044201598,-0.19998036963784105,-0.3733197637800766,0.21431376562217008,0.36691332655360953,0.3655367498646598,0.44257104274550874
0.44437686263163334,0.4090348694265713,-0.08073845769243237,-0.024498018870006022,0.32430326609357674,0.7774489258973605,0.5435700632043143,0.614584389719266,-0.19998036963784105,-0.3733197637800766,-0.4399199279061736,0.36691332655360953,0.4120142914979552,0.3840474155021678,-0.8390847303477439
0.4090348694265713,0.19429793350953917,-0.024498018870006022,-0.11634148321699356,0.7774489258973605,0.6991023327186925,0.12569199114331786,0.5986777910160941,-0.3733197637800766,-0.4399199279061736,-0.3739972527398038,0.4120142914979552,0.31442498501068283,0.2863336495331792,-0.8886102556572438
0.19429793350953917,-0.06117415267908999,-0.11634148321699356,-0.2730688563191703,0.6991023327186925,0.2829486083126611,-0.17650868745487747,0.4714588167540319,-0.4399199279061736,-0.3739972527398038,-0.20700330962446467,0.31442498501068283,0.11353098608277445,0.11777148292014905,-0.9307365963394985
-0.06117415267908999,-0.21917318319419432,-0.2730688563191703,-0.3555933652111408,0.2829486083126611,-0.14892546274973573,-0.31766303616943303,0.26868841067526206,-0.3739972527398038,-0.20700330962446467,0.006815966437448973,0.11353098608277445,-0.12995223532987543,-0.0759943135904636,-0.8669107238177263
-0.21917318319419432,-0.1972714348640786,-0.3555933652111408,-0.19982894385922745,-0.14892546274973573,-0.44334203477555567,-0.3227166387575533,0.030652214044201598,-0.20700330962446467,0.006815966437448973,0.21431376562217008,-0.12995223532987543,-0.35175618993687663,-0.2449361285612378,-0.9195864361720524
-0.1972714348640786,-0.08073845769243237,-0.19982894385922745,0.32430326609357674,-0.44334203477555567,-0.5765105132356876,-0.2715550616482014,-0.19998036963784105,0.006815966437448973,0.21431376562217008,0.36691332655360953,-0.35175618993687663,-0.4797547761649459,-0.32683778427056953,-0.9410290518786795
-0.08073845769243237,-0.024498018870006022,0.32430326609357674,0.7774489258973605,-0.5765105132356876,-0.5905625055121417,-0.26505386466505576,-0.3733197637800766,0.21431376562217008,0.36691332655360953,0.4120142914979552,-0.4797547761649459,-0.4551255867373132,-0.27123671719945475,-0.9280504393562314
-0.024498018870006022,-0.11634148321699356,0.7774489258973605,0.6991023327186925,-0.5905625055121417,-0.4490693360994321,-0.322337194536259,-0.4399199279061736,0.36691332655360953,0.4120142914979552,0.31442498501068283,-0.4551255867373132,-0.2836676838497332,-0.07357463539786879,-0.9405389349482423
-0.11634148321699356,-0.2730688563191703,0.6991023327186925,0.2829486083126611,-0.4490693360994321,0.06954387479056812,-0.3984498374597215,-0.3739972527398038,0.4120142914979552,0.31442498501068283,0.11353098608277445,-0.2836676838497332,-0.035967946686717434,0.21752628263430518,-0.830151954034937
-0.2730688563191703,-0.3555933652111408,0.2829486083126611,-0.14892546274973573,0.06954387479056812,0.74262336353218,-0.2684900283377738,-0.20700330962446467,0.31442498501068283,0.11353098608277445,-0.12995223532987543,-0.035967946686717434,0.20675953614233733,0.5199572393795235,-0.8011006682388616
