X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,Y
-0.18846570087477366,-0.3632106231725124,-0.574603745336299,-0.1293354584864439,0.673031104548139,0.1423896630688355,-0.5522130134215295,-0.026905269922750996,0.15312549078554927,-0.4303473532517732,-0.9628648318599642,0.1809145843098363,-0.21251242484305388,0.4796984784683165,0.15900613524103213,-0.2886343481901493,1.0,-0.40636755622531895,0.2883519765362348,-0.1695152639027142,0.29129389020073826,-1.0,-0.7155112305440379,0.3321095060432002,-0.15783288669240692,0.47509426801521326,1.0,-0.16702436760303996,-0.27161867094012626,-0.8183786763258399
-0.2958509848232026,-0.37377802093916823,-0.5529683095617135,-0.03239189905392448,0.6104229634673282,0.48575418511094415,-0.45817590444274003,0.022260739353000103,0.20149362147766903,-0.45588290060241343,-0.9064977141293212,0.06724146968319578,-0.2715681743712127,0.4268754173071716,0.195248680569859,-0.04580186281433074,0.9719403246398628,-0.14821392638130193,-0.004768340701847951,-0.3216637935345069,0.32524643153189037,-0.9544209867368081,-0.6309590137979673,0.26666040732948115,-0.11179029491110382,0.42264503718183466,0.8643738786476938,-0.3669152650110038,-0.1391100206222834,-0.9054017874719476
-0.28314690439415247,-0.35897037656546515,-0.5125363866176652,0.03748794871055039,0.34527739781070155,0.8050779743482486,-0.3165268823434374,0.12478599604550467,0.230154758189405,-0.536120187724556,-0.7860519436557354,-0.1884893874742919,-0.3418766902637582,0.3625371504254884,0.20926618330960256,0.15963424995038866,0.9484881248661683,-0.1434217674431092,-0.15666683330719744,-0.19335630730235787,0.35384806543836866,-0.8977787746588998,-0.6018193418409987,-0.06444774202410675,-0.12614393355053644,0.31417787846827405,0.8807059482926964,0.04134713375131405,-0.12524594979488413,-0.7535139178707824
-0.20215165582658023,-0.3593644335950823,-0.4821898095899554,0.019826696780801845,-0.06852859287201818,0.956654248598299,-0.2279352228808582,0.24106424609578325,0.22107971612068122,-0.6819048452362011,-0.5756783820322762,-0.29399831693959877,-0.31218198662696395,0.31606568916390043,0.2036420725666781,-0.05640470381963192,0.900574809303442,-0.3362949243811527,-0.04465798934470244,-0.07953466243305585,0.35191852096328713,-0.8006752730264222,-0.5623588319083744,-0.4103117809512501,-0.15372324603626186,0.22108886519751914,0.7179094932067118,-0.28361204552571584,-0.16140344875746282,-0.7998129847631796
-0.17882900397365142,-0.3598366158661779,-0.450849155323062,-0.11351715011217434,-0.47153419151007747,0.7939457601943622,-0.38225787736846684,0.25860067373574447,0.16691458848028784,-0.8510963995684746,-0.3266300634636613,-0.03174243048780889,-0.22936151303862673,0.3128937535033063,0.21247491396893925,-0.3861856753997367,0.8321902139003079,-0.4066033144692287,0.09502227002463326,-0.06469142253487992,0.3314351536592217,-0.7026922022148931,-0.4270150034015703,-0.08501430074347038,0.0030641721027635516,0.3971052401154074,0.5919362698372928,-0.5015354063162443,-0.10249462861079583,-0.6310976810110634
-0.2847593818559597,-0.2901111629572303,-0.36475917275772485,-0.3216572707987033,-0.6582585555992736,0.3684943870346362,-0.7079565565280364,0.19941402894935423,0.09256054196903785,-0.9279655778994021,-0.23210698415377906,0.07333922478852584,-0.14872757485808086,0.36879595317482683,0.27124403879353554,-0.19439993226258367,0.7870585842567621,-0.14399398937040242,-0.01312982752133196,-0.3621286006284643,0.34465174923827546,-0.6556861763352274,-0.3407197634303546,0.1391657861823532,0.10801255391348619,0.4561999651491766,0.6103690039999863,-0.1775121978545794,-0.07935843750416716,0.11172487105791573
-0.4707775997274344,-0.08653878098700885,-0.18001873449322126,-0.5088473459335342,-0.5202720085877142,-0.05639815803324866,-0.8775662445241409,0.22182392364075865,0.03890783737684522,-0.894130954019895,-0.3216060226323856,-0.19111282348796965,-0.09035384460871154,0.3595837160230384,0.2957306033339202,-0.1475582017828896,0.7218299645327149,-0.04819600338484742,-0.15211250701108758,0.05211177330201422,0.3589717691990497,-0.5889359277240747,-0.3573416495184095,-0.16972410303076946,0.08978019261929027,0.35727385423015656,0.6082359791422565,-0.008450363218912682,-0.08845897179272777,0.1612268199535416
-0.5600301602182163,0.223046254868845,0.06740811622385712,-0.5790975906416074,-0.16368022050950615,-0.2059670029765761,-0.6372920813636511,0.4493912068959356,0.025439714851217987,-0.8398099032986694,-0.4352670142519022,-0.5159784888154866,-0.042855207099757875,0.3043337182743473,0.31228945548014275,-0.16284503355549296,0.6598095379197924,0.04421041023657479,-0.10155941187978257,-0.45109943685398823,0.3813966115709939,-0.545820877227302,-0.36050810038133996,-0.4634966395084502,0.05997502439151203,0.21730318005420823,0.4776075844019223,-0.2579487708773973,-0.1203556282212227,-0.6946533328083783
-0.3854171414866753,0.4907694878781059,0.2467116117417838,-0.513288613623115,0.14881215868397102,-0.0624147081737767,-0.13406941359658076,0.7981993621511347,0.03618728105873936,-0.8521681779961858,-0.4195322073426848,-0.5672923501394143,-0.0032454221703174246,0.2771648275456351,0.3608837200227535,0.0700006694879276,0.6483453442147717,-0.012871773802535569,-0.16543874472086129,-0.24291854296864535,0.3968749162234877,-0.5431867196920501,-0.2648265054100646,-0.05540153030932371,0.18954955667982265,0.37251593880501566,0.3213906530650201,-0.7303108332673575,-0.1883547991585096,-0.7582385133272963
-0.005086239974908535,0.5478345366758193,0.22704725804766723,-0.39415714528550017,0.23895561094697482,0.07211472754877901,0.10486098185530457,0.979712251313223,0.037448383491054615,-0.9376693575555838,-0.2540641767399374,-0.1339379859782316,-0.07799541714463132,0.17172842437021352,0.35093620483032106,-0.28761805813662755,0.5825905298842027,0.12227939424566303,-0.30251891677476117,0.15041567498662656,0.40975392006130695,-0.4768635613908513,-0.17525654772657884,0.32386589766413953,0.23775790550145226,0.47017775323181477,0.4000243490240858,-0.1693652641280865,-0.11735527354313535,-0.8954683255246272
