X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,Y
-0.25002954053925297,0.4473804625238129,-0.17766933593806578,-0.3320043111282296,-0.11157207098797761,-0.13959314271323708,-0.4966548983021529,-0.14600365017243377,-0.5613494875141739,0.06083110941766523,0.038972572817520756,-0.04121446591453548,0.12288028120171846,0.1420517235451888,0.26980302644552023,0.10182944454871112,-0.24741782154328795,0.335504952714444,0.21862055588691232,0.042818821008854036,-0.05028942193602637,0.05897721800943834,-0.05465126816063459,-0.26841030416621725,0.09322994051122557,0.0453332215919422,-0.18528340704624147,-0.2841930738478986,-0.19256100698868017,0.36205099737547797,-0.08182245548548506,-0.07548297010515326,0.02142776761969145,-0.03625145102057448,-0.30772480585572504,0.1127900612734507
-0.059525819175610284,0.4632336011015856,-0.3349208170357777,-0.4594425192247118,-0.18968155422038258,-0.03183060595981624,-0.6417952792980729,0.24089227660867296,-0.36798715783692415,-0.12792751526670432,-0.0461283530187111,-0.2231002181382833,-0.048094116640181706,-0.39999179306012,0.1356140780318289,-0.07349957788444494,-0.1843836213286445,0.1445027614864598,-0.22342475913561233,-0.11083886214810579,-0.09337518337009121,-0.25858321996624756,0.11204184070464085,-0.05390620340527197,0.05724731174244768,-0.06785442849343926,0.060442644594280726,-0.42168365635596383,0.03787046316078957,0.2730939331211546,0.10545548165198726,0.044644813737922284,0.08735923143193136,-0.04916958401596805,-0.3631481850070616,-0.2305442733945383
0.11265371992943374,0.3600273028647303,-0.4848423695303844,-0.5742647372381549,-0.11177611676462251,0.12926084384215009,-0.5600747332603129,0.28143984649409437,0.22135261665485628,0.04386815123469878,-0.10903426848048858,0.044102277071003115,-0.18334045761307993,-0.3184138510768302,-0.3305744124416101,-0.12680370618796288,-0.1047187257776292,-0.1994587452493609,-0.0879420870326707,-0.2090788615041993,-0.3260799375079053,-0.33130875604161103,-0.23591193840861446,0.07795539209243407,-0.1250869907725426,-0.21053874222594537,0.17479465081969958,-0.32313147070424364,0.013278163743140281,0.05602374014145317,0.019931240496146474,0.12497798702919716,0.2826348245835748,0.010897295760204706,-0.0379130421262458,-0.6814192066960483
0.22880426490310946,0.1515603286838494,-0.5693099948877945,-0.6544831497178105,0.09897484517028543,0.18798816519090167,-0.25721325388412664,-0.09301851319818888,0.5311362951024217,-0.12920906100171037,-0.19077742400808884,0.07727391095348635,0.09610513146536159,0.12254038602181283,-0.3188522225924437,0.09892144078388077,0.06741975228759833,-0.0009501468492142395,0.2754545512267599,-0.16400765279403495,-0.22400349953470344,0.07741303906034935,-0.21521602383500593,0.07996839371330089,0.017442763052588406,-0.2340172266642896,0.14018709241642013,-0.1523532497454484,0.25008360513500394,0.23666513428856617,-0.0028222947469321857,0.10408855557075825,-0.2470754088577668,0.2325573130093117,-0.13863757182692182,-0.7977934973601801
0.2634680447086173,-0.11429174232106498,-0.5420418354185772,-0.6877659875054631,0.277816410638525,0.04382877304190003,0.10907506493600905,-0.43918333047513913,0.23157934888299958,0.10569768792340772,0.010990753984960744,-0.20447608989884314,0.06228278385910202,0.076016998766681,0.15558771440950192,0.07395733289441608,0.17689504148295132,0.16950177355013385,0.036929236949380106,-0.11235763025142498,-0.04986317613894864,-0.04616575363309683,0.17807926433812993,0.006708337594086844,0.07462805307724585,-0.24565026140487822,0.25384205333709176,-0.10194314572168728,0.4847364678615138,-0.13015225353534499,-0.10885087302759111,-0.16052257953704085,-0.4089398624964875,0.15219850465844398,-0.3229865196858235,-0.8388276428719376
0.20938677167936492,-0.3713815481324395,-0.38849558377618243,-0.6698214614255638,0.23461837971024413,-0.22274514940098744,0.3480394694378446,-0.3116111036339313,-0.2712671414521933,-0.19305384553077376,-0.014000694481102194,-0.08581833485289447,-0.17912422236407954,-0.3773441565718991,0.2179855741288501,-0.10463916022024866,0.08689420883224486,-0.09505368873263031,-0.2152963380541537,-0.0878155617574371,-0.08427720979210318,-0.3191027512616079,-0.10051466541055598,-0.06833907687150487,-0.20857429287502782,-0.1308523612696364,0.3233080050093411,-0.16862183171898393,0.0236780277690396,-0.5208138797537639,-0.11116120439697363,-0.4456225897114494,-0.22033281825949613,0.018694165813368357,-0.11050466502157408,-0.8289308900767736
0.08129956191294285,-0.5508371430325921,-0.1313028329570488,-0.6024115641542127,-0.05775863227530198,-0.362510591878897,0.39466641383443846,0.1539954540563706,-0.3741876319804841,0.06514901412464069,-0.2782287582500035,0.11681444055918777,-0.0454160524008278,-0.43367498112586966,-0.25072497428910223,-0.03958117377140513,-0.03831269351878264,-0.11787474322216507,-0.002729615161464527,0.0008880817919965089,-0.20694179628959863,0.16383731487170472,-0.442979945099061,-0.021971154245720936,-0.17747548321407902,-0.021641419665371142,0.05846692788045371,-0.30500612487656265,-0.11537901059261957,-0.11682805257011497,0.05932841038527292,-0.4287659813077148,-0.5427878898972428,-0.1010856177198377,-0.3580197821728086,-0.7941790907606989
-0.08741948281122736,-0.60123341389384,0.17274216757625416,-0.4889752719608661,-0.3591692636490913,-0.1703227517591519,0.3468061015013437,0.417050185776632,-0.02666233706249599,-0.06965052839995278,0.005691527429945165,-0.07071143225270815,0.12740034348102403,0.03088039154083888,-0.43744081440798865,0.13364852699430796,-0.057689292878820964,0.2142382911537939,-0.08489405577037368,0.006056323111697459,-0.1887887825444038,0.512979567056421,-0.0037515026771429705,0.11636271141672805,-0.01353440299283759,-0.052245251124205305,-0.13168852833514233,-0.38945843566970384,-0.041735766862609824,-0.16001224491155697,0.14083911306003927,-0.11594316775741431,-0.22032422488396564,-0.22819054995860544,-0.460602977712107,-0.8116612964951916
-0.25191862458418957,-0.503301278834414,0.45353895363664876,-0.33679592264262415,-0.3454592816998604,0.23177159501358235,0.31505929510633646,0.24676470379584226,0.26840051250811814,-0.0023329031876022643,-0.011533942213235338,-0.23621200446951207,-0.05459122515604309,0.30166558310910063,0.011507946824314441,-0.0952097137702872,-0.09433631553265676,0.08498700575047446,-0.41974102281726267,-0.20166910787596182,0.012073323351095455,0.11312386301883515,0.2020053745689867,0.12268648301821683,-0.3124412882513925,-0.08874683460862354,-0.33055998483454474,-0.25559918248298086,-0.3748107931783594,-0.22030985538189696,0.20670103129764805,0.2588322190343042,0.15901469304197868,-0.031436888645565264,0.05735291375359686,-0.867317671361966
-0.36394641029839525,-0.27033235093016383,0.6488152959416047,-0.1696934371449822,0.03711951258215973,0.4509076614813736,0.2948811616755236,-0.07599929872564537,0.1833643652355963,-0.0934582790354257,-0.06688811616801404,0.01790959865063324,-0.16106251678531025,0.061269230601255664,0.27445424451178924,-0.15696930981271284,-0.2535189907884241,-0.3855182953356975,-0.1776469280562707,-0.26328796794909837,-0.2478985444808679,-0.10979140452954994,-0.06566717153081714,-0.056086703840235175,-0.13642658060757384,-0.006669956335991545,-0.6868767214286556,-0.10694900694480025,-0.13477255550731904,0.2640464405689329,-0.07131537854314363,0.3192442507889426,-0.3415450171382457,0.10980820292528248,-0.11957900424687351,-0.8810002921702489
-0.38522458448991437,0.050728269304904705,0.7123181520871369,-0.021979702057537076,0.45778858163803915,0.22684196314490213,0.23582832846268165,-0.20597843205224953,-0.09341865305730002,-0.008573826746837265,-0.22934113636371822,0.046277262259438956,0.057883924372565954,-0.2056226512540592,-0.10932467836686366,0.011881389147557764,-0.32622702170991513,-0.2970452070254266,0.3688486500877106,-0.12676108575229705,-0.4265889528101863,-0.17934710296385947,0.17623255202108346,-0.25419609553023537,0.3350623131922055,-0.2437323404356928,-0.5028232973835249,-0.06224856564239334,0.1006614512900097,0.09231711500524109,-0.35653241167220817,0.1482313589666573,-0.29368970188340104,0.0660944959601033,-0.3295077368129168,-0.49843558606197036
-0.2989829409452597,0.38491993596182716,0.6219023845429457,0.07868637914840271,0.48182110717833204,-0.28552796309801787,0.11619096632582204,-0.08285378335690474,-0.2081764626046425,0.00472236288287986,0.06316864197949479,-0.1619946885796001,0.053007224311518275,-0.0574502878621147,-0.39871257290384343,0.02775002911338942,-0.17788030627628393,0.2572351345404629,0.27837982695472885,-0.015624401264487275,-0.34964297674443834,-0.5808284630104136,0.21233520770991254,-0.37743441128606714,-0.030522831650262483,-0.4991346950321657,-0.04130283336322904,-0.047092780632587594,-0.1901986230404571,0.026654241449253435,-0.699181225169947,-0.27193954594539793,-0.09482129218152058,0.0860720760256013,-0.10042266052771198,-0.5749759611098081
-0.11583910716831536,0.643415237387954,0.38742424485731686,0.12747536160216977,0.017807464488394098,-0.5979345745328117,-0.020538037765316375,0.09257750849271607,-0.08117594448211463,-0.20298518497533224,-0.34412543702994025,-0.007248014241442946,-0.2666303756907654,0.24370285169244665,-0.131792504207199,0.21588201716039923,-0.08811362348381357,0.2826316152053012,-0.030840096893277158,-0.14073976260900767,0.6039310358863792,-0.5095348944438671,-0.2927670932478914,-0.4113233225800984,0.005204447254548494,0.43118832185259004,0.30234302439940874,-0.346814336534797,-0.12029637703947671,0.30921792089518396,0.25792588651483084,0.09532269074648281,-0.45294098349747947,-0.14128262910083766,-0.31074228833306605,0.5078371582945487
0.12684049266931607,0.7495015729378411,0.05501072447428901,0.1427045199294774,-0.5326400705025549,-0.36626953057168343,-0.09664575517182672,0.08266825163147917,0.04415373788132526,0.32975623561989753,0.4565498196651159,-0.023266533115974042,0.354165188114842,-0.0854679242415175,0.4521627366624954,-0.42064552124012544,-0.12557249937668635,-0.0035957108904047796,-0.04619890107092217,0.036046330878052535,-0.37841794752125657,0.20002636303136145,-0.48640296672305683,-0.12132970225431305,0.13283919071311256,0.00479539629039083,0.33404515730054607,-0.4344761511803744,0.19992318800942743,-0.049094985309003025,0.37899443302709557,0.26425903470633827,0.07236933206101304,-0.23792115407003056,-0.5279616009287353,-0.15187777681759396
