X1,X2,Y
0.17877176862462418,0.17208266500053226,0.032200793639746594
0.17208266500053226,0.032200793639746594,-0.18187765344707152
0.032200793639746594,-0.18187765344707152,-0.2472285218540633
-0.18187765344707152,-0.2472285218540633,-0.38842194941639263
-0.2472285218540633,-0.38842194941639263,0.37579182590820803
-0.38842194941639263,0.37579182590820803,-0.17618033430823665
0.37579182590820803,-0.17618033430823665,-0.3473211687717481
-0.17618033430823665,-0.3473211687717481,-0.028274466895534256
-0.3473211687717481,-0.028274466895534256,0.1622668173640056
-0.028274466895534256,0.1622668173640056,0.01523317924448997
0.1622668173640056,0.01523317924448997,-0.09223635217832549
0.01523317924448997,-0.09223635217832549,0.0020131632529476473
-0.09223635217832549,0.0020131632529476473,0.04364338333776274
0.0020131632529476473,0.04364338333776274,-0.09816455257887291
0.04364338333776274,-0.09816455257887291,0.1277329950035011
-0.09816455257887291,0.1277329950035011,-0.2635925778610526
0.1277329950035011,-0.2635925778610526,-0.4575106539400997
-0.2635925778610526,-0.4575106539400997,0.4103915163950116
-0.4575106539400997,0.4103915163950116,0.49883735639311655
0.4103915163950116,0.49883735639311655,-0.5156681642503187
0.49883735639311655,-0.5156681642503187,-0.09518816173127276
-0.5156681642503187,-0.09518816173127276,-0.08461445118580657
-0.09518816173127276,-0.08461445118580657,-0.06677688023032802
-0.08461445118580657,-0.06677688023032802,0.18742852341210203
-0.06677688023032802,0.18742852341210203,0.17704223821920007
0.18742852341210203,0.17704223821920007,-0.05753793854783107
0.17704223821920007,-0.05753793854783107,-0.10780264787597948
-0.05753793854783107,-0.10780264787597948,-0.2492565636779459
-0.10780264787597948,-0.2492565636779459,0.07397105144136673
-0.2492565636779459,0.07397105144136673,0.1579891380719951
0.07397105144136673,0.1579891380719951,0.13927260107078698
0.1579891380719951,0.13927260107078698,-0.0070890636529824524
0.13927260107078698,-0.0070890636529824524,-0.17933146109305853
-0.0070890636529824524,-0.17933146109305853,-0.17565610642461094
-0.17933146109305853,-0.17565610642461094,0.06050740936224819
-0.17565610642461094,0.06050740936224819,0.23708519040995601
0.06050740936224819,0.23708519040995601,0.023831422455206974
0.23708519040995601,0.023831422455206974,-0.03823556009129747
0.023831422455206974,-0.03823556009129747,-0.5290779960710976
-0.03823556009129747,-0.5290779960710976,0.22806217441890975
-0.5290779960710976,0.22806217441890975,0.5396155757248313
0.22806217441890975,0.5396155757248313,0.4800313540960526
0.5396155757248313,0.4800313540960526,-0.5458783733449397
0.4800313540960526,-0.5458783733449397,-0.18993523589195904
-0.5458783733449397,-0.18993523589195904,-0.01645633394861734
-0.18993523589195904,-0.01645633394861734,-0.08463382296009403
-0.01645633394861734,-0.08463382296009403,0.004724252741078461
-0.08463382296009403,0.004724252741078461,0.03569062208795715
0.004724252741078461,0.03569062208795715,-0.06320243938703818
0.03569062208795715,-0.06320243938703818,-0.11888630594652894
-0.06320243938703818,-0.11888630594652894,0.297154973237002
-0.11888630594652894,0.297154973237002,-0.4787680649639122
