X1,X2,X3,X4,X5,X6,Y
-0.6292553350418857,-0.5162980577459002,-0.4080813069758017,-0.3045313078085219,-0.20557428532099697,-0.11113646459015936,-0.02114407069294255
-0.5162980577459002,-0.4080813069758017,-0.3045313078085219,-0.20557428532099697,-0.11113646459015936,-0.02114407069294255,0.06447667129372014
-0.4080813069758017,-0.3045313078085219,-0.20557428532099697,-0.11113646459015936,-0.02114407069294255,0.06447667129372014,0.14579953629289544
-0.3045313078085219,-0.20557428532099697,-0.11113646459015936,-0.02114407069294255,0.06447667129372014,0.14579953629289544,0.22289829922765025
-0.20557428532099697,-0.11113646459015936,-0.02114407069294255,0.06447667129372014,0.14579953629289544,0.22289829922765025,0.29584673502105097
-0.11113646459015936,-0.02114407069294255,0.06447667129372014,0.14579953629289544,0.22289829922765025,0.29584673502105097,0.3647186185961617
-0.02114407069294255,0.06447667129372014,0.14579953629289544,0.22289829922765025,0.29584673502105097,0.3647186185961617,0.42958772487605357
0.06447667129372014,0.14579953629289544,0.22289829922765025,0.29584673502105097,0.3647186185961617,0.42958772487605357,0.49052782878379086
0.14579953629289544,0.22289829922765025,0.29584673502105097,0.3647186185961617,0.42958772487605357,0.49052782878379086,0.5476127052424402
0.22289829922765025,0.29584673502105097,0.3647186185961617,0.42958772487605357,0.49052782878379086,0.5476127052424402,0.600916129175068
0.29584673502105097,0.3647186185961617,0.42958772487605357,0.49052782878379086,0.5476127052424402,0.600916129175068,0.6505118755047392
0.3647186185961617,0.42958772487605357,0.49052782878379086,0.5476127052424402,0.600916129175068,0.6505118755047392,0.6964737191545245
0.42958772487605357,0.49052782878379086,0.5476127052424402,0.600916129175068,0.6505118755047392,0.6964737191545245,0.7388754350474882
0.49052782878379086,0.5476127052424402,0.600916129175068,0.6505118755047392,0.6964737191545245,0.7388754350474882,0.7777907981066949
0.5476127052424402,0.600916129175068,0.6505118755047392,0.6964737191545245,0.7388754350474882,0.7777907981066949,0.8132935832552153
0.600916129175068,0.6505118755047392,0.6964737191545245,0.7388754350474882,0.7777907981066949,0.8132935832552153,0.8454575654161145
0.6505118755047392,0.6964737191545245,0.7388754350474882,0.7777907981066949,0.8132935832552153,0.8454575654161145,0.8743565195124563
0.6964737191545245,0.7388754350474882,0.7777907981066949,0.8132935832552153,0.8454575654161145,0.8743565195124563,0.9000642204673093
0.7388754350474882,0.7777907981066949,0.8132935832552153,0.8454575654161145,0.8743565195124563,0.9000642204673093,0.9226544432037429
0.7777907981066949,0.8132935832552153,0.8454575654161145,0.8743565195124563,0.9000642204673093,0.9226544432037429,0.9422009626448193
0.8132935832552153,0.8454575654161145,0.8743565195124563,0.9000642204673093,0.9226544432037429,0.9422009626448193,0.9587775537136072
0.8454575654161145,0.8743565195124563,0.9000642204673093,0.9226544432037429,0.9422009626448193,0.9587775537136072,0.9724579913331726
0.8743565195124563,0.9000642204673093,0.9226544432037429,0.9422009626448193,0.9587775537136072,0.9724579913331726,0.9833160504265854
0.9000642204673093,0.9226544432037429,0.9422009626448193,0.9587775537136072,0.9724579913331726,0.9833160504265854,0.9914255059169044
0.9226544432037429,0.9422009626448193,0.9587775537136072,0.9724579913331726,0.9833160504265854,0.9914255059169044,0.9968601327272038
0.9422009626448193,0.9587775537136072,0.9724579913331726,0.9833160504265854,0.9914255059169044,0.9968601327272038,0.9996937057805477
0.9587775537136072,0.9724579913331726,0.9833160504265854,0.9914255059169044,0.9968601327272038,0.9996937057805477,1.0
0.9724579913331726,0.9833160504265854,0.9914255059169044,0.9968601327272038,0.9996937057805477,1.0,0.9978527903086327
0.9833160504265854,0.9914255059169044,0.9968601327272038,0.9996937057805477,1.0,0.9978527903086327,0.9933258516295074
0.9914255059169044,0.9968601327272038,0.9996937057805477,1.0,0.9978527903086327,0.9933258516295074,0.9864929588856928
0.9968601327272038,0.9996937057805477,1.0,0.9978527903086327,0.9933258516295074,0.9864929588856928,0.9774278870002555
0.9996937057805477,1.0,0.9978527903086327,0.9933258516295074,0.9864929588856928,0.9774278870002555,0.9662044108962604
1.0,0.9978527903086327,0.9933258516295074,0.9864929588856928,0.9774278870002555,0.9662044108962604,0.9528963054967778
