X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,X65,Y
-0.24681908411303355,-0.5622962788961852,-0.5432647897607894,-0.182008852757925,-0.01660210243683613,0.15291449809513757,0.21654566113644358,0.058731571608743316,-0.16432315812156184,-0.08866375236237423,-0.0804495325951241,0.1220358502660841,0.273302018330134,0.18399979982035752,0.001578671216674099,-0.11938485031486279,0.38203222429445094,-0.2592750882756685,0.26673016506011105,0.38861769613898267,-0.6372042188159786,0.03870409074218739,-0.18224808683391258,0.05576038226759428,-0.30946336768984395,0.05048320245684157,0.001264846782744744,-0.3956570199380237,0.02438085208782992,0.14310288429355134,0.3607985693089204,-0.024578807247870982,-0.39711491090357565,-0.11644015553029363,-0.28728920900053223,-0.00941440597616583,-0.22840787282039166,-0.3439335621597729,0.5701844506181346,0.4758742544323833,-0.6072683296374946,0.25471214892451943,0.23763749614710195,0.5865100763561046,-0.16676647953592694,0.4644193701307753,0.19777774398794112,-0.8243429117833972,-0.4016244121387733,0.7726509453256138,-0.8435604955459337,-0.4846272337875549,-0.726693379239082,-0.7558207868188395,-0.5436450977469431,1.0,-0.050404442374365255,-0.17593737137862453,-0.26886335524864946,-1.0,1.0,-0.4888811418463316,-0.8156688210001453,-0.047129370205612475,-0.25479735042418306,-0.6649589109868359
-0.21179052871302362,-0.5327246808387155,-0.5705185250934095,-0.28466111428175345,0.0857214487432747,0.17417566593149436,-0.21788129649525456,-0.055230426255991616,-0.34619961911046604,0.09939381349289711,-0.02921269403153748,-0.25147870796047234,-0.057164988716735365,0.008128077201558837,0.2264966111182245,0.10820006862849185,0.32027216027607164,-0.3940440260586914,0.599911531122826,0.42428535627030284,0.03288408225536221,-0.11524319964524643,0.009214217687818493,0.14337800764865105,0.010134526456730075,-0.045326915075384,0.28412948209283395,-0.020640047802155892,0.08581814513606933,0.14189477909585047,0.01126881134349933,-0.10048399113714812,0.0015303123021501719,-0.20606498270896279,-0.46148786666296315,-0.1283313754692308,0.3597237187267406,-0.08004223999078675,0.09081215951693267,0.07536019855440768,-0.013396786349525347,0.3346780038449131,0.1249400944604655,-0.3815602610835762,-0.344189487411095,-0.21169319893787475,-0.3759944117973272,-0.3051654921998358,-0.08870394046831942,0.43688052862188465,-0.4213326538911989,-0.2644771976019594,0.8768664970575837,-1.0,-0.2856102360335775,-0.5494034429205104,-0.15565853468649138,-0.18622657577474988,1.0,0.23540755905784216,0.029746551486357742,-0.8935725010562697,-0.8383775082973565,0.3433245396012863,0.48611463513245146,-0.6706514299196052
-0.1722856730661676,-0.39973443965727307,-0.5490580649806358,-0.2629274849765686,0.30318340152317225,-0.1725888812130224,-0.3948079743871329,-0.05742518173354938,-0.22389467697992282,-0.07533601171251258,-0.13414407183359855,-0.18997090899728475,-0.26215979002522616,-0.49350831107224524,0.18005380779128366,-0.05492904976566293,0.203628393345473,0.16864775634933582,0.25097562305571364,0.4741318699660806,0.1914261116163145,-0.09153857759447959,-0.19593717950058243,0.07028441308442757,-0.23456817057038637,0.1317428390619464,-0.11947511830382662,0.12972712624620653,-0.02187461035302718,0.0322728045340015,0.0003973757731590144,-0.041400614889001486,-0.0764883564400527,0.09909398953502113,-0.10347293316147932,-0.02302342499786192,0.1276530685612256,-0.08386477632911382,-0.12705313856637301,0.04026167865427599,0.2890454085932843,-0.3593291454196802,-0.2679335155964435,-0.08772010263871055,-0.3239023138729117,0.2996481463052936,-0.4247894170594143,-0.36874223442452736,0.006287259174819093,0.3541198895401121,-0.5332996867068539,-0.20671912815719262,-0.060674190668702055,0.3353536358723994,0.32871633173069337,-0.01821511284550159,-0.7448444346252197,-0.444636041253628,0.37142362318278654,1.0,-0.35693150395741124,1.0,-0.4303069189588654,0.3760802819311546,-0.3225642627304067,-0.6484986152776235
-0.12982241387428328,-0.17972274074194905,-0.48966469986411687,-0.16650988916422638,0.515215386059964,-0.3159677498201455,-0.12519082839189155,-0.009200916571867057,0.13407057908447806,-0.05652224132861117,0.056427257096030914,-0.08426216026099831,-0.42606918951490924,-0.34740985661399704,-0.4231196117680813,-0.08690897144308962,0.10668054329671683,0.09121825205973155,-0.17179103631592207,0.4780115286334372,0.04415363903520442,-0.23699485550432509,-0.2582185990803564,-0.026362508980507182,0.056718573161724795,-0.008367345008286176,0.3519231390918489,-0.20067147512403405,0.010427808496199509,0.05693945187449856,0.04138452780502022,-0.2569992251202923,0.025742920176030415,-0.03714293096744703,-0.06766550746931488,-0.18672919115243425,-0.21819184005999437,0.04804419356128098,-0.21974487299737078,0.09862614433285732,-0.22853691654810948,-0.1663698177300299,-0.2176892207936908,0.409896569573327,-0.6777302873684921,0.23723140110596175,-0.31854235419710764,-0.3354477829690776,0.03671459504033425,0.09586717001438538,0.13626201859854414,-0.07335456992828382,0.4407267320776467,-0.2960371901799451,1.0,0.3065679345702772,-0.6147119340920469,-0.8465562261381279,-0.3094261516364777,0.15567981735931702,-0.5521962016027975,0.15868089595597934,0.04212762485907984,-0.7623529426301089,-0.3948669788536664,-0.49630946453286373
-0.08580173436561211,0.09333080703621177,-0.4180769623349937,-0.218471405129547,0.45774819391372,0.036635112002356474,0.13342616564829757,-0.10907898993369036,0.3552873630869444,-0.1403586583044829,0.11167370698020274,0.09636872958275156,-0.40821189641794764,0.21861787990897485,-0.2527598118859834,-0.23720915409097132,0.026964510489236426,0.08967021045549584,-0.003427593241653759,0.10262988571887299,0.12314185116906984,-0.054208857528142196,-0.2099927183792064,-0.055683051791381,-0.09676169807865531,-0.11532941789720852,-0.1284055821242044,-0.04287553854207238,-0.0767846545086327,0.0032405235018211354,-0.052842637955227034,-0.002710762888161078,-0.25000598992531453,-0.014875762007949267,-0.07287371021163958,-0.2315762513817191,-0.06104857612667414,0.25229913335748133,0.10881348334289753,-0.1928145577256002,-0.5576085862082887,0.10614962254669158,-0.16563077942403592,0.03441920511119001,-0.37348750919945606,0.07866935677672471,-0.3003832812886702,-0.33699231815602193,-0.601142332290375,0.10678983767672823,0.4548851048026721,0.013885753453343197,-0.22179147132960275,-0.3319452922278151,0.5945498681028871,0.6255363621328467,-0.17930371498710806,-0.7861008539971364,-0.2551658195752947,-0.8017691024154299,-0.18164039137200771,-1.0,-0.3747423380017153,-0.17751717970091185,-0.479160913537378,0.05648213303485328
-0.039559182169985774,0.3707025754065274,-0.3615852981110903,-0.4733355170172594,0.09657755694006376,0.4116782286425793,0.005074197184831819,0.055024382687454576,0.20308804116969048,0.051801013406044705,-0.0789922747784676,-0.054129268727605484,-0.21449793695305963,0.2694920259358813,0.18828597168643624,0.05356199438624887,-0.048679901412070015,0.0816065148826699,-0.0150811423532905,0.3786985214184271,-0.12474577584614988,-0.4413499956125623,-0.13772609870503705,-0.009082899267242373,0.10139150422322696,0.02680889826139521,0.1471928038248531,0.15823219586608994,-0.25053649203856154,-0.2719672802998221,0.06659607971965165,0.09574001037759072,-0.3615494015634644,0.11808170608066582,0.05628252522700805,0.06820150892399135,-0.1333386581805156,0.13886782018376742,-0.24580601917929545,0.13161433497663322,-0.41140551600964426,0.1844906045121597,-0.31122648273437103,-0.17995761629504814,0.008819139859019165,-0.0007418852296725564,-0.2990710784885636,-0.2525419143573675,-0.16985091356274973,-0.2174833504084892,0.6997619930804477,-0.591095837508824,-0.2420421078977898,-0.06660377540052675,-0.36990182963135454,0.18630077314697235,0.10956486342124516,-0.40366794352409496,0.3604566176162052,-0.33342937187668775,0.014530084803895837,-0.5247691945093143,-0.6897302427111542,0.5377101374996833,0.16601901398430696,0.1127900612734507
0.007551985151443841,0.575549752122253,-0.34991946247552563,-0.5980977399721311,-0.23300551859470375,0.16945196012787345,-0.24841504577020723,-0.16546469684603038,-0.20211404410080036,-0.01634670872946531,-0.09952036307267831,-0.25322194878112525,0.025336954192339833,-0.13278364119788078,0.2519863532470874,0.004301188240299458,-0.12649269567309696,-0.1543490540463469,-0.0471084935070637,0.35177974295176906,-0.11062581250696646,0.13087459578897387,-0.21932697251953182,-0.2627990008420139,0.1119387777487788,-0.21540499813947933,-0.041815363191054944,-0.22730350862655568,-0.2375132384867512,-0.19372697997806254,0.06047463651267848,0.022404917552242498,-0.13091717204329478,-0.20196671445498093,-0.16203473298957982,0.029940405306571494,-0.33193278869330156,0.07245893191250552,-0.06308324313062708,0.075178184039836,-0.34853440804347,-0.09707092140618523,-0.5829187740337042,-0.18412862147434694,0.07589264833562659,0.10877002600193242,-0.2856363179577993,0.016475897090881597,-0.0740813651250074,-0.2554196706746915,0.38547461100808245,-0.06550041779389804,-0.6256010269839056,-0.05828955746240094,-0.6143966346625902,-0.4079822513403655,-0.025302990593447094,-0.07277831297752191,0.3485015652828871,0.8946043722637584,-0.2613607090908945,0.6248320688388556,-0.35483975483018826,-0.13907948647526558,0.2988710854216743,-0.2305442733945383
0.0550901176210048,0.6318788406496181,-0.3857286331796851,-0.2845628746436226,-0.19176824351865773,-0.4076578143115096,-0.14730959226483298,0.09108818498243698,-0.3973719861722175,-0.08591538739387283,0.022647609618143383,-0.15308675084469392,0.2583608784503204,-0.2934503507511462,-0.13102126723858865,0.00850409757913173,-0.1684930376748769,-0.31015072995660475,0.12550361658616382,0.3002349020778521,-0.1458289430355184,-0.2538611812196073,-0.4213676293848688,-0.06788220218706265,0.27853270448044154,-0.117669016581328,-0.0020156068670215133,0.268618343607671,-0.214230486404986,-0.12792922215341307,-0.012776861652702198,0.23531007084669064,-0.7414311170035432,0.34298074816129787,-0.02679147516734781,0.07144821590562134,0.3306675157141925,0.0872458158679994,0.03154165505840689,0.5459174284364685,-0.5872415316428237,0.27925073180557525,-0.6505177182376303,-0.2805011625801348,-0.3491603098242214,-0.15035986243794397,0.1474315032416298,0.32430217371492787,-0.21272113807852255,-0.3149943618444767,0.08367641231263012,-0.04534590152761364,0.25619896086864546,0.09801475773575175,-0.5059678655908225,-0.42877023849922946,-0.09331769475460772,0.2692101867263772,-0.3213879978577243,0.44144496604832106,-0.7033649115235208,0.7400047296571799,-0.49343501160901304,-1.0,0.21674469089849313,-0.6814192066960483
0.09955342937302758,0.5010392410966535,-0.45493459792633406,0.28197251188162165,0.0901670453266934,-0.43867794240684366,0.1809375670289155,-0.13295408215495863,-0.2695738859445962,0.030780229438125417,-0.027214405734627523,-0.1415543979593029,0.41167805198551943,-0.0616852781830014,-0.11169319621691465,-0.20156311139695016,-0.19688064245273296,0.1894164382334267,0.3500851973088255,0.09194647563625602,0.07732630447851663,-0.10116824361922572,-0.400698116904489,-0.3496748173754768,0.2538915536479438,-0.3554128694138846,0.029285221015826757,-0.2617249906562722,-0.12935666068052398,-0.32550763212982725,0.33586077670922454,0.37089913312694955,0.08893720591576026,-0.1621363078507997,0.1821842783360288,0.09812677102733192,-0.10884320772088041,-0.5810881831388763,-0.08516277534498196,-0.34034589034259877,-0.21307258032312681,0.06674051510779089,-0.5314279326705826,-0.3905194720083296,0.35812056762776834,-0.43932437092267207,0.02047331371177674,-0.10005247002390416,-0.014089714366411932,0.2204802387506748,-0.08869214381674384,-0.4287086670586876,-0.05596401677507534,-0.24566780746062034,-0.2872314458840294,-0.501809298705775,-0.025546021886383552,-0.11207482888584519,-0.8784616403312465,-0.03596687340125382,-0.2829881796719621,-0.3121811262516415,-0.13586268454384953,-0.6383939660734929,-1.0,-0.7977934973601801
0.13826873535051676,0.21860913742104282,-0.5245007027606183,0.5620507766825185,0.11616127026595358,0.15196603528898356,0.05233616794035245,0.07266310320051095,-0.04248960226315179,-0.08106243722473716,-0.06338059493591663,-0.23409038378709035,0.5655231452605554,0.12205832802644645,-0.09250582273444041,0.008112532678692164,-0.21298632359344394,0.12387555590007704,-0.0608686004107194,0.502221957594922,0.07675605709474564,-0.7043568454782538,-0.4488682852002509,-0.3337553341553573,0.032747684097715224,0.16662543099377536,-0.20842368412033407,0.09945985056794848,0.1828227047670412,0.5715519789782306,-0.5346589326509605,-0.1568689076414409,0.17262806639643258,0.07060076062585652,-0.5189798556316454,-0.548287299663271,-0.3623949109631187,-0.03846555341977509,-0.49580088737782224,-0.03208846524086062,-0.24130573076017825,-0.16378993153303012,-0.26621030547377644,-0.3287872189010572,0.15360729269497986,0.27636397841449356,0.1607763052007074,0.13444279487745914,0.2325138716741606,0.16596314062795958,-0.4116988017702611,-0.027932132251017427,-0.15087568634644366,0.07247384172278393,-0.016920367949558535,-0.6938268555040259,0.09066851350216942,-0.028379136334223953,-0.7209739535412443,-0.6681763862226111,0.07981466731339792,-0.4699140935696432,-0.6025350454613914,0.3884101625151988,0.09530602117985931,-0.8388276428719376
