X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,X65,X66,X67,X68,X69,X70,X71,X72,X73,X74,X75,X76,X77,X78,X79,X80,X81,X82,X83,X84,X85,X86,X87,X88,X89,Y
-0.4502212788326402,-0.4214932198849528,-0.38270373325679585,-0.34110738289913634,-0.2974038580274194,-0.2537533995973129,-0.21145444158788795,-0.175756720352233,-0.289550472230227,-0.23216453915937407,-0.15827847032375886,-0.08967403433592602,-0.049680714108126245,-0.10731508386435451,-0.20228173244897418,-0.3278166138004861,-0.46298246673434973,-0.5784366537353312,-0.6914076289366686,-0.6152414526220558,-0.4498597124706113,-0.22215498700009872,0.021994163683400014,0.34316836947051854,0.32864295617737227,0.18044167729612703,-0.06435032182361489,-0.34384523894445906,-0.7428366340458413,-0.7735575250252025,-0.6794782891206836,-0.48931080098589996,-0.25579629895778855,-0.55515373963546,-0.43487995408145985,-0.24863066335309258,-0.05408568109318268,0.10349713396918192,0.12444589225820124,0.05075019498944333,-0.02235795379459793,-0.13789006696936634,-0.27902372776187767,-0.4845923720376718,-0.5012156258856519,-0.4246761668462441,-0.25355351685284655,-0.02619086147334848,0.4084428892084042,0.4292622372915198,0.24868412530542705,-0.015978059625616048,-0.29473359369286234,-0.6356438123914459,-0.6305576051241648,-0.5127500185611709,-0.30319146945325703,-0.05118186690007298,0.20806701439036113,0.009460892335380944,-0.3862686124250537,0.17485755332529718,-0.45734682941589533,0.2240156612713109,0.14806909335597873,-0.3465120732161119,-0.6674831764258204,0.07458602531189107,0.5712358035009295,-0.07447278889927422,-0.6325011240797999,-0.13321872676815194,0.4107934819622383,-0.622342284336243,0.561604038817286,-0.36746199333789775,0.3951656974417983,-0.170011060384757,0.11046151687941053,0.03981651932029884,-0.05758501931465598,0.6933354353023868,0.0089275550322927,-0.6981645797395486,0.06192870079611823,0.7082675118831339,-0.029862419034080823,-0.591086371769742,-0.20919917556365575,-0.8514429701956769
-0.4214932198849528,-0.38270373325679585,-0.34110738289913634,-0.2974038580274194,-0.2537533995973129,-0.21145444158788795,-0.175756720352233,-0.1437401355807012,-0.23216453915937407,-0.15827847032375886,-0.08967403433592602,-0.049680714108126245,-0.05427679978383493,-0.20228173244897418,-0.3278166138004861,-0.46298246673434973,-0.5784366537353312,-0.6737270847173313,-0.6152414526220558,-0.4498597124706113,-0.22215498700009872,0.021994163683400014,0.22823651305679582,0.32864295617737227,0.18044167729612703,-0.06435032182361489,-0.34384523894445906,-0.589034872940617,-0.7735575250252025,-0.6794782891206836,-0.48931080098589996,-0.25579629895778855,-0.04624238470174791,-0.43487995408145985,-0.24863066335309258,-0.05408568109318268,0.10349713396918192,0.17400112485945618,0.05075019498944333,-0.02235795379459793,-0.13789006696936634,-0.27902372776187767,-0.39829489224091597,-0.5012156258856519,-0.4246761668462441,-0.25355351685284655,-0.02619086147334848,0.21078460395677867,0.4292622372915198,0.24868412530542705,-0.015978059625616048,-0.29473359369286234,-0.5179440458726662,-0.6305576051241648,-0.5127500185611709,-0.30319146945325703,-0.05118186690007298,0.20411418824998462,0.009460892335380944,-0.2641685492802349,-0.24684276026860874,0.08133764902979568,-0.45891375404460366,0.39235483375194646,-0.3465120732161119,-0.6674831764258204,-0.500877475499479,0.5712358035009295,0.5131072624832391,-0.6325011240797999,-0.6527679560605133,0.4107934819622383,0.44883290863210457,-0.23628123444955607,0.3407198645110934,-0.22203630807460162,0.19740375212264172,-0.1907734132017569,0.33313296996515085,-0.4214358858191062,0.6933354353023868,0.769449883546784,-0.6981645797395486,-0.6548084609793071,0.7082675118831339,0.6432382495320448,-0.591086371769742,-0.5049498436562669,-0.004235365760988152,-0.8902240245678964
-0.38270373325679585,-0.34110738289913634,-0.2974038580274194,-0.2537533995973129,-0.21145444158788795,-0.175756720352233,-0.1437401355807012,-0.10546272439098148,-0.15827847032375886,-0.08967403433592602,-0.049680714108126245,-0.05427679978383493,-0.10731508386435451,-0.3278166138004861,-0.46298246673434973,-0.5784366537353312,-0.6737270847173313,-0.6914076289366686,-0.4498597124706113,-0.22215498700009872,0.021994163683400014,0.22823651305679582,0.34316836947051854,0.18044167729612703,-0.06435032182361489,-0.34384523894445906,-0.589034872940617,-0.7428366340458413,-0.6794782891206836,-0.48931080098589996,-0.25579629895778855,-0.04624238470174791,0.07219237714625071,-0.24863066335309258,-0.05408568109318268,0.10349713396918192,0.17400112485945618,0.12444589225820124,-0.02235795379459793,-0.13789006696936634,-0.27902372776187767,-0.39829489224091597,-0.4845923720376718,-0.4246761668462441,-0.25355351685284655,-0.02619086147334848,0.21078460395677867,0.4084428892084042,0.24868412530542705,-0.015978059625616048,-0.29473359369286234,-0.5179440458726662,-0.6356438123914459,-0.5127500185611709,-0.30319146945325703,-0.05118186690007298,0.20411418824998462,0.38639425254058035,-0.2641685492802349,-0.3862686124250537,0.016061184724605715,-0.1991029452897357,-0.17111698742348613,0.14806909335597873,-0.6674831764258204,-0.500877475499479,0.07458602531189107,0.5131072624832391,-0.07447278889927422,-0.6527679560605133,-0.13321872676815194,0.44883290863210457,-0.03355321520991261,0.1459908983750302,-0.10658764784506636,0.17468058189809166,-0.06088592884239141,-0.08299866469204242,0.3617328811331362,-0.5485980583769998,0.769449883546784,0.0089275550322927,-0.6548084609793071,0.06192870079611823,0.6432382495320448,-0.029862419034080823,-0.5049498436562669,0.12079121105854185,-0.027742832217953817,-0.10833103665498633
-0.34110738289913634,-0.2974038580274194,-0.2537533995973129,-0.21145444158788795,-0.175756720352233,-0.1437401355807012,-0.10546272439098148,-0.09343919824825597,-0.08967403433592602,-0.049680714108126245,-0.05427679978383493,-0.10731508386435451,-0.20228173244897418,-0.46298246673434973,-0.5784366537353312,-0.6737270847173313,-0.6914076289366686,-0.6152414526220558,-0.22215498700009872,0.021994163683400014,0.22823651305679582,0.34316836947051854,0.32864295617737227,-0.06435032182361489,-0.34384523894445906,-0.589034872940617,-0.7428366340458413,-0.7735575250252025,-0.48931080098589996,-0.25579629895778855,-0.04624238470174791,0.07219237714625071,0.056591637794997984,-0.05408568109318268,0.10349713396918192,0.17400112485945618,0.12444589225820124,0.05075019498944333,-0.13789006696936634,-0.27902372776187767,-0.39829489224091597,-0.4845923720376718,-0.5012156258856519,-0.25355351685284655,-0.02619086147334848,0.21078460395677867,0.4084428892084042,0.4292622372915198,-0.015978059625616048,-0.29473359369286234,-0.5179440458726662,-0.6356438123914459,-0.6305576051241648,-0.30319146945325703,-0.05118186690007298,0.20411418824998462,0.38639425254058035,0.4437695889531652,-0.3862686124250537,-0.24684276026860874,0.17485755332529718,-0.45734682941589533,0.2240156612713109,-0.3465120732161119,-0.500877475499479,0.07458602531189107,0.5712358035009295,-0.07447278889927422,-0.6325011240797999,-0.13321872676815194,0.4107934819622383,-0.03355321520991261,-0.5531431351523057,0.14395267020606273,-0.36746199333789775,0.3951656974417983,-0.170011060384757,0.11046151687941053,0.03981651932029884,-0.05758501931465598,0.0089275550322927,-0.6981645797395486,0.06192870079611823,0.7082675118831339,-0.029862419034080823,-0.591086371769742,0.12079121105854185,0.5869251469037007,-0.18461064817326933,0.29552344580495293
-0.2974038580274194,-0.2537533995973129,-0.21145444158788795,-0.175756720352233,-0.1437401355807012,-0.10546272439098148,-0.09343919824825597,-0.11339996293549037,-0.049680714108126245,-0.05427679978383493,-0.10731508386435451,-0.20228173244897418,-0.3278166138004861,-0.5784366537353312,-0.6737270847173313,-0.6914076289366686,-0.6152414526220558,-0.4498597124706113,0.021994163683400014,0.22823651305679582,0.34316836947051854,0.32864295617737227,0.18044167729612703,-0.34384523894445906,-0.589034872940617,-0.7428366340458413,-0.7735575250252025,-0.6794782891206836,-0.25579629895778855,-0.04624238470174791,0.07219237714625071,0.056591637794997984,-0.09169996197705121,0.10349713396918192,0.17400112485945618,0.12444589225820124,0.05075019498944333,-0.02235795379459793,-0.27902372776187767,-0.39829489224091597,-0.4845923720376718,-0.5012156258856519,-0.4246761668462441,-0.02619086147334848,0.21078460395677867,0.4084428892084042,0.4292622372915198,0.24868412530542705,-0.29473359369286234,-0.5179440458726662,-0.6356438123914459,-0.6305576051241648,-0.5127500185611709,-0.05118186690007298,0.20411418824998462,0.38639425254058035,0.4437695889531652,0.3038443804550912,-0.24684276026860874,0.016061184724605715,0.08133764902979568,-0.45891375404460366,0.39235483375194646,-0.6674831764258204,0.07458602531189107,0.5712358035009295,0.5131072624832391,-0.6325011240797999,-0.6527679560605133,0.4107934819622383,0.44883290863210457,-0.5531431351523057,-0.622342284336243,-0.11978619766353982,-0.22203630807460162,0.19740375212264172,-0.1907734132017569,0.33313296996515085,-0.4214358858191062,0.6933354353023868,-0.6981645797395486,-0.6548084609793071,0.7082675118831339,0.6432382495320448,-0.591086371769742,-0.5049498436562669,0.5869251469037007,0.4418248863131451,-0.04271738943656078,0.17084924603330864
-0.2537533995973129,-0.21145444158788795,-0.175756720352233,-0.1437401355807012,-0.10546272439098148,-0.09343919824825597,-0.11339996293549037,-0.13478136581007838,-0.05427679978383493,-0.10731508386435451,-0.20228173244897418,-0.3278166138004861,-0.46298246673434973,-0.6737270847173313,-0.6914076289366686,-0.6152414526220558,-0.4498597124706113,-0.22215498700009872,0.22823651305679582,0.34316836947051854,0.32864295617737227,0.18044167729612703,-0.06435032182361489,-0.589034872940617,-0.7428366340458413,-0.7735575250252025,-0.6794782891206836,-0.48931080098589996,-0.04624238470174791,0.07219237714625071,0.056591637794997984,-0.09169996197705121,-0.3270075320266256,0.17400112485945618,0.12444589225820124,0.05075019498944333,-0.02235795379459793,-0.13789006696936634,-0.39829489224091597,-0.4845923720376718,-0.5012156258856519,-0.4246761668462441,-0.25355351685284655,0.21078460395677867,0.4084428892084042,0.4292622372915198,0.24868412530542705,-0.015978059625616048,-0.5179440458726662,-0.6356438123914459,-0.6305576051241648,-0.5127500185611709,-0.30319146945325703,0.20411418824998462,0.38639425254058035,0.4437695889531652,0.3038443804550912,-0.029293150975687077,0.016061184724605715,0.17485755332529718,-0.1991029452897357,-0.17111698742348613,0.14806909335597873,-0.500877475499479,0.5712358035009295,0.5131072624832391,-0.07447278889927422,-0.6527679560605133,-0.13321872676815194,0.44883290863210457,-0.03355321520991261,-0.622342284336243,-0.23628123444955607,-0.2581857330194174,0.17468058189809166,-0.06088592884239141,-0.08299866469204242,0.3617328811331362,-0.5485980583769998,0.769449883546784,-0.6548084609793071,0.06192870079611823,0.6432382495320448,-0.029862419034080823,-0.5049498436562669,0.12079121105854185,0.4418248863131451,-0.18029678677413397,0.1572801264112924,-0.7141029174376944
-0.21145444158788795,-0.175756720352233,-0.1437401355807012,-0.10546272439098148,-0.09343919824825597,-0.11339996293549037,-0.13478136581007838,-0.1586393289723277,-0.10731508386435451,-0.20228173244897418,-0.3278166138004861,-0.46298246673434973,-0.5784366537353312,-0.6914076289366686,-0.6152414526220558,-0.4498597124706113,-0.22215498700009872,0.021994163683400014,0.34316836947051854,0.32864295617737227,0.18044167729612703,-0.06435032182361489,-0.34384523894445906,-0.7428366340458413,-0.7735575250252025,-0.6794782891206836,-0.48931080098589996,-0.25579629895778855,0.07219237714625071,0.056591637794997984,-0.09169996197705121,-0.3270075320266256,-0.5717538234995585,0.12444589225820124,0.05075019498944333,-0.02235795379459793,-0.13789006696936634,-0.27902372776187767,-0.4845923720376718,-0.5012156258856519,-0.4246761668462441,-0.25355351685284655,-0.02619086147334848,0.4084428892084042,0.4292622372915198,0.24868412530542705,-0.015978059625616048,-0.29473359369286234,-0.6356438123914459,-0.6305576051241648,-0.5127500185611709,-0.30319146945325703,-0.05118186690007298,0.38639425254058035,0.4437695889531652,0.3038443804550912,-0.029293150975687077,-0.4351039364197371,0.17485755332529718,0.08133764902979568,-0.45734682941589533,0.2240156612713109,-0.3465120732161119,0.07458602531189107,0.5131072624832391,-0.07447278889927422,-0.6325011240797999,-0.13321872676815194,0.4107934819622383,-0.03355321520991261,-0.5531431351523057,-0.23628123444955607,0.1459908983750302,-0.10377640094116092,0.3951656974417983,-0.170011060384757,0.11046151687941053,0.03981651932029884,-0.05758501931465598,0.0089275550322927,0.06192870079611823,0.7082675118831339,-0.029862419034080823,-0.591086371769742,0.12079121105854185,0.5869251469037007,-0.18029678677413397,-0.5855579158126516,-0.061502314723241414,-0.8069609039725973
-0.175756720352233,-0.1437401355807012,-0.10546272439098148,-0.09343919824825597,-0.11339996293549037,-0.13478136581007838,-0.1586393289723277,-0.18435261882344023,-0.20228173244897418,-0.3278166138004861,-0.46298246673434973,-0.5784366537353312,-0.6737270847173313,-0.6152414526220558,-0.4498597124706113,-0.22215498700009872,0.021994163683400014,0.22823651305679582,0.32864295617737227,0.18044167729612703,-0.06435032182361489,-0.34384523894445906,-0.589034872940617,-0.7735575250252025,-0.6794782891206836,-0.48931080098589996,-0.25579629895778855,-0.04624238470174791,0.056591637794997984,-0.09169996197705121,-0.3270075320266256,-0.5717538234995585,-0.7383088931530692,0.05075019498944333,-0.02235795379459793,-0.13789006696936634,-0.27902372776187767,-0.39829489224091597,-0.5012156258856519,-0.4246761668462441,-0.25355351685284655,-0.02619086147334848,0.21078460395677867,0.4292622372915198,0.24868412530542705,-0.015978059625616048,-0.29473359369286234,-0.5179440458726662,-0.6305576051241648,-0.5127500185611709,-0.30319146945325703,-0.05118186690007298,0.20411418824998462,0.4437695889531652,0.3038443804550912,-0.029293150975687077,-0.4351039364197371,-0.7690811648716869,0.08133764902979568,-0.1991029452897357,-0.45891375404460366,0.39235483375194646,-0.6674831764258204,0.5712358035009295,-0.07447278889927422,-0.6325011240797999,-0.6527679560605133,0.4107934819622383,0.44883290863210457,-0.5531431351523057,-0.622342284336243,0.1459908983750302,0.14395267020606273,0.1281114752413537,0.19740375212264172,-0.1907734132017569,0.33313296996515085,-0.4214358858191062,0.6933354353023868,-0.6981645797395486,0.7082675118831339,0.6432382495320448,-0.591086371769742,-0.5049498436562669,0.5869251469037007,0.4418248863131451,-0.5855579158126516,-0.2431232253898411,-0.3716198640128563,-0.8981081932359541
-0.1437401355807012,-0.10546272439098148,-0.09343919824825597,-0.11339996293549037,-0.13478136581007838,-0.1586393289723277,-0.18435261882344023,-0.21129813505656292,-0.3278166138004861,-0.46298246673434973,-0.5784366537353312,-0.6737270847173313,-0.6914076289366686,-0.4498597124706113,-0.22215498700009872,0.021994163683400014,0.22823651305679582,0.34316836947051854,0.18044167729612703,-0.06435032182361489,-0.34384523894445906,-0.589034872940617,-0.7428366340458413,-0.6794782891206836,-0.48931080098589996,-0.25579629895778855,-0.04624238470174791,0.07219237714625071,-0.09169996197705121,-0.3270075320266256,-0.5717538234995585,-0.7383088931530692,-0.7597000331242842,-0.02235795379459793,-0.13789006696936634,-0.27902372776187767,-0.39829489224091597,-0.4845923720376718,-0.4246761668462441,-0.25355351685284655,-0.02619086147334848,0.21078460395677867,0.4084428892084042,0.24868412530542705,-0.015978059625616048,-0.29473359369286234,-0.5179440458726662,-0.6356438123914459,-0.5127500185611709,-0.30319146945325703,-0.05118186690007298,0.20411418824998462,0.38639425254058035,0.3038443804550912,-0.029293150975687077,-0.4351039364197371,-0.7690811648716869,-0.9085740529827131,-0.1991029452897357,-0.45734682941589533,-0.17111698742348613,0.14806909335597873,-0.500877475499479,0.5131072624832391,-0.6325011240797999,-0.6527679560605133,-0.13321872676815194,0.44883290863210457,-0.03355321520991261,-0.622342284336243,-0.23628123444955607,0.14395267020606273,-0.11978619766353982,0.0848273835967377,-0.06088592884239141,-0.08299866469204242,0.3617328811331362,-0.5485980583769998,0.769449883546784,-0.6548084609793071,0.6432382495320448,-0.029862419034080823,-0.5049498436562669,0.12079121105854185,0.4418248863131451,-0.18029678677413397,-0.2431232253898411,0.4698324921288526,-0.07204453304071823,-0.9864463167841253
-0.10546272439098148,-0.09343919824825597,-0.11339996293549037,-0.13478136581007838,-0.1586393289723277,-0.18435261882344023,-0.21129813505656292,-0.24055611094840634,-0.46298246673434973,-0.5784366537353312,-0.6737270847173313,-0.6914076289366686,-0.6152414526220558,-0.22215498700009872,0.021994163683400014,0.22823651305679582,0.34316836947051854,0.32864295617737227,-0.06435032182361489,-0.34384523894445906,-0.589034872940617,-0.7428366340458413,-0.7735575250252025,-0.48931080098589996,-0.25579629895778855,-0.04624238470174791,0.07219237714625071,0.056591637794997984,-0.3270075320266256,-0.5717538234995585,-0.7383088931530692,-0.7597000331242842,-0.6123653987817843,-0.13789006696936634,-0.27902372776187767,-0.39829489224091597,-0.4845923720376718,-0.5012156258856519,-0.25355351685284655,-0.02619086147334848,0.21078460395677867,0.4084428892084042,0.4292622372915198,-0.015978059625616048,-0.29473359369286234,-0.5179440458726662,-0.6356438123914459,-0.6305576051241648,-0.30319146945325703,-0.05118186690007298,0.20411418824998462,0.38639425254058035,0.4437695889531652,-0.029293150975687077,-0.4351039364197371,-0.7690811648716869,-0.9085740529827131,-0.7888638962299943,-0.45734682941589533,-0.45891375404460366,0.2240156612713109,-0.3465120732161119,0.07458602531189107,-0.07447278889927422,-0.6527679560605133,-0.13321872676815194,0.4107934819622383,-0.03355321520991261,-0.5531431351523057,-0.23628123444955607,0.1459908983750302,-0.11978619766353982,-0.2581857330194174,-0.27378499478704177,-0.170011060384757,0.11046151687941053,0.03981651932029884,-0.05758501931465598,0.0089275550322927,0.06192870079611823,-0.029862419034080823,-0.591086371769742,0.12079121105854185,0.5869251469037007,-0.18029678677413397,-0.5855579158126516,0.4698324921288526,0.687138040447095,0.3555653535605314,-0.933208000314973
