X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,Y
-0.18846570087477066,-0.3632106231725164,-0.5746037453362982,-0.1293354584864439,0.6730311045481387,0.1423896630688355,-0.5522130134215315,-0.02690526992275699,0.1531254907855455,-0.4303473532517824,-0.9628648318599619,0.18091458430983542,-0.21251242484305244,0.4796984784683165,0.1590061352410319,-0.28863434819015077,1.0,-0.4063675562253166,0.2883519765362432,-0.16951526390270277,0.2912938902007425,-1.0,-0.7155112305440318,0.33210950604323086,-0.1578328866923664,0.47509426801514376,1.0,-0.16702436760292028,-0.27161867094119907,0.44092612122822716,-0.38688282174973143,-0.07074125371165763,1.0,0.47685522744206743,0.2368325999161378,0.8692648658186486,-0.25957490321695265,-0.8183786763258399
-0.2958509848231995,-0.373778020939173,-0.5529683095617133,-0.03239189905392448,0.6104229634673279,0.4857541851109437,-0.4581759044427425,0.022260739352995218,0.20149362147766592,-0.45588290060242187,-0.9064977141293181,0.06724146968319511,-0.2715681743712114,0.42687541730717093,0.19524868056986033,-0.045801862814332295,0.971940324639863,-0.14821392638130282,-0.004768340701842622,-0.3216637935344926,0.32524643153189103,-0.9544209867368075,-0.630959013797954,0.2666604073295131,-0.11179029491107328,0.4226450371817503,0.8643738786477069,-0.3669152650109233,-0.13911002062329747,0.3678312502458536,-0.3562229418647276,-0.0809416456334261,0.8841959443929284,0.36307414561566276,0.19379886495092657,0.9152422619318101,-0.22320418134898123,-0.9054017874719476
-0.2831469043941496,-0.3589703765654697,-0.5125363866176647,0.03748794871055061,0.3452773978107013,0.8050779743482483,-0.31652688234344006,0.12478599604550134,0.23015475818940234,-0.5361201877245627,-0.7860519436557318,-0.18848938747429278,-0.34187669026375733,0.36253715042548773,0.20926618330960478,0.1596342499503871,0.9484881248661683,-0.14342176744311386,-0.1566668333071951,-0.193356307302343,0.3538480654383731,-0.8977787746588952,-0.6018193418409885,-0.06444774202408265,-0.12614393355053155,0.3141778784681757,0.8807059482926338,0.04134713375131982,-0.12524594979582626,0.2690268312013444,-0.3802279294297318,-0.16751153995850487,0.7895483522130387,0.2679295452769155,0.14760834885912288,0.8417467629665281,-0.19648145441422393,-0.7535139178707824
-0.20215165582657768,-0.3593644335950855,-0.48218980958995417,0.019826696780801845,-0.06852859287201851,0.9566542485982992,-0.22793522288086165,0.2410642460957806,0.22107971612067923,-0.6819048452362055,-0.5756783820322706,-0.2939983169396003,-0.3121819866269637,0.3160656891638991,0.2036420725666801,-0.05640470381963414,0.9005748093034418,-0.3362949243811597,-0.04465798934470144,-0.07953466243304252,0.35191852096329135,-0.8006752730264127,-0.5623588319083627,-0.4103117809512211,-0.1537232460362804,0.22108886519741322,0.7179094932066676,-0.2836120455256491,-0.16140344875831403,0.1776361675701308,-0.4389033100599088,-0.13086852385196723,0.7022623981111769,0.1761352063138082,0.13714104189929843,0.753306884530192,-0.15262285110530693,-0.7998129847631796
-0.17882900397364898,-0.35983661586618043,-0.45084915532306036,-0.11351715011217411,-0.4715341915100776,0.7939457601943625,-0.3822578773684713,0.2586006737357398,0.16691458848028673,-0.8510963995684755,-0.326630063463654,-0.03174243048781089,-0.22936151303862695,0.31289375350330517,0.21247491396894014,-0.3861856753997387,0.8321902139003081,-0.40660331446923426,0.09502227002462948,-0.06469142253486981,0.3314351536592335,-0.7026922022148845,-0.4270150034015483,-0.08501430074343286,0.0030641721027520052,0.3971052401152877,0.5919362698372759,-0.5015354063161169,-0.10249462861143144,0.12833085928504984,-0.42573869787992036,-0.04694976855269828,0.6045141628294928,0.10105775806976292,0.11106680105364308,0.7676412450892249,-0.1552083449788928,-0.6310976810110634
-0.2847593818559575,-0.2901111629572338,-0.3647591727577236,-0.3216572707987033,-0.6582585555992737,0.3684943870346369,-0.707956556528042,0.19941402894934557,0.09256054196903718,-0.9279655778994015,-0.23210698415377107,0.0733392247885234,-0.1487275748580812,0.36879595317482594,0.27124403879353753,-0.194399932262585,0.7870585842567632,-0.14399398937040775,-0.013129827521340065,-0.3621286006284572,0.34465174923829567,-0.6556861763352184,-0.34071976343032473,0.13916578618238828,0.10801255391346287,0.4561999651490507,0.610369003999907,-0.17751219785442052,-0.07935843750458815,0.042258869642551655,-0.39098872539055973,-0.13783551250295512,0.5323809210884194,0.03469047207987708,0.052935144176765814,0.7480790418519176,-0.1696342750558657,0.11172487105791573
-0.4707775997274335,-0.08653878098701417,-0.18001873449322137,-0.5088473459335343,-0.5202720085877146,-0.05639815803324777,-0.8775662445241469,0.221823923640748,0.038907837376844556,-0.8941309540198952,-0.32160602263237803,-0.1911128234879721,-0.09035384460871176,0.3595837160230386,0.2957306033339224,-0.1475582017828898,0.7218299645327162,-0.048196003384854524,-0.1521125070110929,0.05211177330201555,0.35897176919906926,-0.5889359277240747,-0.35734164951838765,-0.16972410303075325,0.08978019261925207,0.35727385423003,0.6082359791421705,-0.008450363218761692,-0.08845897179290607,-0.016037114927096696,-0.4387743164341824,-0.07999813992423843,0.48569328091348596,-0.02452215399326374,0.0011985254436341908,0.682399739264911,-0.15677596982354913,0.1612268199535416
-0.5600301602182172,0.22304625486883944,0.06740811622385579,-0.5790975906416075,-0.16368022050950637,-0.20596700297657533,-0.6372920813636589,0.4493912068959276,0.02543971485121732,-0.839809903298672,-0.4352670142518956,-0.5159784888154886,-0.04285520709975821,0.30433371827434796,0.3122894554801452,-0.16284503355549307,0.6598095379197926,0.044210410236569464,-0.10155941187977968,-0.4510994368539849,0.38139661157100524,-0.5458208772273148,-0.3605081003813303,-0.46349663950844566,0.05997502439146318,0.21730318005409166,0.4776075844019312,-0.2579487708772993,-0.12035562822125478,-0.07566494797250611,-0.4800116123801682,-0.10486444837643527,0.4386082775427447,-0.08643482713550743,0.003127734828044293,0.6381764143034134,-0.06254359287110156,-0.6946533328083783
-0.3854171414866784,0.4907694878781024,0.24671161174178247,-0.513288613623115,0.14881215868397035,-0.062414708173775924,-0.13406941359658886,0.7981993621511325,0.036187281058738696,-0.8521681779961896,-0.41953220734267826,-0.5672923501394154,-0.0032454221703176467,0.27716482754563554,0.3608837200227557,0.07000066948792738,0.6483453442147729,-0.01287177380254223,-0.16543874472085507,-0.2429185429686429,0.396874916223493,-0.5431867196920681,-0.2648265054100658,-0.055401530309324376,0.18954955667979467,0.37251593880490796,0.32139065306513226,-0.7303108332673589,-0.1883547991585076,-0.22991090568489747,-0.37855930330993304,-0.22136659558798788,0.3828583322131216,-0.13188915572662097,0.09613056586094171,0.6545224391290894,0.03449998139353028,-0.7582385133272963
-0.005086239974912532,0.5478345366758197,0.22704725804766723,-0.39415714528550017,0.23895561094697415,0.07211472754877968,0.10486098185529658,0.9797122513132235,0.03744838349105395,-0.9376693575555861,-0.2540641767399294,-0.1339379859782318,-0.07799541714463232,0.1717284243702124,0.3509362048303213,-0.28761805813662866,0.5825905298842025,0.12227939424565637,-0.30251891677475806,0.15041567498662922,0.4097539200613083,-0.47686356139086916,-0.1752565477265875,0.3238658976641502,0.2377579055014598,0.4701777532317324,0.40002434902407713,-0.1693652641280593,-0.11735527354308606,-0.2574402227633028,-0.37327151098461453,0.15307181584581442,0.2958079614207356,-0.18005427341402547,0.16822996425819614,0.7108875261115064,-0.07788710211885119,-0.8954683255246272
