ORIG,UP,LOW
1,0.0851256530758749,-0.0851256530758749
0.526852850581619,0.0851256530758749,-0.0851256530758749
-0.0680875876247778,0.0851256530758749,-0.0851256530758749
-0.131106856032605,0.0851256530758749,-0.0851256530758749
-0.094156927051794,0.0851256530758749,-0.0851256530758749
-0.0939675225135678,0.0851256530758749,-0.0851256530758749
-0.0684925389309322,0.0851256530758749,-0.0851256530758749
-0.0914423330202164,0.0851256530758749,-0.0851256530758749
-0.0322557568319733,0.0851256530758749,-0.0851256530758749
0.026867121140427,0.0851256530758749,-0.0851256530758749
0.0859645575008307,0.0851256530758749,-0.0851256530758749
0.164650254830837,0.0851256530758749,-0.0851256530758749
0.161383858550288,0.0851256530758749,-0.0851256530758749
-0.110748185335719,0.0851256530758749,-0.0851256530758749
-0.0545503475127735,0.0851256530758749,-0.0851256530758749
-0.0696406706282378,0.0851256530758749,-0.0851256530758749
-0.0579265478354308,0.0851256530758749,-0.0851256530758749
-0.062527180139705,0.0851256530758749,-0.0851256530758749
-0.0665628288715301,0.0851256530758749,-0.0851256530758749
-0.0552789733848881,0.0851256530758749,-0.0851256530758749
-0.0240974271454442,0.0851256530758749,-0.0851256530758749
