X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,Y
-0.2500573407119925,0.4475468235745097,-0.1776383665157304,-0.33254059874715847,-0.11193010376680801,-0.13944907695004571,-0.4960239603614406,-0.14843945953956306,0.5623755619772599,0.015479962864518804,0.09385815604847259,-0.20987315049595645,-0.12665699346097337,-0.12253827827962349,-0.11948319427902632,0.16235904065435358,-0.3182360146495472,0.04726163331504951,-0.047477870876927786,0.10302159034097791,0.27864158280181783,-0.0389548190864184,-0.19874359653067408,-0.47833122345089873,0.082570248336574,0.07544773838750607,-0.009743721731116706,-0.003752948280179025,0.02356319753185243,0.1393219575522937,0.2817438171993887,0.11155448002324575,-0.22072352314061183,-0.06159089161841724,-0.25095381046819065,-0.19583761136067124,0.01669066812017239,-0.3207405301612184,-0.05780383632491881,0.04960584683237235,-0.00035281351348959156,0.012105343665930635,-0.32081646097528926,0.16317845900263594,0.12433751024645412,-0.2362537718678983,0.1127900612734507
-0.05953331581716348,0.4632335922263624,-0.3348948138422698,-0.45967877528909584,-0.19059289493620102,-0.031188313701938197,-0.6418286967038622,0.26155940790411525,0.35571534756196055,-0.12849779935892935,-0.14070398209374302,0.10724736570649696,-0.12100037644011785,0.10642910776032144,0.2284774193675585,-0.0332916431281256,0.20553320541453735,-0.25707074391015794,-0.09657977404144857,-0.4146040618092566,-0.0525802667253753,-0.14791993455915853,-0.16644718799612257,-0.1915294824031284,-0.21046368448990682,-0.07223302967078105,-0.12798183234024585,-0.15208654140855404,0.1578378272039025,0.04067374840149074,-0.012086662647087132,0.06944834324342719,0.022852469466110303,-0.2860384339415848,-0.4563443370895709,-0.07552182770665872,0.028900496296476064,-0.3317081139447957,-0.09033493433711903,0.075438321831097,0.16377091633103458,0.017353721387991294,-0.2990442931577716,-0.3141945018099819,-0.01894879587603293,-0.0026704694251521444,-0.2305442733945383
0.11263934669026465,0.3599782632062938,-0.4848737013381349,-0.5743936818133244,-0.11081232667716157,0.1317601746712791,-0.5584913993753842,0.2912298183434008,-0.27733305087982785,0.05127180899164974,0.07057113232382739,0.07846216310379828,0.1377883403126965,0.026065905945175993,-0.049967465152112256,-0.33794627767619123,0.23515670087149476,0.15993067850539244,-0.060816996697310444,0.2155626056706792,-0.3721479408261883,-0.1176915671484603,-0.043508820264493875,0.0028558974835763973,-0.12040880757773564,-0.20721736131253554,-0.24133557283215945,-0.17925173727906107,-0.19274311801414368,-0.14529403687242315,-0.24412454846056364,-0.11699492422485969,0.11426254195170116,-0.2611732537995216,-0.3517843095803084,0.024806754315272128,0.02761035128971079,-0.12324209150113441,-0.20599318854580428,0.2692481755541034,-0.002893682665367714,-0.0024155680437640825,-0.031266475021422546,-0.08575681924234113,-0.12927507898803736,-0.16502679282475907,-0.6814192066960483
0.22876226207696737,0.15154789419194303,-0.569301252174659,-0.6545477996131888,0.10103266745664796,0.18907626323297255,-0.25526816040704225,-0.10726250945054616,-0.5621786530993078,-0.11376955404296152,0.0026927281863469155,-0.25743547680390844,-0.04498056567944697,-0.2747443062304079,-0.14674646419236237,0.0009745393015885284,-0.08619960424277662,-0.19709002911448792,-0.5384465730122878,0.025573088003286948,-0.15257122246317367,0.026684756326101677,0.16996452145863916,-0.27330302410770757,0.1356394185241312,-0.139026639334209,0.01579292689963352,0.02217912155613644,-0.17339064945455895,-0.10971941083201686,-0.2313025382764844,0.0796370143435885,0.12117172763721351,-0.1609229223712294,-0.15544707653540224,0.25450138395178423,-0.01657859297338593,-0.21512418285989632,-0.19987338054689419,-0.23138603399512647,-0.01811719973945969,-0.2886228471861856,-0.131460544038153,0.4389190879217857,-0.2068268572749674,-0.04873998043206773,-0.7977934973601801
0.2634389770546919,-0.11420950598357205,-0.5420152063609017,-0.6880727388775745,0.27789159099803373,0.043500597802099694,0.10732145802747994,-0.44629053585211587,-0.21963897042601566,0.046159130984604335,-0.09676353326549758,-0.0262165372391151,-0.2840444704681854,0.0008285037453887867,0.07913227982861648,0.11511280596973572,-0.38938350254853893,0.07956018947479371,0.10457730554057387,-0.2238085242181741,-0.08915837372205582,-0.21344367665325825,0.21295951169952843,-0.28209181755603296,0.0674910987504056,-0.0576646913405886,0.12658548754946786,-0.09356516290725225,0.19441502790748277,-0.04287515443258927,-0.12030866154529685,0.09743462884148557,0.29758228107631224,-0.1394509185527164,-0.06481663212302546,0.4188972525355532,0.04758780154443021,0.12793484671684308,0.025661634766042996,-0.4283947114098884,-0.041093882345782706,-0.18250524911989896,-0.2532390005676698,-0.182008347924572,-0.14009804038384277,-0.20775347398258914,-0.8388276428719376
0.209357621596433,-0.3713940051796917,-0.3884659874534683,-0.6699209572660949,0.23393124074789884,-0.2226137783101083,0.3446147940701194,-0.30173983828634765,0.2512615875132742,-0.10498896869464014,0.13255120320604763,0.15223012215748444,0.012895522694061246,0.13550572314517217,0.09392254007312317,-0.16407911686843257,0.3645794596714451,-0.4235137155853774,0.0007258193861183759,0.04222649746723017,0.08037453816634632,-0.26612650464088683,0.11638318314722063,-0.03215650271463044,-0.15486100819895143,-0.04331281330967229,-0.12234622148836438,-0.2010364676292703,-0.02501046755245684,0.13130961405403618,0.036619473414365444,-0.23585100674586035,0.28451846720353724,-0.18825868709333493,-0.11940914766512689,0.04067703895241803,0.029977065264729097,0.525327523726306,0.2750015866163229,-0.1871034055450621,-0.16065323716682833,0.025870146509224812,-0.12640331844968333,-0.04181671081012739,-0.024856533082380894,-0.43901241960550186,-0.8289308900767736
0.08128146967577465,-0.5507784994483399,-0.13131891891308745,-0.6026415223119076,-0.057617120301312386,-0.3600965426621544,0.39253139996835573,0.15732936235468653,0.32263826749037183,-0.0014668563176357674,-0.07325184082594627,-0.13555430151433556,0.09104066958167523,-0.20644892187486996,-0.06295990603778101,-0.260128855910137,0.3239124455074176,0.2838919246153,-0.2461232074481341,-0.09585045790663671,-0.2544771019850869,0.17531030494478328,0.07529289328632438,-0.10316403451471023,-0.21498129151244771,0.007417895150946263,-0.23974527173016258,0.19747223786910162,-0.31022750433090285,0.18469330365387826,0.005567407401190438,-0.16303198771613625,-0.027929030441177338,-0.23688482320911897,-0.3105654296232896,-0.12342278247340588,-0.02970104396631934,0.1524517596378998,0.3234721219703971,-0.45775398499724707,-0.08068950448947432,0.044154104979575504,-0.35924836825156203,0.21947907790877297,0.07006644410031804,0.1286973144020236,-0.7941790907606989
-0.08744735965733275,-0.6011823553608033,0.1727499063264133,-0.489188599007639,-0.3577352853218514,-0.1692929307676212,0.34407443215654365,0.4267529138724857,0.012683218070091762,-0.046603403408523314,-0.0550037279452299,-0.10295327194294868,-0.13014446989665562,-0.03761145747403394,-0.13103289827612985,0.10768681417560089,-0.1402490003701341,-0.04280398934803342,-0.3979364528806908,0.027755422307378597,-0.288648071091707,-0.27464126717929693,-0.029191736512889088,-0.32517636030900265,-0.0223734892549462,0.04517184417931053,0.2620956102238925,0.3458285371656682,-0.015105341191671173,-0.24835615124202737,-0.33094906736470553,0.03255052752612353,-0.23340189950910006,-0.3710100219995883,-0.48938746627600604,-0.11604350572257904,0.022170450857600832,0.13756235540702222,0.08315367220904135,-0.2301677166804904,0.1538100721144411,0.20013150640556043,-0.3819348305419926,-0.5265987315860077,0.13501541734697975,0.3591992925903804,-0.8116612964951916
-0.251928718883183,-0.5032546490480696,0.45355121974258505,-0.33706622192052116,-0.34480206297457494,0.2321738997596512,0.3118121318777334,0.25661526913795596,-0.29292336478370884,-0.029630513231122313,0.014970636774856771,0.08165091384626555,-0.043529289590709896,-0.022249953090006547,0.18228620437435117,-0.009551639193675632,-0.4838082695493271,-0.20475141104162775,-0.05147811296729188,-0.04101484020021762,-0.14562058004026557,-0.18433262958238505,-0.06984027557795736,-0.1585112330803895,-0.3336162845064977,-0.10099824885632158,0.20547045155364518,0.0641854240492381,0.2220743294717038,-0.08662805904895354,-0.2702851716539353,-0.2941239931078333,-0.3207193854355127,-0.031634638277316274,-0.22569142245324747,-0.3571890184340556,-0.3931527037389936,0.14309553845109013,-0.3049786320436001,0.12655776267268504,-0.017608610830208593,0.015582374004304844,0.08883409710029677,-0.11649152616876368,-0.34187139597578886,0.17076859282846568,-0.867317671361966
-0.36396326373694055,-0.27034721344302914,0.6488431234876122,-0.16983616900688148,0.03778000580226948,0.451786342539914,0.29331664446203476,-0.08028324533096198,-0.22310756148502386,-0.045227197897631854,0.018523165025993826,-0.09715731618540802,0.06435740758893571,-0.01206272055268276,-0.05681896339972359,-0.2878011716816671,-0.08381030206341467,-0.3121892652407686,0.04980705233146576,0.015496862976339232,0.06710373040022533,0.03245048377968951,-0.1833531349180857,0.2249727248124056,-0.12168812030688869,-0.23751792966245022,-0.032133508576895675,-0.07132598092547782,0.002433513469951354,0.01688655478860701,-0.022880676192300053,-0.15297637133445086,-0.641139194153078,0.17087647969315745,-0.009739898093210297,-0.05243168487842875,-0.05795905466472695,-0.29604630481079564,-0.4364247774778648,-0.35637929680575453,0.19242741980581757,-0.09288294397236385,-0.1313707657539852,0.2822759693955683,-0.2740445768478176,0.19825876361322003,-0.8810002921702489
-0.3852523191311722,0.050736343571042175,0.71232271548029,-0.02219535856481203,0.45772762106777964,0.22798062610518288,0.23499189190433034,-0.21151409463913562,0.07380846026248111,-0.024513679203299166,-0.04480045201297189,-0.06461415431331341,-0.09408892404599567,-0.26408900500798527,-0.12190406623890349,-0.04827586274538742,0.1631821705961083,0.01950002171888099,-0.20919563510952643,-0.0504245966567306,-0.18084140635566603,0.1220998830412614,-0.24024153787921076,0.09769403813711519,0.2933291651930756,-0.18625356976698904,-0.2639918158143303,-0.11418680582014595,0.21367168000656056,-0.12861628868978114,0.16828449446766358,0.38253126919717806,-0.40567913218926366,0.1171657542734581,0.006520629553968593,0.10266675172394968,0.36576769668897025,-0.0005527231768380769,-0.30095495864824273,-0.250562128578391,0.025054715616125822,-0.10522916923180936,-0.31780108486874226,-0.4221648152682814,-0.08971199265929075,-0.1802017445805134,-0.49843558606197047
-0.29898977361874834,0.3850147663794694,0.6219111973791003,0.07827353329886333,0.48154203495917325,-0.2846072651002781,0.11304033091579302,-0.07267040354817611,0.20408662665639232,-0.04214864319676037,0.0030412035206934807,-0.029916545427912,-0.07810861543291603,0.10102653851776111,0.03472823866709929,0.1122427219434683,-0.1461581786089925,0.08448880757695387,-0.3256558519980709,0.008394437989766912,-0.24348681990704957,-0.2801917306893147,-0.17180495464384304,-0.3368039442817301,0.18272068194107582,-0.07037701317906164,-0.40627319710905274,-0.37818806316328524,0.17834514087999076,-0.40859355037272616,0.20307532546667506,0.04930449569780415,0.07858511054365747,-0.048573843811535955,0.004163097167410923,-0.29238779250837243,0.642159766017693,0.05076386891253426,0.04330668905640578,-0.05641021936289814,-0.7285091071585641,-0.08464375865972396,-0.08982669186257797,0.011489664741230143,0.8113790245108636,-0.4598771848157346,-0.574975961109808
