X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,Y
-0.4828406949406465,-0.5588875760780339,-0.29378300342335173,-0.04455798990582249,0.15516296973116406,-0.34796851698714015,0.18161617575784672,0.012099261629777036,-0.17659248703453423,-0.19710996640857215,0.40375091968775334,0.1638069881029498,0.2690043781859075,0.08953690912209611,0.34161924960568935,-0.11034401185494602,-0.030893873885046164,-0.34479915538745254,-0.3661216281034384,0.06374952575329518,0.7290002904649928,-0.31057900792009285,0.1338567791567602,0.5049223722217104,-0.27959286799037564,0.07680880200286122,-0.037312711211977434,0.049286406080970346,-0.7635117968583099,0.32729740959794906,0.12263799871926495,0.13835935555268852,-0.7065110119352191,1.0,0.9391302239745953,-1.0,-0.7741573431259492,1.0,0.30929628660872543,1.0,1.0,-1.0,-0.5152337188926888,-0.31098373780167143
-0.3758699611531633,-0.6379044752910963,-0.3570184045473298,-0.20294906050237205,-0.2080520314929024,-0.2580433673653514,-0.28680936892852127,-0.46213718547743576,-0.03733124611635119,0.09333188846379281,-0.09064442906432435,-0.01966669852503211,0.06118117545871171,0.158559816304207,-0.20258449017443292,-0.049239610800460576,0.0034181256499608015,-0.30190035575607055,-0.2338687783421859,0.2444277246462634,0.21026194933208386,-0.2509292247093394,0.11268408763186866,-0.009631360705984249,-0.46991292371185367,0.16316444977339706,0.6728475521924548,-0.5334194083467808,-0.0025197633372238126,-0.1151304984684105,-0.3724120493737543,0.015771854364186266,1.0,-0.43275907884805487,-0.3582896026365595,1.0,0.3198283738702632,-0.8388809458121307,-0.17853088416488638,-0.6428494711775661,-1.0,0.5150699589739227,-0.23682521306370474,-0.6393620811945888
-0.31463945039413777,-0.6761673303691915,-0.24452839917559466,-0.11612811344747842,0.23443198351627248,0.041312075747175436,-0.30095344860510165,0.16541342369276224,0.048942347211916815,0.24547539961978493,-0.3067595321312615,-0.15979230935739486,-0.1262933971502963,-0.15993283024612348,-0.18273505472421525,-0.18533565560775334,0.030824334631980754,-0.030209132550046203,-0.3545585622165063,0.06306350146340578,0.15277976144502237,-0.08641828986370803,-0.13129982425070508,0.049449929036828655,-0.17142529669113982,0.06473896202215901,-0.2695549057232408,-0.013054049477678187,0.42778639867675805,0.29690697046547454,0.8017381725629251,-0.8682523286758352,-0.8959018604529647,-0.814553055709732,1.0,-0.4628715457252579,0.691822617765329,-0.6492885394865258,0.6796922187379675,-0.19246479413794948,-0.17427581836778194,-0.7068736841736247,1.0,-0.8337092543364972
-0.3153256630836624,-0.6581282630961379,-0.04735505790845529,0.11037645310169242,-0.2882340205662346,0.16584281500391773,0.34346798763591146,0.04955022785173635,0.15198952794955578,0.30786706443538403,0.09310416513033015,0.05926182047271,0.1597443020185343,0.020635569897582418,-0.16599208622667927,-0.20865708204049271,-0.05077288200337626,-0.11998037271419493,-0.09637153067722926,-0.06364130888651764,0.4024944874205887,-0.13311460115063734,0.038756541331757655,0.23332935649814246,-0.19636653993507125,-0.4326509689517152,-0.01374143356194324,0.00534435438068126,-1.0,0.3533473708266963,0.33430199928835,1.0,-0.25158609818138344,-0.3350342302191367,-0.10944848105681815,-0.48893129510196454,-0.7317003014985197,0.03928944403234946,0.404764069775869,0.2527659777838074,0.4006411977917792,1.0,0.3432067236411882,-0.8256065147607211
-0.36986458284803636,-0.5869431247083697,0.07258721549004976,0.20296877203430763,0.2658048018563923,-0.08476901450807894,0.15481973520714365,-0.32602645997645796,-0.2254914872146624,0.5486192323692329,0.0527830323858931,0.06334008497140187,0.08295780916399709,-0.0776788574746684,0.008851751856383316,-0.11341319234474223,-0.008162935808484817,0.059034168109904916,-0.15340757070155586,0.044316972332735904,0.16449226326252586,-0.25363940717722333,-0.27212451048825015,0.34445146702167806,-0.5777741177563751,-0.21757485204796667,0.1676869998121504,-0.2985176298858033,-0.07439756610479009,-0.062168472785330775,0.5708904214025485,-0.12848987217208052,0.44700280618887245,-0.17634082878357127,-1.0,0.07951098942078105,-0.3070071032135282,-0.3126472825096035,-0.45781541591941455,-0.07861684280467696,-0.2847414626516098,-0.5133940900333329,0.10975092440919831,-0.782721283347467
-0.4545447305251441,-0.47221039098047135,0.09293150186675869,0.08558426388981166,-0.22759035729928667,-0.3524372164796211,-0.442005994152863,0.002157742202439694,-0.12292794391035744,0.6532036292839218,0.03359898792406102,0.014169132875530233,0.13109445439414658,-0.0662264584236214,-0.12735274086021287,0.013093712421240022,-0.054360740153472364,-0.12824470560143209,-0.01306002196810907,0.5038200136751763,0.36273059210908265,0.22769541545103866,0.051771815309062275,0.3803318572743264,-0.3362744172176094,0.370700466106864,-0.09231726403115037,0.3471279917866492,0.7775016428430293,0.028325276896643325,0.32193433341243294,-0.4066669074999869,-0.37307321302782837,-0.4218100481638418,0.5545420351616164,-0.40371047622361766,0.8578511976719634,-0.3419004120122814,-0.022616889295367537,0.20427769268348506,-0.5325044763194173,-0.5206837379508404,0.3129488813095549,-0.8758435001305331
-0.558295564031896,-0.3340633730288496,0.05519121448089326,-0.08546441314300435,0.16052427190428298,-0.3096917364060552,-0.07782790922372196,-0.05993557167696695,0.44797295244630386,0.5240310921253839,-0.02310351978962588,-0.019085711866524746,0.11282045790722495,0.019214297881513298,-0.06642767103396996,-0.15708904540940616,0.33424817747122426,-0.16950666414239268,-0.36611227823949777,0.09513933741407254,-0.16143403942081114,0.6083494455504328,-0.11152617479710514,-0.082668384476004,0.046639041329931574,0.41163006394436197,-0.049538146131901994,0.07592618345933544,-0.362641820534925,0.1499637022218827,-0.2596599323441928,-0.06777059100515526,-0.20198268903235006,-0.3345778596250404,0.14461963594009108,-0.13367674064298463,-0.5696564713905602,-0.5805701925511633,-0.03895904803790129,-0.031090928672539486,0.027157154171060238,0.7732230326588552,-0.0442313357378028,-0.911989623750276
-0.664239591604221,-0.18640405049229525,-0.0006733748518368277,-0.20498600407006362,-0.1351755629466218,-0.12793021735859533,0.3239845454641548,-0.04226913026064805,-0.018751159233958203,0.5760405114137914,-0.30985441412374404,-0.09310965250985637,-0.0650742426031592,0.04658404852714604,-0.10019965724990332,-0.4644881682994655,0.3781289945365405,-0.3957301498975778,0.29208802209252305,-0.49885282006264975,-0.11019918952142715,0.005584127077270962,0.1472361704071974,0.35147308509478536,0.0018714301352349416,-0.12941654468814534,0.021071896181875216,-0.044520448048050665,-0.12306868712588537,0.073572269401744,-0.2578468241917635,-0.4894748519306593,-0.07475447494171727,-0.5313420496165618,0.02933355306629326,0.0199878380496763,-0.04505060671449601,-0.282725911715036,-0.012555652465130795,-0.49862408952726245,0.4384484453606232,-0.3540470152511229,-0.46656803097876065,-0.8826418962624039
-0.7460973943097406,-0.054888997742912116,-0.07928683210531218,-0.24104098806457008,0.10106072509009989,0.021343071668680214,0.1906495883779007,-0.021684278149322833,-0.2725246736563983,0.4229245674506026,0.1721104158236595,-0.03538927462410124,0.009026776816628557,-0.1664108658644028,-0.3845491732356141,-0.44150318358926677,-0.31687652188333426,0.4020219783762098,0.17861857800216674,-0.4131706857012071,0.2891716777256226,0.18059759777170759,0.07414616329806756,-0.18990574894781864,-0.5784679124087369,0.027462203556799514,-0.10540993414193356,-0.20031991593559162,-0.10291235809414812,0.025033815034465556,0.04256298950066739,-0.4083025380857306,-0.3716467003857812,-0.33007901723648203,0.4318075916267774,-0.47346858495244715,0.14809926852029998,-0.28754677930063766,0.16291167266546913,-0.708129787429298,0.15369500676582115,-0.34882195970747154,-0.6039734701729345,-0.8084524221954195
-0.7714412995675359,0.0364281386659564,-0.16097867472126193,-0.15325539476768413,-0.083155756798443,0.09106063891218796,-0.23101420071323686,-0.16737032116292794,-0.0628939323037927,0.10465955234442958,0.13501672666967734,0.3153925231853605,0.2571788632758292,-0.27218288787204314,0.07296036066140177,0.14088695802794393,-0.6433221173703747,0.3809614716029255,0.16203378765599807,-0.10158245268151145,-0.0828241166942576,0.10011247787875965,-0.036739350746263555,0.37697287022887127,0.1072825868911691,0.127450901419639,0.2132060736655268,-0.09088273065066577,-0.1931380631098395,0.19244508873761412,0.21687303865202634,-0.05842105903782857,-0.1036200659408063,-0.5909351530403071,-0.10990843310894072,-0.04177975852947202,0.085502125089022,-0.5551534190253216,0.08978910236844961,0.047433076451266265,0.22556889439788952,0.6194545737362505,-0.5642987839068473,-0.7566344144693585
