X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,X65,X66,X67,X68,X69,X70,X71,X72,X73,X74,X75,X76,X77,X78,X79,X80,X81,X82,X83,X84,X85,X86,X87,X88,X89,X90,X91,X92,X93,X94,X95,X96,X97,X98,X99,X100,X101,X102,X103,Y
-0.4225309793963373,-0.4182634268622316,-0.4173577342279541,-0.413335857384038,-0.4022939472344875,-0.38896186072284344,-0.37543770915709074,-0.3702377062330877,-0.34432765058429393,-0.30137119216355246,-0.25373785139829785,-0.2134433267954382,-0.1570960786699781,-0.09878453055529901,-0.038327402409049305,0.02082969665242529,0.07328065957654362,0.1185225289575782,0.1561519263305322,0.19546995455372485,0.2044797511749532,0.2023938527012803,0.19092897654473906,0.17712130353284783,0.1611624578443538,0.14362115548859888,0.123748888922242,0.10225965799562253,0.08466675760982234,0.07184541329260297,-0.19957694682810267,-0.16214140395795773,-0.09017286905276767,-0.008464178452611604,0.053600809024659135,0.03805512191551186,-0.04773191346446404,-0.17476068165343217,-0.3226405340300884,-0.45805640594888763,-0.6045782795102066,-0.517019394155158,-0.31458853769333717,-0.029088331251236,0.2826965952435532,0.7032703659481205,0.6928185008824139,0.5069814096739194,0.18123695402932682,-0.20912447683053348,-0.8178108453620778,-0.8902085891675917,-0.7699310281392413,-0.4854793581436532,-0.10712606465516272,-0.35516545896674645,-0.29046982817107314,-0.15397310349084525,0.0228798754541486,0.1795231229473413,0.25136748448307933,0.20193387743908042,0.12552086396905704,0.009865158882488512,-0.14602784184336703,-0.4057545634510056,-0.4288120315295296,-0.3414892430054759,-0.15412121988177385,0.10333789614571698,0.5879032578658132,0.6126764518974206,0.4706390876239761,0.20210327338334744,-0.1151371963949398,-0.6186595211446737,-0.6893182090784723,-0.6019740618785887,-0.36178987192508394,-0.022990122083576203,-0.004169478900857837,-0.12093534423728458,-0.12166427131748347,0.10023649619407982,-0.32732508594949217,0.18480915820872124,-0.7923803456310801,-0.003274900380732415,-0.07228935057171881,0.2063339751842208,-0.21026987496421112,0.2411386219376812,-0.23850103864081762,0.3221673871761974,-0.240578698529606,0.07562475143504988,0.18582061365210634,-0.007381457796406199,-0.017937206883864243,0.06163725193894032,0.11559766201044663,-0.07996178044108704,0.10729848984248846,-0.7741455391912783
-0.4182634268622316,-0.4173577342279541,-0.413335857384038,-0.4022939472344875,-0.38896186072284344,-0.37543770915709074,-0.3702377062330877,-0.34432765058429393,-0.30137119216355246,-0.25373785139829785,-0.2134433267954382,-0.1570960786699781,-0.09878453055529901,-0.038327402409049305,0.02082969665242529,0.07328065957654362,0.1185225289575782,0.1561519263305322,0.19546995455372485,0.2044797511749532,0.2023938527012803,0.19092897654473906,0.17712130353284783,0.1611624578443538,0.14362115548859888,0.123748888922242,0.10225965799562253,0.08466675760982234,0.07184541329260297,0.09114563527236119,-0.16214140395795773,-0.09017286905276767,-0.008464178452611604,0.053600809024659135,0.07265742382569695,-0.04773191346446404,-0.17476068165343217,-0.3226405340300884,-0.45805640594888763,-0.5761272731678458,-0.517019394155158,-0.31458853769333717,-0.029088331251236,0.2826965952435532,0.5502140054384557,0.6928185008824139,0.5069814096739194,0.18123695402932682,-0.20912447683053348,-0.5709906486239194,-0.8902085891675917,-0.7699310281392413,-0.4854793581436532,-0.10712606465516272,0.26052737171772034,-0.29046982817107314,-0.15397310349084525,0.0228798754541486,0.1795231229473413,0.26790236573595894,0.20193387743908042,0.12552086396905704,0.009865158882488512,-0.14602784184336703,-0.29508021856604116,-0.4288120315295296,-0.3414892430054759,-0.15412121988177385,0.10333789614571698,0.3707247433899903,0.6126764518974206,0.4706390876239761,0.20210327338334744,-0.1151371963949398,-0.4113500476397165,-0.6893182090784723,-0.6019740618785887,-0.36178987192508394,-0.022990122083576203,0.3889690779276296,0.14837956981692346,-0.40239130733477735,0.30720756372303937,-0.4488632721314091,0.26466236414325395,-0.4590980300063937,-0.5400855611179566,0.031180246608761397,0.04685830560395843,-0.10957547654340494,0.29045323079655416,-0.2743134862515021,0.29470190777960203,-0.240578698529606,-0.5781112384581668,-0.36729363057947473,-0.0902401530306276,-0.017937206883864243,0.06163725193894032,-0.07449558140935775,-0.07996178044108704,0.10729848984248846,-0.06319594125236028,-0.8363174477762827
-0.4173577342279541,-0.413335857384038,-0.4022939472344875,-0.38896186072284344,-0.37543770915709074,-0.3702377062330877,-0.34432765058429393,-0.30137119216355246,-0.25373785139829785,-0.2134433267954382,-0.1570960786699781,-0.09878453055529901,-0.038327402409049305,0.02082969665242529,0.07328065957654362,0.1185225289575782,0.1561519263305322,0.19546995455372485,0.2044797511749532,0.2023938527012803,0.19092897654473906,0.17712130353284783,0.1611624578443538,0.14362115548859888,0.123748888922242,0.10225965799562253,0.08466675760982234,0.07184541329260297,0.09114563527236119,0.12099868320763174,-0.09017286905276767,-0.008464178452611604,0.053600809024659135,0.07265742382569695,0.03805512191551186,-0.17476068165343217,-0.3226405340300884,-0.45805640594888763,-0.5761272731678458,-0.6045782795102066,-0.31458853769333717,-0.029088331251236,0.2826965952435532,0.5502140054384557,0.7032703659481205,0.5069814096739194,0.18123695402932682,-0.20912447683053348,-0.5709906486239194,-0.8178108453620778,-0.7699310281392413,-0.4854793581436532,-0.10712606465516272,0.26052737171772034,0.5052874969611383,-0.15397310349084525,0.0228798754541486,0.1795231229473413,0.26790236573595894,0.25136748448307933,0.12552086396905704,0.009865158882488512,-0.14602784184336703,-0.29508021856604116,-0.4057545634510056,-0.3414892430054759,-0.15412121988177385,0.10333789614571698,0.3707247433899903,0.5879032578658132,0.4706390876239761,0.20210327338334744,-0.1151371963949398,-0.4113500476397165,-0.6186595211446737,-0.6019740618785887,-0.36178987192508394,-0.022990122083576203,0.3889690779276296,0.7122094287913179,0.1214514049371016,-0.4395978062309953,0.4482206064499483,-0.6699924905985215,0.5278151410900769,-0.7923803456310801,0.021618182809573172,-0.026420715887015445,0.23454742554012054,-0.3699328499896224,0.5149322524056101,-0.51118114153647,0.577911283926426,-0.5781112384581668,-0.27861224572937227,-0.435732076364047,-0.3006468093421121,0.06163725193894032,-0.07449558140935775,0.11296961550978057,0.10729848984248846,-0.06319594125236028,0.13974743928373945,0.4728796052821087
-0.413335857384038,-0.4022939472344875,-0.38896186072284344,-0.37543770915709074,-0.3702377062330877,-0.34432765058429393,-0.30137119216355246,-0.25373785139829785,-0.2134433267954382,-0.1570960786699781,-0.09878453055529901,-0.038327402409049305,0.02082969665242529,0.07328065957654362,0.1185225289575782,0.1561519263305322,0.19546995455372485,0.2044797511749532,0.2023938527012803,0.19092897654473906,0.17712130353284783,0.1611624578443538,0.14362115548859888,0.123748888922242,0.10225965799562253,0.08466675760982234,0.07184541329260297,0.09114563527236119,0.12099868320763174,0.1767449470853899,-0.008464178452611604,0.053600809024659135,0.07265742382569695,0.03805512191551186,-0.04773191346446404,-0.3226405340300884,-0.45805640594888763,-0.5761272731678458,-0.6045782795102066,-0.517019394155158,-0.029088331251236,0.2826965952435532,0.5502140054384557,0.7032703659481205,0.6928185008824139,0.18123695402932682,-0.20912447683053348,-0.5709906486239194,-0.8178108453620778,-0.8902085891675917,-0.4854793581436532,-0.10712606465516272,0.26052737171772034,0.5052874969611383,0.544415790119376,0.0228798754541486,0.1795231229473413,0.26790236573595894,0.25136748448307933,0.20193387743908042,0.009865158882488512,-0.14602784184336703,-0.29508021856604116,-0.4057545634510056,-0.4288120315295296,-0.15412121988177385,0.10333789614571698,0.3707247433899903,0.5879032578658132,0.6126764518974206,0.20210327338334744,-0.1151371963949398,-0.4113500476397165,-0.6186595211446737,-0.6893182090784723,-0.36178987192508394,-0.022990122083576203,0.3889690779276296,0.7122094287913179,0.8643647052952537,-0.12093534423728458,-0.12166427131748347,0.10023649619407982,-0.32732508594949217,0.18480915820872124,-0.5400855611179566,0.37861374057280295,-0.07228935057171881,0.2063339751842208,-0.21026987496421112,0.2411386219376812,-0.23850103864081762,0.3221673871761974,-0.27861224572937227,0.29642801782168715,0.443453350602816,0.3200834020297827,-0.07449558140935775,0.11296961550978057,-0.115606633668489,-0.06319594125236028,0.13974743928373945,-0.12223062239968119,-0.053904725065052506
-0.4022939472344875,-0.38896186072284344,-0.37543770915709074,-0.3702377062330877,-0.34432765058429393,-0.30137119216355246,-0.25373785139829785,-0.2134433267954382,-0.1570960786699781,-0.09878453055529901,-0.038327402409049305,0.02082969665242529,0.07328065957654362,0.1185225289575782,0.1561519263305322,0.19546995455372485,0.2044797511749532,0.2023938527012803,0.19092897654473906,0.17712130353284783,0.1611624578443538,0.14362115548859888,0.123748888922242,0.10225965799562253,0.08466675760982234,0.07184541329260297,0.09114563527236119,0.12099868320763174,0.1767449470853899,0.20448278642950246,0.053600809024659135,0.07265742382569695,0.03805512191551186,-0.04773191346446404,-0.17476068165343217,-0.45805640594888763,-0.5761272731678458,-0.6045782795102066,-0.517019394155158,-0.31458853769333717,0.2826965952435532,0.5502140054384557,0.7032703659481205,0.6928185008824139,0.5069814096739194,-0.20912447683053348,-0.5709906486239194,-0.8178108453620778,-0.8902085891675917,-0.7699310281392413,-0.10712606465516272,0.26052737171772034,0.5052874969611383,0.544415790119376,0.35684534034531157,0.1795231229473413,0.26790236573595894,0.25136748448307933,0.20193387743908042,0.12552086396905704,-0.14602784184336703,-0.29508021856604116,-0.4057545634510056,-0.4288120315295296,-0.3414892430054759,0.10333789614571698,0.3707247433899903,0.5879032578658132,0.6126764518974206,0.4706390876239761,-0.1151371963949398,-0.4113500476397165,-0.6186595211446737,-0.6893182090784723,-0.6019740618785887,-0.022990122083576203,0.3889690779276296,0.7122094287913179,0.8643647052952537,0.6628554481329914,-0.40239130733477735,0.30720756372303937,-0.4488632721314091,0.26466236414325395,-0.4590980300063937,0.021618182809573172,0.26692947827816305,0.04685830560395843,-0.10957547654340494,0.29045323079655416,-0.2743134862515021,0.29470190777960203,-0.240578698529606,0.29642801782168715,0.5831351863163554,0.2632729712326205,-0.017874732908915947,0.11296961550978057,-0.115606633668489,0.13218972928749495,0.13974743928373945,-0.12223062239968119,0.15851867392988628,0.05447946372356571
-0.38896186072284344,-0.37543770915709074,-0.3702377062330877,-0.34432765058429393,-0.30137119216355246,-0.25373785139829785,-0.2134433267954382,-0.1570960786699781,-0.09878453055529901,-0.038327402409049305,0.02082969665242529,0.07328065957654362,0.1185225289575782,0.1561519263305322,0.19546995455372485,0.2044797511749532,0.2023938527012803,0.19092897654473906,0.17712130353284783,0.1611624578443538,0.14362115548859888,0.123748888922242,0.10225965799562253,0.08466675760982234,0.07184541329260297,0.09114563527236119,0.12099868320763174,0.1767449470853899,0.20448278642950246,0.2190763734248684,0.07265742382569695,0.03805512191551186,-0.04773191346446404,-0.17476068165343217,-0.3226405340300884,-0.5761272731678458,-0.6045782795102066,-0.517019394155158,-0.31458853769333717,-0.029088331251236,0.5502140054384557,0.7032703659481205,0.6928185008824139,0.5069814096739194,0.18123695402932682,-0.5709906486239194,-0.8178108453620778,-0.8902085891675917,-0.7699310281392413,-0.4854793581436532,0.26052737171772034,0.5052874969611383,0.544415790119376,0.35684534034531157,0.0043495071374450855,0.26790236573595894,0.25136748448307933,0.20193387743908042,0.12552086396905704,0.009865158882488512,-0.29508021856604116,-0.4057545634510056,-0.4288120315295296,-0.3414892430054759,-0.15412121988177385,0.3707247433899903,0.5879032578658132,0.6126764518974206,0.4706390876239761,0.20210327338334744,-0.4113500476397165,-0.6186595211446737,-0.6893182090784723,-0.6019740618785887,-0.36178987192508394,0.3889690779276296,0.7122094287913179,0.8643647052952537,0.6628554481329914,0.1917286449415574,-0.4395978062309953,0.4482206064499483,-0.6699924905985215,0.5278151410900769,-0.7923803456310801,0.37861374057280295,-0.06749419590004868,0.23454742554012054,-0.3699328499896224,0.5149322524056101,-0.51118114153647,0.577911283926426,-0.5781112384581668,0.5831351863163554,0.17711054240570268,-0.34837427763480566,-0.3009299534643475,-0.115606633668489,0.13218972928749495,-0.11023222145193035,-0.12223062239968119,0.15851867392988628,-0.08858122684542014,-0.5320420231349456
-0.37543770915709074,-0.3702377062330877,-0.34432765058429393,-0.30137119216355246,-0.25373785139829785,-0.2134433267954382,-0.1570960786699781,-0.09878453055529901,-0.038327402409049305,0.02082969665242529,0.07328065957654362,0.1185225289575782,0.1561519263305322,0.19546995455372485,0.2044797511749532,0.2023938527012803,0.19092897654473906,0.17712130353284783,0.1611624578443538,0.14362115548859888,0.123748888922242,0.10225965799562253,0.08466675760982234,0.07184541329260297,0.09114563527236119,0.12099868320763174,0.1767449470853899,0.20448278642950246,0.2190763734248684,0.2330582023814991,0.03805512191551186,-0.04773191346446404,-0.17476068165343217,-0.3226405340300884,-0.45805640594888763,-0.6045782795102066,-0.517019394155158,-0.31458853769333717,-0.029088331251236,0.2826965952435532,0.7032703659481205,0.6928185008824139,0.5069814096739194,0.18123695402932682,-0.20912447683053348,-0.8178108453620778,-0.8902085891675917,-0.7699310281392413,-0.4854793581436532,-0.10712606465516272,0.5052874969611383,0.544415790119376,0.35684534034531157,0.0043495071374450855,-0.3904200255821987,0.25136748448307933,0.20193387743908042,0.12552086396905704,0.009865158882488512,-0.14602784184336703,-0.4057545634510056,-0.4288120315295296,-0.3414892430054759,-0.15412121988177385,0.10333789614571698,0.5879032578658132,0.6126764518974206,0.4706390876239761,0.20210327338334744,-0.1151371963949398,-0.6186595211446737,-0.6893182090784723,-0.6019740618785887,-0.36178987192508394,-0.022990122083576203,0.7122094287913179,0.8643647052952537,0.6628554481329914,0.1917286449415574,-0.3647867473366728,-0.12166427131748347,0.10023649619407982,-0.32732508594949217,0.18480915820872124,-0.5400855611179566,0.26692947827816305,-0.26116988162936616,0.2063339751842208,-0.21026987496421112,0.2411386219376812,-0.23850103864081762,0.3221673871761974,-0.27861224572937227,0.17711054240570268,-0.3528034710800986,-0.36835036602949955,0.13626192456501252,0.13218972928749495,-0.11023222145193035,0.1118162560961109,0.15851867392988628,-0.08858122684542014,0.13973707903343024,-0.7097789245117122
-0.3702377062330877,-0.34432765058429393,-0.30137119216355246,-0.25373785139829785,-0.2134433267954382,-0.1570960786699781,-0.09878453055529901,-0.038327402409049305,0.02082969665242529,0.07328065957654362,0.1185225289575782,0.1561519263305322,0.19546995455372485,0.2044797511749532,0.2023938527012803,0.19092897654473906,0.17712130353284783,0.1611624578443538,0.14362115548859888,0.123748888922242,0.10225965799562253,0.08466675760982234,0.07184541329260297,0.09114563527236119,0.12099868320763174,0.1767449470853899,0.20448278642950246,0.2190763734248684,0.2330582023814991,0.2471596125843638,-0.04773191346446404,-0.17476068165343217,-0.3226405340300884,-0.45805640594888763,-0.5761272731678458,-0.517019394155158,-0.31458853769333717,-0.029088331251236,0.2826965952435532,0.5502140054384557,0.6928185008824139,0.5069814096739194,0.18123695402932682,-0.20912447683053348,-0.5709906486239194,-0.8902085891675917,-0.7699310281392413,-0.4854793581436532,-0.10712606465516272,0.26052737171772034,0.544415790119376,0.35684534034531157,0.0043495071374450855,-0.3904200255821987,-0.6893248893935194,0.20193387743908042,0.12552086396905704,0.009865158882488512,-0.14602784184336703,-0.29508021856604116,-0.4288120315295296,-0.3414892430054759,-0.15412121988177385,0.10333789614571698,0.3707247433899903,0.6126764518974206,0.4706390876239761,0.20210327338334744,-0.1151371963949398,-0.4113500476397165,-0.6893182090784723,-0.6019740618785887,-0.36178987192508394,-0.022990122083576203,0.3889690779276296,0.8643647052952537,0.6628554481329914,0.1917286449415574,-0.3647867473366728,-0.8104926341496461,0.30720756372303937,-0.4488632721314091,0.26466236414325395,-0.4590980300063937,0.021618182809573172,-0.06749419590004868,-0.23760981666116532,-0.10957547654340494,0.29045323079655416,-0.2743134862515021,0.29470190777960203,-0.240578698529606,0.29642801782168715,-0.3528034710800986,-0.34425198731110684,0.16703308655595328,0.06444880302127398,-0.11023222145193035,0.1118162560961109,-0.08301546727341425,-0.08858122684542014,0.13973707903343024,-0.15167941060028256,-0.8342256185299036
-0.34432765058429393,-0.30137119216355246,-0.25373785139829785,-0.2134433267954382,-0.1570960786699781,-0.09878453055529901,-0.038327402409049305,0.02082969665242529,0.07328065957654362,0.1185225289575782,0.1561519263305322,0.19546995455372485,0.2044797511749532,0.2023938527012803,0.19092897654473906,0.17712130353284783,0.1611624578443538,0.14362115548859888,0.123748888922242,0.10225965799562253,0.08466675760982234,0.07184541329260297,0.09114563527236119,0.12099868320763174,0.1767449470853899,0.20448278642950246,0.2190763734248684,0.2330582023814991,0.2471596125843638,0.26130625512806405,-0.17476068165343217,-0.3226405340300884,-0.45805640594888763,-0.5761272731678458,-0.6045782795102066,-0.31458853769333717,-0.029088331251236,0.2826965952435532,0.5502140054384557,0.7032703659481205,0.5069814096739194,0.18123695402932682,-0.20912447683053348,-0.5709906486239194,-0.8178108453620778,-0.7699310281392413,-0.4854793581436532,-0.10712606465516272,0.26052737171772034,0.5052874969611383,0.35684534034531157,0.0043495071374450855,-0.3904200255821987,-0.6893248893935194,-0.7847237271040937,0.12552086396905704,0.009865158882488512,-0.14602784184336703,-0.29508021856604116,-0.4057545634510056,-0.3414892430054759,-0.15412121988177385,0.10333789614571698,0.3707247433899903,0.5879032578658132,0.4706390876239761,0.20210327338334744,-0.1151371963949398,-0.4113500476397165,-0.6186595211446737,-0.6019740618785887,-0.36178987192508394,-0.022990122083576203,0.3889690779276296,0.7122094287913179,0.6628554481329914,0.1917286449415574,-0.3647867473366728,-0.8104926341496461,-0.9889876226778557,0.4482206064499483,-0.6699924905985215,0.5278151410900769,-0.7923803456310801,0.37861374057280295,-0.26116988162936616,-0.18459717274445886,-0.3699328499896224,0.5149322524056101,-0.51118114153647,0.577911283926426,-0.5781112384581668,0.5831351863163554,-0.34425198731110684,0.12907672560259842,0.28417665859682906,-0.1728579793322661,0.1118162560961109,-0.08301546727341425,0.07259427161860454,0.13973707903343024,-0.15167941060028256,0.27134054368760685,-0.8701570723718052
-0.30137119216355246,-0.25373785139829785,-0.2134433267954382,-0.1570960786699781,-0.09878453055529901,-0.038327402409049305,0.02082969665242529,0.07328065957654362,0.1185225289575782,0.1561519263305322,0.19546995455372485,0.2044797511749532,0.2023938527012803,0.19092897654473906,0.17712130353284783,0.1611624578443538,0.14362115548859888,0.123748888922242,0.10225965799562253,0.08466675760982234,0.07184541329260297,0.09114563527236119,0.12099868320763174,0.1767449470853899,0.20448278642950246,0.2190763734248684,0.2330582023814991,0.2471596125843638,0.26130625512806405,0.27622182103468473,-0.3226405340300884,-0.45805640594888763,-0.5761272731678458,-0.6045782795102066,-0.517019394155158,-0.029088331251236,0.2826965952435532,0.5502140054384557,0.7032703659481205,0.6928185008824139,0.18123695402932682,-0.20912447683053348,-0.5709906486239194,-0.8178108453620778,-0.8902085891675917,-0.4854793581436532,-0.10712606465516272,0.26052737171772034,0.5052874969611383,0.544415790119376,0.0043495071374450855,-0.3904200255821987,-0.6893248893935194,-0.7847237271040937,-0.6351465429571108,0.009865158882488512,-0.14602784184336703,-0.29508021856604116,-0.4057545634510056,-0.4288120315295296,-0.15412121988177385,0.10333789614571698,0.3707247433899903,0.5879032578658132,0.6126764518974206,0.20210327338334744,-0.1151371963949398,-0.4113500476397165,-0.6186595211446737,-0.6893182090784723,-0.36178987192508394,-0.022990122083576203,0.3889690779276296,0.7122094287913179,0.8643647052952537,0.1917286449415574,-0.3647867473366728,-0.8104926341496461,-0.9889876226778557,-0.8313412055498761,0.10023649619407982,-0.32732508594949217,0.18480915820872124,-0.5400855611179566,0.26692947827816305,-0.23760981666116532,-0.23048033817505353,-0.21026987496421112,0.2411386219376812,-0.23850103864081762,0.3221673871761974,-0.27861224572937227,0.17711054240570268,0.12907672560259842,0.40314661452818945,-0.16661960754721972,-0.013370319651557883,-0.08301546727341425,0.07259427161860454,-0.01538071173551736,-0.15167941060028256,0.27134054368760685,-0.2611582535399889,-0.867249086796511
