X1,X2,Y
-0.6576061562790751,-0.16260443994690887,-0.895468325524627
-0.636159569819893,0.029515625506873144,-0.9109807472735147
-0.5904077559019063,0.11785722333369053,-0.781644946651443
-0.5276221924770669,0.06818953197769728,-0.8068329461789834
-0.4549564257305322,-0.09587512535316067,-0.9697684948226308
-0.38710571040419883,-0.29717272910037096,-0.9864876569943699
-0.33766120099413344,-0.48140931148913135,-0.9440824441907162
-0.32318741460073297,-0.6191499041927958,-0.5527422339462184
-0.35886157038339817,-0.6928763882303073,-0.3486023071774479
-0.4392381701300898,-0.7170561369774291,-0.32971967400291347
-0.5432755752130675,-0.6854350542123778,-0.5120674042285129
-0.6490316157319767,-0.5771599034194166,-0.7898539312571361
-0.7302111726483421,-0.4198154645741141,-0.9578822000866176
-0.7603864823259328,-0.2610224672495015,-0.9162092995787235
-0.7214279723863934,-0.14948165950148573,-0.8434977755029726
-0.5991699896630978,-0.1370771872167995,-0.9346430961848892
-0.39708363572639005,-0.22310347920766316,-0.8514429701956769
-0.16260443994690887,-0.360134641369104,-0.8902240245678964
0.029515625506873144,-0.5155974975780468,-0.10833103665498633
0.11785722333369053,-0.654268443638887,0.29552344580495293
0.06818953197769728,-0.7268559878151785,0.17084924603330864
-0.09587512535316067,-0.6987954170518874,-0.7141029174376944
-0.29717272910037096,-0.5375404877524442,-0.8069609039725973
-0.48140931148913135,-0.2379424173099136,-0.8981081932359541
-0.6191499041927958,0.105790627959504,-0.9864463167841253
-0.6928763882303073,0.340777307643642,-0.933208000314973
-0.7170561369774291,0.35786655957228897,-0.8863537934564353
-0.6854350542123778,0.11607179309022819,-0.9282983582030788
-0.5771599034194166,-0.293460088647692,-0.9468148352297334
-0.4198154645741141,-0.6628191921569279,-0.6097090436631363
-0.2610224672495015,-0.8600252779695818,-0.8315268317650302
-0.14948165950148573,-0.8497584746668437,-0.11066577424308044
-0.1370771872167995,-0.6807882853599985,-0.9239438560573251
-0.22310347920766316,-0.512208827114676,-0.9676680184259223
-0.360134641369104,-0.425750467855734,-0.9742509547619985
-0.5155974975780468,-0.40504863884974673,-0.9147682979644868
-0.654268443638887,-0.4338365293204862,-0.9959860624434033
-0.7268559878151785,-0.4469535282905992,-0.9813595023426119
-0.6987954170518874,-0.42789097074933224,-0.9786054569077522
-0.5375404877524442,-0.43766410832016656,-0.9623587542816646
-0.2379424173099136,-0.4926867969859847,-0.825404543485964
0.105790627959504,-0.5989671329795347,-0.8823477302255994
0.340777307643642,-0.7473766886207922,-0.8835406905783693
0.35786655957228897,-0.8727303772514857,0.5109256269931888
0.11607179309022819,-0.9196917885099506,0.7445371865034058
-0.293460088647692,-0.8473362051069911,-0.5808299539351942
-0.6628191921569279,-0.6231774123135315,-0.6031536674672231
-0.8600252779695818,-0.2698011578271998,-0.7067797944800975
-0.8497584746668437,0.11888445545302839,-0.9506378203866294
-0.6807882853599985,0.40716985330555633,-0.998887751486279
-0.512208827114676,0.48726857567421633,-0.8380999251939053
-0.425750467855734,0.3175873727938874,-0.8783613528091657
-0.40504863884974673,-0.03368372619346327,-0.9584570258671601
-0.4338365293204862,-0.40244746060503567,-0.8757510138194418
-0.4469535282905992,-0.6741739437271703,-0.9265482893027285
-0.42789097074933224,-0.8017687006071332,-0.8159927556202999
-0.43766410832016656,-0.7897661811380478,0.35022048112130433
-0.4926867969859847,-0.721605265095203,-0.7662486712075278
-0.5989671329795347,-0.6308709332907481,-0.9083861569353124
-0.7473766886207922,-0.49845905420221326,-0.9268986967990865
-0.8727303772514857,-0.35415659373012676,-0.9979723611165794
-0.9196917885099506,-0.22604268115299098,-0.9979113350919327
-0.8473362051069911,-0.15855082187164216,-0.998584589944486
-0.6231774123135315,-0.22047477192142229,-0.9966573487145163
-0.2698011578271998,-0.38977097785846615,-0.9693767471160282
0.11888445545302839,-0.5836161572248352,-0.9267293987952281
0.40716985330555633,-0.7464943556740097,-0.9982479625182094
0.48726857567421633,-0.829273304893565,-0.6664396236072285
0.3175873727938874,-0.8248415502177012,-0.32629827945982126
-0.03368372619346327,-0.782205363416169,-0.8069609039725973
-0.40244746060503567,-0.7120722343666273,-0.8217055789598016
-0.6741739437271703,-0.6054779925317918,-0.8713020197645577
-0.8017687006071332,-0.48812120388733193,-0.9978247175085633
-0.7897661811380478,-0.3833557562552352,-0.9979113350919327
-0.721605265095203,-0.32566558617367514,-0.9982223709594866
-0.6308709332907481,-0.35958311128541764,-0.929843694633647
-0.49845905420221326,-0.4693120240594135,-0.9128705854561203
-0.35415659373012676,-0.5988444468944247,-0.9102189062561518
