X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,Y
-0.6248460223831049,-0.1556032538626595,-0.48795506302448044,-0.3367557848876227,-0.26109491265595297,-0.16618097895581285,0.3837596101007801,-0.15296300789896533,-0.5838033373193067,0.05463009632294802,-0.2617582800945212,-0.2340504602340424,-0.07559302538176649,0.19071577686257601,0.36157166833015175,0.08111318623022812,0.0105087258719323,-0.637293049499243,0.202306966453063,0.09355233507690941,-0.037880055807785085,0.07718771120406998,-0.046124998732401834,-0.3219768050871541,0.07115427194782686,0.060704781626080395,-0.36381191797983814,-0.22790445088206357,0.2599269347182531,0.4710166852786797,0.0768853831971037,0.06439744482659515,0.12147431961647825,-0.0428028206229345
-0.5523322727686126,0.05504309776843774,-0.5751449193431277,-0.4364809635001413,-0.3087847012815288,0.08322445031780945,0.5405544726907976,0.2906970330130576,-0.4078996185669611,-0.13883604730580312,0.1916253611274521,-0.015481627036292966,0.14768670331975642,-0.3755975445958273,0.23232935689337708,-0.044894004019641054,0.08727081398831449,-0.34777417349100737,-0.33686500299030975,-0.121801426980499,0.026898953735750464,-0.3221598373265061,0.17820220583362834,-0.08786082277287566,0.1543169720515516,0.028251155696364272,-0.051789418329190706,-0.45391514921159926,-0.10658049459613095,0.415257292611521,-0.1338699705582711,-0.012528137519124849,0.08620061423318748,-0.4163588778456673
-0.36902609417609455,0.19730919313855888,-0.6586963617843149,-0.5200876583290506,-0.06927973727896808,0.29874116248952376,0.42027421026692835,0.34133628080152856,0.23594570806904258,0.1771713431197195,-0.04919346763147525,0.1996648171304578,-0.18185392660823985,-0.3115125707666503,-0.3203072113083727,-0.20638016745389887,0.16412114272102873,0.0792951194766669,-0.0406145586905895,-0.22209447688871764,-0.23018849191196733,-0.48753025258469307,-0.18217288754358862,0.09892447919404468,-0.019378875099581694,-0.00034866313023151907,0.27742657313425934,-0.3435850722137991,-0.04352825991262321,0.05623476742136524,-0.16483852546588085,-0.25592770664208253,0.34372548971065964,-0.7459625135646777
-0.11392382037694893,0.2280476685412689,-0.6962397660918107,-0.5757174597071362,0.2663320518945589,0.23834587838215526,0.0853777284159376,-0.07661027763070627,0.5542103451677582,-0.19306164488143207,-0.01698732065931219,-0.19483993689936618,-0.26714073649412085,0.1697607282726099,-0.3326874379043464,0.03922002587558637,-0.11334642143152651,-0.20972342545690215,0.41198961200677875,-0.11429971547097284,-0.31394322901042615,0.035729934603967006,-0.2530283737631933,0.10696301726684299,-0.010262546893596736,-0.03421015254360127,0.21675539728169757,-0.03758494660390044,-0.25383830224000425,0.22734395700450105,-0.19185810156451844,-0.3529465724627361,-0.2054616459125883,-0.8023259605649546
0.14928077488768188,0.13415117371062468,-0.6565470806557583,-0.5985859198107722,0.38738289337759335,-0.08255721849870412,-0.2799147342089564,-0.4299478571830446,0.21145965152252555,0.14464193490187305,0.03110151780614001,-0.0786407178844003,0.1615598501490101,0.1790287188500468,0.2668943752955939,0.12393049456951788,-0.325898724840353,-0.46176762965829155,-0.0067654304390883935,-0.1378221695535864,-0.08085775641200355,0.03440177908065767,0.1821553350076881,-0.03942988026534777,0.10327378807536469,-0.1961185748391845,0.21796556086842167,0.08282471184133655,-0.5970458975395192,-0.11950671514887212,0.008167433781538058,-0.0035532679959127123,-0.42333222255950476,-0.8733929154783472
0.35143232683282544,-0.06350284338688339,-0.5334855852971412,-0.5858764257056286,0.16226709708209497,-0.3876164154000198,-0.4828074712257485,-0.2770863563640992,-0.30548697661710333,-0.16987721600518157,-0.05553917202411063,0.1796143560698642,-0.1021216550639038,-0.39479355658670345,0.4023200293811362,-0.12211011099919655,-0.13233005942418985,-0.07223870492678419,-0.37079254753598423,-0.19862474895635263,0.08741872181768295,-0.2908772461283523,-0.04185003274147103,-0.1857155161895746,-0.14544292395600367,-0.06725226687089148,0.35314571106271764,-0.029649601706785766,-0.046917281272571776,-0.5866140432413249,0.1323708301087383,0.36829512813573895,-0.21645752354892778,-0.8383732702874318
0.4373585389372623,-0.3153271397346513,-0.3475261534135603,-0.5383696854602706,-0.24225432064717312,-0.3873038873713318,-0.5015172676581615,0.16882603910730887,-0.384481361469597,0.13710892074139625,0.1522798940594643,-0.10548424366873865,-0.251024441413189,-0.5036318061191074,-0.28874855552117573,-0.06959390928741915,0.029020635082992685,0.028229961593770447,0.012429940297973063,0.02892112417170889,-0.1688324699263265,0.1738635225002585,-0.4836883083575604,-0.1394610373983075,-0.21968099930157914,0.21329043455187802,0.07949157809560337,-0.2708397591006608,0.15418494687098439,-0.14320529437926144,-0.018570930120493157,0.3841188966514899,-0.6129320451132089,-0.7974247912605827
0.3822917938098589,-0.5577411513357917,-0.1397324271907726,-0.4540289427421673,-0.4730625992745795,-0.030440040085036202,-0.44052710175212384,0.3899008284108023,-0.047817513644077825,-0.09514493608748675,-0.1861060388400021,-0.006995447530452115,0.016122764182108673,0.1315654897564802,-0.5690456192675366,0.05494774824533044,-0.0873413841114391,-0.4048221849415996,-0.000988166949100977,0.14309727963482444,-0.24854557569393576,0.622298916306876,-0.01637371403495569,0.05778668799009301,-0.0031217332533195474,0.06437152381395017,-0.22529013214405103,-0.4445490322480614,-0.06321044362222727,-0.18871338860282272,-0.24857510485613976,0.07978921741157863,-0.3158705515748146,-0.8609818899817925
0.19721402484216122,-0.7292003425463323,0.043958391510523054,-0.3363997846709502,-0.2852674807403388,0.3962672194531469,-0.41115055005401147,0.21197667073782034,0.18363353323417497,0.007034121993679587,0.05804003527351975,-0.13828046181289078,-0.05032001022558641,0.5160445434727803,0.10872365671205597,-0.16579754152980908,-0.029321935566511637,-0.3358029705663421,-0.5093903030918006,-0.15885844652685543,-0.024068560201600864,0.17251969941788858,0.3259817417921078,0.1669169888858213,-0.2529896039169266,-0.14289554372762858,-0.3422403728852006,-0.2965022975286258,0.34945066087161414,-0.341949498797663,-0.3396360682793427,-0.30176926087290357,0.13204670632737936,-0.9051279867241553
-0.07864995312418477,-0.7825168278839315,0.16815799108021556,-0.20500086178492116,0.19531150323316337,0.4906820618075889,-0.3982783486762096,-0.055134631184144856,0.06749647770679523,-0.03592939500023251,-0.02930314769946807,0.04723448872402858,-0.022858979463013962,0.07996995191501122,0.4778469580126201,-0.027682230289511334,0.3026972091754778,0.16738925312665343,-0.21431066910103624,-0.28685917128630567,-0.30683290267591845,-0.18635310381636228,-0.02474159677918597,0.05882654437276824,-0.22477692647033132,-0.028594095949079357,-0.7080252824828297,-0.05468682433166061,0.24258490444146807,0.2152741383337633,0.039877386179429486,-0.3675825164292835,-0.3949164414319227,-0.9077011006089505
-0.3822637651728268,-0.696440870833793,0.20838548020216874,-0.08811852337866,0.5517239654023856,0.12716124316825073,-0.3577590417587655,-0.11844269870430346,-0.14444858611147882,-0.009057654797474113,0.06836015639623527,-0.02315289336696813,-0.1682977451635712,-0.3787538630402838,-0.07388356407543395,0.0011282078590035827,0.3093599669219578,0.05824326100164079,0.5381003437211365,-0.19800562152916057,-0.2300607725108248,-0.18677500865247887,0.151710708850175,-0.19847926230049096,0.32346202286619463,-0.22716309172462634,-0.6504819168937185,0.048718028116696344,-0.13291221450461022,0.10799585631332809,0.2304629727096592,-0.2233891069935412,-0.3363514614185781,-0.535212233476686
