X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,Y
-0.2669165611400527,-0.3514593227051457,-0.3113735724645116,-0.170231697138592,-0.009705696129857388,0.02177695780691491,0.17923030892733105,0.08626031308121562,0.033423627787751764,-0.05231747841512613,-0.4477967203623864,0.043350128665460286,-0.18120942679593322,0.2477477097985754,0.05500591317351322,0.004022210363473722,-0.21846024107584472,-0.8427606073260228
-0.11375480739792998,-0.3579723497096645,-0.38828768084412013,-0.1280733668878341,0.12048841535689458,0.23078813523338315,-0.3298765588223648,-0.042337632530865865,-0.1322498042893676,-0.30392610178711954,-0.1413936743786326,0.0704696688777211,-0.5017298805505153,-0.15836288312020463,-0.047709681794975034,0.28109767673032193,-0.29917521771828737,-0.7720493824427862
0.06565980331781951,-0.3608991963912357,-0.40821859529550497,0.011624020015347236,0.1629605689284619,0.19429646372862752,-0.27894380803815433,0.1576671249355328,-0.01825639974954607,-0.03664393468547589,0.21704924717202667,0.1572344784642652,0.15529942204221592,-0.05654725744665512,-0.016184074129374393,0.3030490519979523,-0.3101988599510568,-0.31098373780167143
0.2349369472661289,-0.35701612383654147,-0.3540046855956631,0.15308612840655544,0.06316422734199167,-0.05490579034309262,0.26541290012078345,-0.11731797539061939,0.17955541791714635,0.2985926914657455,0.017447861796069386,-0.04799747377458752,-0.06417104386039574,-0.019607055773819826,0.026670676268267135,-0.01213807595673666,-0.3537423910818218,-0.6393620811945888
0.3516249964633882,-0.3552408365281857,-0.22202120017125782,0.15250722863446287,-0.10893227527799121,-0.10218996634606481,0.336777202468167,0.1561478196763213,-0.052465083121486566,-0.23912566340722485,-0.17234171290579448,0.27199409114524986,-0.4909631692219433,-0.05470883994166309,-0.060383357789834946,-0.4371699395956785,-0.39485416302613474,-0.8337092543364972
0.3839582401735868,-0.35198158528462076,-0.039552179903504237,-0.006418246926495841,-0.1882382579566736,0.12341789112359391,-0.23592272980421958,-0.011063733506329942,-0.15068368303542057,-0.4757335120859624,-0.21947360479306466,-0.03745283974111746,0.040544486515087685,0.07799690199721798,0.046389969365305594,-0.5673922550035078,-0.44890039222208533,-0.8256065147607211
0.31957542244551695,-0.33757801600548,0.14520799435348142,-0.1784005285925474,-0.10052187711430294,0.17941113717463963,-0.4625586529346454,0.02383673384841467,0.17036528155735908,0.16783948700837148,-0.13279218265101878,0.021225031408211414,-0.007833642378244021,-0.29837853107675527,-0.07489840744946585,-0.20803484150790363,-0.5167826502474728,-0.782721283347467
0.16775739064211348,-0.30560557285266954,0.286028600756399,-0.21615920187883553,0.06571981853182152,-0.08687962447560316,0.04044971204089243,0.0740250261394364,0.13330818515009302,0.1884866439789059,0.21961360983133393,0.3719126869803002,-0.3967731750980197,0.17729773020932615,0.048092551441528686,0.3527443961889105,-0.6015511571357961,-0.8758435001305331
-0.04207059203195995,-0.2570049250741333,0.3581468379388457,-0.09950731050173,0.19206049312640072,-0.2258197933729238,0.4257766112017236,-0.023804582642886096,-0.18686563244896837,-0.2776929898840238,0.12179847508708175,-0.19922531276359579,-0.1710582201358517,0.03997387844298461,-0.04676003738493251,0.5725355040814488,-0.6276767576586563,-0.9119896237502759
-0.2669350736630247,-0.19640895987575646,0.3454494926413578,0.09891548438128317,0.19405983946026728,0.04578430801827471,0.0851496370141025,0.09706213994312729,-0.18271674319988251,-0.14265406371941336,-0.4506977283011909,0.12672753298383066,0.13097886973153194,-0.4134659908180467,-0.009046784391516738,0.21233848803354394,-0.6482471536686425,-0.8826418962624039
-0.4563164743099223,-0.12842362911561944,0.2389595115201426,0.2532070052906503,0.029578037254316847,0.35997197458284536,-0.40239888649412103,-0.013851441804715647,-0.03996321687014581,0.092237336143149,-0.3271666328388275,0.29754646756664127,-0.2711462015270023,0.28886579743486407,0.008638718983766225,-0.41579378715200743,-0.6711306701354325,-0.8084524221954195
-0.5618959532028018,-0.059222107738926555,0.04889793680334509,0.22017642650175628,-0.22454330316309923,0.2609762685299677,-0.2208008094645515,0.05324074589422101,-0.00611731127603754,-0.06899698487256511,0.36343193186333855,-0.14168583702026105,-0.45078820360466865,-0.024265422119182256,-0.04741418720363377,-0.7014365693601465,-0.6346194330629528,-0.7566344144693585
-0.5493165085799805,0.0016610331350839225,-0.1880631069967602,-0.04478843428506185,-0.3514044906335624,-0.09191652661595318,0.34819647469491133,0.05680906554423659,0.11390345358625154,-0.05683686157312062,0.2264343839622791,0.20044811400556894,0.21052014554283294,-0.3181842250438447,0.036769697826390946,-0.3964635625339942,-0.588743256163047,-0.7079784514557954
-0.4091747021742065,0.042391225644044184,-0.4173970858347862,-0.36585545528544894,-0.17577308506775413,-0.16876939801251423,0.3327679244982584,-0.029116816029480574,0.13510482943085522,-0.003424490954290871,-0.46558719244012003,0.04494039740053313,-0.06733669553821453,0.19020757516803544,-0.05818401555872299,0.19084035894337847,-0.603294730066684,-0.7435909800303042
-0.16047486868522898,0.060470004535370325,-0.584578763888056,-0.42198723747269984,0.21017587672049798,0.10883595051212103,-0.28654625673403933,0.1032167307588443,-0.15879533397119427,-0.34184803295887656,-0.30265993042996464,0.09455311472924799,-0.6072300413449516,-0.09429526535702204,0.02533120957133117,0.4403782019328446,-0.6203375947302532,-0.5413386951071508
0.14980269404098845,0.06983384290913963,-0.6421438950486584,-0.06985742580148835,0.4548927123392519,0.2570034768146634,-0.4538426518559483,0.016471525717382418,-0.16413856963255702,-0.14377646110545983,0.21051646642779898,0.19323537211335085,0.12372654559561935,-0.052137871002031155,-0.021649384573666275,0.1511767647241522,-0.5489964033494696,0.14972617680928746
0.4511012058448518,0.08222424343233858,-0.5570910972775884,0.4057581746699588,0.2665094219145645,0.04683304821426737,0.15029849772118564,-0.005413281449601737,0.1354308179411352,0.4504204384253385,0.0913263584384909,-0.1705409591106264,0.05343770923460189,-0.06341737157296401,-0.053722770408062503,-0.35371329585408995,-0.5136938399538871,-0.0428028206229345
0.6607817408671086,0.08688701085678185,-0.3172024011420035,0.49173643999447036,-0.23065132245451903,-0.10402060840769833,0.4604574121825933,0.09675619481146946,-0.05794889575770523,-0.08182189716480837,-0.10945596661882873,0.4150665413961996,-0.5528434106259771,-0.080337164085025,0.10187649686897937,-0.6112060730246146,-0.4454756061787215,-0.4163588778456673
0.7115000649676173,0.08003504780823434,0.03150038677834721,0.04198105782857864,-0.5287121259021179,0.08395217789068843,-0.08618889616100722,-0.031763858265750566,-0.22055322798885613,-0.5755556164065203,-0.22205033688580889,-0.07632023902680707,-0.0003160197241582896,0.2043430700158626,-0.1817867023877786,-0.38723979794702235,-0.37391070038587804,-0.7459625135646777
0.5760511236039789,0.06852079803095856,0.38815944564905713,-0.4959401648870585,-0.2946440446468628,0.22336063099588777,-0.4994450958293246,0.13680858724782508,0.17597202986010485,0.0870770671765202,-0.23670525276685284,-0.11897480568734609,0.04908000324010864,-0.42592233863235873,0.15214789488966707,0.021063290405315183,-0.2651940630930202,-0.8023259605649546
