X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,Y
0.11116317458072955,-0.3261140959530515,0.35376655283554026,0.24997881767240782,-0.1838211566618092,-0.5949495300208707,0.44273571879806806,0.32888467741064,0.602921518436849,0.2169378799482351,0.26719339992626656,-0.32829175632183316,0.2475887579539604,-0.3936883076408755,0.03920403614041423,-1.0,0.07181802965587458,-0.4539384667788142,0.31737686919670693,0.23033967863428284,0.17590197452182843,1.0,0.2831765431438027,-0.2342319477957142,0.11241604874813049,-1.0,0.08969999531471928,-0.7706971330540353,-0.29639625999822694,-0.7069167728625617,-0.7620746556711893
0.07199439974385413,-0.41978859876561436,0.410161532623029,0.36918640286096505,0.007321217958082826,-0.5987288727694033,0.4283055708800234,0.2828189805560244,0.5926876957495613,0.17339037279589653,0.37774352009125733,-0.1701190291051855,0.22728048539997658,-0.25175355674160793,-0.03806481680864604,-0.9196299518595973,0.07698110736639374,-0.4695598975934714,0.29976279906750825,0.15527933992833076,0.17826662154574047,0.9064214421718955,0.3519354295319739,-0.15294041565859395,0.13316004353751532,-0.9656896382764435,0.0556073539748525,-0.651148971430769,-0.29608297283720153,-0.6145812558620944,-0.7768203372440253
-0.052893636339644945,-0.4411142482797492,0.4382668945602681,0.4999609386451569,0.17621860435946357,-0.5485398293140953,0.42714684266561864,0.1793185572190783,0.574994622898251,0.13550009249872463,0.3310838051915379,-0.1542049840065951,0.22103740370623792,-0.08139003246994869,0.15734611301686452,-0.8462645733915249,0.016274691216903392,-0.620391167141757,0.13661649806902476,0.061782424822168336,0.23616425304035227,0.7797298010383369,0.45609508310887903,-0.18143794452140038,0.11582282354762974,-0.8941245442025938,0.0588528905200143,-0.5389927735175377,-0.25954084738051975,-0.5474048524818564,-0.7731167707094525
-0.1922010844637616,-0.36244529790506097,0.4137540934156323,0.584576658673069,0.2534538526265344,-0.42222862837507547,0.4413810865316006,0.179558859572317,0.546398441954915,0.09223938313048508,0.17859428528011367,-0.26973119807202617,0.22698365278526844,0.08134574710303855,0.14627665269486667,-0.7831390472004099,-0.006417142805679621,-0.30441961351106006,0.40986785546223814,0.051197831962584095,0.23863858020870055,0.6960985296965694,0.535946868971817,-0.1228105622973753,0.1322239235278062,-0.8373181954669692,0.06246022502402804,-0.42572552813693154,-0.2647587214428505,-0.4566036138923153,-0.726410681634563
-0.27355707111988026,-0.2132397908394279,0.35418272541157836,0.5941748339198516,0.2592246165067318,-0.28817763394163587,0.4443065602269636,0.2643689333199357,0.5199736635122421,0.04828901758981763,0.19363532030308095,-0.21324365071006834,0.24359679965293535,0.23577920690207432,-0.10966767817168999,-0.7179462349531641,0.04378050435213199,-0.36275954009759903,0.24239535464571205,0.08571534067299758,0.23627634637350603,0.6411991515614095,0.601558913132205,-0.19232860783548444,0.12293915237049391,-0.7979391016616735,-0.11642591592140294,-0.4051452988706895,-0.30106792558973483,-0.352579449491051,-0.8554868338209696
-0.2693396422938278,-0.053278389735204934,0.30064786998875515,0.5497612559254268,0.27209656945602556,-0.21958242323173427,0.4152862551380183,0.25854690494947463,0.5075808714354184,0.015389942317202365,0.3342743342134169,0.003669473880690166,0.2564173059349244,0.37403773384547767,-0.05531941739519275,-0.6553086761908861,0.030339557403005202,-0.3723336107573523,0.08498721147866939,0.1436240723525617,0.2577419869068198,0.577857630726009,0.6824239743691383,-0.25255159217385637,0.1492576305365072,-0.7269188234209221,0.012622981743215522,-0.3055771256758295,-0.2966081875036094,-0.28506383211797803,-0.8934689661699773
-0.20998023025727153,0.07748535870875206,0.2744168503123807,0.4881356159261989,0.3166574060156191,-0.19857961808377744,0.36658453624026266,0.1021369928252196,0.5045545969197822,-0.0069097228737282634,0.32983276291949837,0.08648081767081384,0.26140963780468196,0.45923951890501047,0.045831451743078455,-0.605556182694204,0.0226263806343987,-0.16209355582584584,0.13863491147144957,0.20256259409274224,0.2536352371147561,0.5644600362496377,0.7490329185904057,-0.061156409993741834,0.2136083247069751,-0.6972062323650947,0.02138501570715401,-0.2533833612702716,-0.2642686638458712,-0.24789846030929985,-0.8967198745725466
-0.149729735250976,0.180768142205175,0.2630385708158407,0.41623994636259365,0.3353345188873065,-0.1519914542669999,0.32159989045831594,-0.06877586667286884,0.501406298760726,-0.027515140428081564,0.2026584193919505,0.04461732295681964,0.26003334714047477,0.4822568295826699,-0.05360154317548249,-0.5620050354529359,0.0703157138875028,-0.08384835650599254,0.08446933083599606,0.225444543934342,0.23389906107983194,0.5712278739248196,0.7875700456888568,-0.02168574138042656,0.19501261219470778,-0.6942184494501737,-0.20777812061776268,-0.28640629722577915,-0.2244570032519123,-0.21539901865267186,-0.7943917029136095
-0.09820673375919131,0.2600768422001867,0.259288871339318,0.315538420287403,0.29576767713695173,-0.06883699898612372,0.27930062782386744,-0.17519908443590138,0.4991997806262527,-0.04840898369658864,0.10345978565596958,0.038405179815409474,0.25383675187417465,0.46485354045780447,-0.17999413157680988,-0.5165084840253056,0.11393466903303495,-0.08903670865447999,-0.07116743405765369,0.2625471676916522,0.22247936222843756,0.5651441977666234,0.8195597845403817,-0.15946319575753332,0.12135470759468725,-0.6698941186875891,-0.1993863741947448,-0.27850626305582615,-0.17974778428892846,-0.1852129455287691,-0.6649589109868368
-0.036069164691375666,0.29991507534415573,0.2727062080476239,0.17556386020841064,0.2173771495562049,0.011117953284083493,0.22600652816868783,-0.24814508067639585,0.5032868639963735,-0.06677566516589473,0.034559201183274046,0.0672196530783149,0.23504123193165438,0.3975277419574792,-0.1994970152356368,-0.4699275570822943,0.11681049767793805,-0.08388737238776633,-0.2585501495624426,0.3310190518935616,0.22607331183541635,0.5575399518373347,0.8567280205259251,-0.1811862603899117,0.05891086439868065,-0.636259500506242,-0.1387965436450671,-0.2589977531913146,-0.12869870508099435,-0.15779628481199737,-0.6706514299196059
