X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,Y
-0.20502814895082844,-0.14614522356183957,-0.08702831877930828,0.27996014401325753,-0.7966368904289138,0.5693276256159483,0.36386123776707957,-0.1974942002533837,-0.28087938367217347,-0.12719116126341112,0.4350078803002533,0.32624287897962745,0.060645390929561005,-0.5969762427023504,-0.07806214723064564,1.0,0.15740847116808854,0.9277859128848762,-0.1817174204712071,0.5387069026764688,-0.7664640678603125
-0.30216959601816396,-0.21576586849700508,-0.11997774060790634,0.15868892080118857,-0.6405685541449773,0.6066500282226093,0.3416010499339368,-0.2578744411612722,-0.2589137127765704,-0.03251344978159554,0.4449826199293585,0.23592787016470407,0.05838273342611555,-0.5701316345080091,-0.09827789043928126,0.9049407603432298,0.20389290099593915,0.8230231980176412,-0.26007592922271383,0.4234191268807186,-0.3376733646353297
-0.403708212060613,-0.2393504710754426,-0.192318012940782,-0.0033105273353746245,-0.4785930840751702,0.6542737210629201,0.311852783011753,-0.3081398358929063,-0.2337291806846784,-0.04137930053324146,0.43254529986411994,0.1502399036592088,-0.06688672069038115,-0.5267199298319591,-0.046852636478341925,0.8145602229130666,0.2277704945370722,0.7483443902479452,-0.33556075357969917,0.33061698151134067,-0.7620746556711893
-0.45596294041377305,-0.14497735712546045,-0.30484838440285233,-0.18722517838111208,-0.3178940018509143,0.6988203621492839,0.28100545377721287,-0.3013158136390972,-0.20968194184846511,-0.15184387190028859,0.36548170612007547,0.08952562554755117,-0.11988090568702481,-0.49054166940771615,0.09749796502013397,0.7397294305921132,0.2420746824886233,0.6600338332694138,-0.38221278846580276,0.2505488483889491,-0.7768203372440253
-0.4174031237293705,0.0029646640537193125,-0.4067506602491415,-0.3269014399782416,-0.17989144491862097,0.7193863010140349,0.2611920776720589,-0.23561836043585105,-0.19533957680299796,-0.11276967747284472,0.3037748725994571,0.042907393041363706,0.059564611880490226,-0.49456712691024385,0.2274317981222269,0.6663379575594366,0.2881508668072341,0.5468943259324468,-0.3392211349021895,0.13813066654773065,-0.7731167707094525
-0.30154384419847113,0.0646532396682511,-0.44256167688833514,-0.38234965081190964,-0.07205152114741464,0.7149043772815713,0.25190779299616617,-0.18776588515134496,-0.182253338548499,0.04601607929071938,0.3040546189460085,-0.018420419120877662,-0.024244288547396464,-0.4795627798192754,0.3630647140999801,0.5827875409073562,0.3279137187585275,0.4947647037999148,-0.3122219674657104,0.03248913602972081,-0.726410681634563
-0.1635602890704112,0.025682396912692473,-0.4276889667061161,-0.3948111876200402,0.021299262353041026,0.7044975788522074,0.24176219093330764,-0.18840618948037136,-0.1587180201235182,0.015236676109397385,0.2821984207389354,-0.06579152397307375,-0.22708753428011963,-0.43490281914269835,0.5047740851121119,0.5233600022947416,0.33951136354761036,0.4321338533590311,-0.15718679908344357,-0.04094061816156591,-0.8554868338209696
-0.048250599877960654,-0.006316161983575541,-0.417706024251831,-0.41763906669295636,0.10861481823403407,0.6940819893604837,0.23102311134045217,-0.1642560862543837,-0.13562506318472844,-0.1463755640112797,0.19648841931642402,-0.08301057245926613,-0.2037936705189609,-0.4000927945190641,0.5823175989883882,0.48955658978557026,0.35037589963024973,0.3342101769322494,-0.04901457023175926,-0.09716031584713891,-0.8934689661699773
0.04507287307776031,0.004486461271735465,-0.41095661689975516,-0.43407367889923043,0.17814238981198094,0.670248536189747,0.22994513761391833,-0.07789922797252857,-0.12485880723518938,-0.2235858111350808,0.09831940230938452,-0.09068117304034962,-0.12626065460787483,-0.3758137815874324,0.6236159938589385,0.4502698167700725,0.36978282268895923,0.25674353865775745,-0.009583705814545262,-0.15581864001130286,-0.8967198745725466
0.1258270406288764,0.007831369960267898,-0.3667549589026349,-0.4018073156352333,0.21804494325753376,0.6234696419187327,0.24352109422764778,0.0295690881228603,-0.12311708572121416,-0.2328022365387894,0.010079738378415026,-0.095431352172618,-0.14388235728386378,-0.34256960038926487,0.6327100732152031,0.4052460454086302,0.38645354257247466,0.19806736550247095,0.12084597846451528,-0.21483576461391385,-0.7943917029136095
0.18102835769161008,-0.013321293339697338,-0.27516116654509604,-0.31660772128317727,0.22832760172755306,0.5557585553700168,0.27053354486442327,0.12729264524175998,-0.12541817296072877,-0.27303595245855594,-0.08673385784501875,-0.08891892880039265,-0.19564090288792446,-0.2951554015954937,0.5741900380930742,0.36921065872240977,0.39380809117956495,0.1423103184146055,0.25755057435496,-0.256127201096894,-0.6649589109868367
0.19464828408179402,-0.03195602340299675,-0.1516733308822732,-0.19429826556731578,0.21231631188151323,0.47033176386859576,0.31035263487194675,0.2195296383443115,-0.13317112577537493,-0.34079145041458914,-0.19992687494429962,-0.06787820808122258,-0.1948504075316002,-0.24385186787250757,0.443899595807683,0.3421157051649759,0.3985578444187552,0.0860345784679637,0.3446854418802623,-0.2830348349146262,-0.670651429919606
