X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,Y
-0.2669165611400528,-0.35145932270514624,-0.3113735724645078,-0.170231697138591,-0.009705696129856611,0.021776957806916686,0.1792303089273306,0.08626031308121052,0.033423627787736,-0.05231747841513579,-0.44779672036238793,0.043350128665468945,-0.18120942679590935,0.2477477097985783,0.05500591317351167,0.004022210351255939,-0.2184602410890869,-0.20019698268664976,-0.14073673098017814,-0.09886572435538099,-0.04647514592886859,-0.38787936089906794,0.47746104380148635,-0.8427606073260228
-0.11375480739792998,-0.3579723497096654,-0.38828768084411625,-0.12807336688783277,0.12048841535689458,0.23078813523338448,-0.32987655882236544,-0.04233763253086864,-0.13224980428937305,-0.3039261017871353,-0.14139367437863215,0.0704696688777211,-0.5017298805505064,-0.15836288312018132,-0.047709681794978365,0.28109767672569275,-0.2991752177256921,-0.2905980232139258,0.28499044699455567,-0.15752445583078178,0.04411214114764905,-0.019397405274397705,-0.0927507633686645,-0.7720493824427862
0.06565980331781951,-0.36089919639123647,-0.4082185952955011,0.01162402001534879,0.16296056892846122,0.19429646372862952,-0.27894380803815455,0.1576671249355288,-0.018256399749558727,-0.0366439346854881,0.21704924717202911,0.1572344784642563,0.15529942204222436,-0.05654725744667566,-0.016184074129373616,0.3030490520036151,-0.31019885994942265,0.31784936370505723,0.445897464758384,-0.031128260689415543,-0.2906060916657949,-0.15784338690382405,-0.6070416330731943,-0.31098373780167143
0.2349369472661289,-0.3570161238365416,-0.35400468559565923,0.15308612840655655,0.0631642273419919,-0.05490579034309073,0.2654129001207832,-0.11731797539062527,0.17955541791711882,0.29859269146573997,0.01744786179606872,-0.04799747377459007,-0.06417104386038397,-0.019607055773825266,0.026670676268265803,-0.012138075949058025,-0.35374239107779526,0.11830467806887701,0.039061577995432195,0.08550633002300856,0.1047898890228367,-0.6425628708519819,-0.779580780009881,-0.6393620811945888
0.3516249964633882,-0.35524083652818494,-0.22202120017125426,0.15250722863446375,-0.10893227527799076,-0.10218996634606381,0.3367772024681661,0.15614781967631708,-0.052465083121496,-0.2391256634072365,-0.17234171290579303,0.27199409114525097,-0.49096316922192995,-0.05470883994164055,-0.06038335778983883,-0.43716993959613415,-0.3948541630283958,-0.13972989942156944,-0.5560310189364177,-0.04723110945388631,0.4000558497995139,-0.21784282285212153,-0.638323913971472,-0.8337092543364972
0.3839582401735866,-0.3519815852846191,-0.039552179903500906,-0.006418246926495397,-0.18823825795667382,0.12341789112359414,-0.2359227298042199,-0.011063733506332274,-0.15068368303542024,-0.4757335120859775,-0.21947360479306544,-0.03745283974111502,0.04054448651510212,0.07799690199720555,0.04638996936530626,-0.567392255012173,-0.44890039223143074,0.011895364156682131,-0.48467363835317756,-0.11498950590075652,-0.5110358984456176,-0.05633930721851077,-0.42670635652268374,-0.8256065147607211
0.31957542244551695,-0.33757801600547743,0.14520799435348475,-0.17840052859254707,-0.10052187711430327,0.1794111371746414,-0.4625586529346438,0.023836733848409564,0.17036528155733976,0.1678394870083666,-0.13279218265101944,0.021225031408211414,-0.007833642378244576,-0.2983785310767645,-0.07489840744946608,-0.20803484151269513,-0.5167826502544005,0.0484963607635307,0.2612921737405478,0.15703888869354077,-0.12580782244778754,0.04774801910756943,-0.25180093706404383,-0.782721283347467
0.1677573906421137,-0.3056055728526663,0.28602860075640213,-0.21615920187883497,0.06571981853182196,-0.08687962447560083,0.04044971204089265,0.07402502613943107,0.13330818515007148,0.18848664397889925,0.2196136098313375,0.37191268698029156,-0.3967731750979976,0.17729773020934192,0.04809255144152491,0.35274439618288156,-0.6015511571453076,-0.002433369671050345,0.5567899269273091,0.28528100753913277,0.30676197304865105,-0.5789950830222955,0.01472604058799254,-0.8758435001305331
-0.04207059203195973,-0.25700492507412953,0.3581468379388488,-0.09950731050172912,0.19206049312640117,-0.2258197933729219,0.42577661120172117,-0.023804582642888983,-0.18686563244897836,-0.27769298988404123,0.12179847508708153,-0.19922531276360034,-0.17105822013583716,0.039973878442986166,-0.04676003738493384,0.5725355040860112,-0.62767675765935,0.30935691838318213,0.016855310029742165,0.08968949582771235,-0.0632534110062144,-0.5534483341789769,0.46961384247669113,-0.9119896237502759
-0.2669350736630245,-0.1964089598757527,0.34544949264136093,0.09891548438128406,0.19405983946026661,0.04578430801827693,0.08514963701410072,0.09706213994312396,-0.18271674319989706,-0.14265406371943135,-0.4506977283011915,0.12672753298383843,0.13097886973152528,-0.4134659908180648,-0.009046784391515517,0.21233848804222988,-0.6482471536650707,0.1265242066852299,-0.40423706832360007,0.20102439155202068,-0.05258131433038715,0.0775755185282685,0.8298739648616253,-0.8826418962624039
-0.45631647430992217,-0.12842362911561622,0.23895951152014572,0.253207005290651,0.02957803725431485,0.35997197458284713,-0.40239888649412114,-0.013851441804719755,-0.03996321687016535,0.09223733614313545,-0.3271666328388264,0.29754646756664616,-0.27114620152697577,0.2888657974348716,0.008638718983763782,-0.4157937871495161,-0.6711306701361585,-0.23469962982623505,-0.24241594810136113,0.5864525756495922,-0.20063821414541572,-0.061825648407762945,0.8083359261646652,-0.8084524221954195
-0.5618959532028018,-0.059222107738924556,0.048897936803348196,0.22017642650175606,-0.22454330316310034,0.2609762685299686,-0.22080080946455072,0.05324074589421701,-0.006117311276049642,-0.06899698487257588,0.36343193186333966,-0.14168583702027227,-0.45078820360465455,-0.024265422119162827,-0.04741418720363755,-0.7014365693640887,-0.6346194330686954,0.05306994460538306,-0.040040641704247926,0.6199806190987425,-0.0650572226936984,-0.3656079580904581,0.5783917704807873,-0.7566344144693585
-0.5493165085799805,0.0016610331350845886,-0.18806310699675755,-0.044788434285062184,-0.35140449063356116,-0.09191652661595251,0.34819647469491133,0.05680906554423126,0.11390345358623732,-0.05683686157312651,0.22643438396228133,0.20044811400556006,0.2105201455428296,-0.3181842250438688,0.036769697826392056,-0.3964635625445766,-0.5887432561752259,0.41746441327559447,-0.15070494784489896,0.1143506896638915,0.19244462959809572,-0.27965373286743633,0.36937916041212615,-0.7079784514557954
