,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,Y
10,-3.434838449,-3.438874735,-1.4128104590000001,1.994564719,4.623727892,4.181435368,-1.251211474,0.653623843,2.5853818630000003,4.183065201000001,5.064722914,4.929441368,1.165645284,1.1931149909999998,1.18449358,1.136194125,1.044700849,0.9085590840000001,1.5896327280000002,1.650081322,1.701149583,1.7432042230000002,1.776611954,1.8017354980000002,0.166403507,0.28316258,0.39174680799999995,0.492338025,0.585118069,0.670268774,-1.185234915,-1.150338191,-1.115204743,-1.0798440790000001,-1.044265708,-0.020795731,-0.018638208,-0.016501536,-0.014385646,-0.012290464,7.010254517000001,7.014423152999999,7.018558372,7.022660173999999,7.02672856,7.030763528,7.03476508,7.038733215,7.042667933,7.046569235,7.05043712,3.6046080000000003
11,-3.438874735,-1.4128104590000001,1.994564719,4.623727892,4.181435368,1.494078692,0.653623843,2.5853818630000003,4.183065201000001,5.064722914,4.929441368,3.8474765910000004,1.1931149909999998,1.18449358,1.136194125,1.044700849,0.9085590840000001,0.734158146,1.650081322,1.701149583,1.7432042230000002,1.776611954,1.8017354980000002,1.818916879,0.28316258,0.39174680799999995,0.492338025,0.585118069,0.670268774,0.747971975,-1.150338191,-1.115204743,-1.0798440790000001,-1.044265708,-1.008479135,-0.018638208,-0.016501536,-0.014385646,-0.012290464,-0.010215921,7.014423152999999,7.018558372,7.022660173999999,7.02672856,7.030763528,7.03476508,7.038733215,7.042667933,7.046569235,7.05043712,7.054271588,4.499712000000001
12,-1.4128104590000001,1.994564719,4.623727892,4.181435368,1.494078692,-1.7030639580000002,2.5853818630000003,4.183065201000001,5.064722914,4.929441368,3.8474765910000004,2.122966246,1.18449358,1.136194125,1.044700849,0.9085590840000001,0.734158146,0.532467012,1.701149583,1.7432042230000002,1.776611954,1.8017354980000002,1.818916879,1.828472645,0.39174680799999995,0.492338025,0.585118069,0.670268774,0.747971975,0.8184095090000001,-1.115204743,-1.0798440790000001,-1.044265708,-1.008479135,-0.972493871,-0.016501536,-0.014385646,-0.012290464,-0.010215921,-0.008161944,7.018558372,7.022660173999999,7.02672856,7.030763528,7.03476508,7.038733215,7.042667933,7.046569235,7.05043712,7.054271588,7.058072639,3.1104
13,1.994564719,4.623727892,4.181435368,1.494078692,-1.7030639580000002,-3.6803658489999997,4.183065201000001,5.064722914,4.929441368,3.8474765910000004,2.122966246,0.09852938900000001,1.136194125,1.044700849,0.9085590840000001,0.734158146,0.532467012,0.315857947,1.7432042230000002,1.776611954,1.8017354980000002,1.818916879,1.828472645,1.830706566,0.492338025,0.585118069,0.670268774,0.747971975,0.8184095090000001,0.88176321,-1.0798440790000001,-1.044265708,-1.008479135,-0.972493871,-0.936319421,-0.014385646,-0.012290464,-0.010215921,-0.008161944,-0.006128463000000001,7.022660173999999,7.02672856,7.030763528,7.03476508,7.038733215,7.042667933,7.046569235,7.05043712,7.054271588,7.058072639,7.061840274,2.1453984
14,4.623727892,4.181435368,1.494078692,-1.7030639580000002,-3.6803658489999997,-3.4062732280000003,5.064722914,4.929441368,3.8474765910000004,2.122966246,0.09852938900000001,-1.8629416369999998,1.044700849,0.9085590840000001,0.734158146,0.532467012,0.315857947,0.09743082199999999,1.776611954,1.8017354980000002,1.818916879,1.828472645,1.830706566,1.82592777,0.585118069,0.670268774,0.747971975,0.8184095090000001,0.88176321,0.938214914,-1.044265708,-1.008479135,-0.972493871,-0.936319421,-0.899965295,-0.012290464,-0.010215921,-0.008161944,-0.006128463000000001,-0.004115405999999999,7.02672856,7.030763528,7.03476508,7.038733215,7.042667933,7.046569235,7.05043712,7.054271588,7.058072639,7.061840274,7.0655744920000005,2.089152
15,4.181435368,1.494078692,-1.7030639580000002,-3.6803658489999997,-3.4062732280000003,-1.9479043040000001,4.929441368,3.8474765910000004,2.122966246,0.09852938900000001,-1.8629416369999998,-3.337148767,0.9085590840000001,0.734158146,0.532467012,0.315857947,0.09743082199999999,-0.109202725,1.8017354980000002,1.818916879,1.828472645,1.830706566,1.82592777,1.814446794,0.670268774,0.747971975,0.8184095090000001,0.88176321,0.938214914,0.9879464570000001,-1.008479135,-0.972493871,-0.936319421,-0.899965295,-0.863441,-0.010215921,-0.008161944,-0.006128463000000001,-0.004115405999999999,-0.002122702,7.030763528,7.03476508,7.038733215,7.042667933,7.046569235,7.05043712,7.054271588,7.058072639,7.061840274,7.0655744920000005,7.069275293,10.231488
16,1.494078692,-1.7030639580000002,-3.6803658489999997,-3.4062732280000003,-1.9479043040000001,-1.244075137,3.8474765910000004,2.122966246,0.09852938900000001,-1.8629416369999998,-3.337148767,-3.9035660969999997,0.734158146,0.532467012,0.315857947,0.09743082199999999,-0.109202725,-0.290686632,1.818916879,1.828472645,1.830706566,1.82592777,1.814446794,1.796567333,0.747971975,0.8184095090000001,0.88176321,0.938214914,0.9879464570000001,1.031139674,-0.972493871,-0.936319421,-0.899965295,-0.863441,-0.826756044,-0.008161944,-0.006128463000000001,-0.004115405999999999,-0.002122702,-0.00015028,7.03476508,7.038733215,7.042667933,7.046569235,7.05043712,7.054271588,7.058072639,7.061840274,7.0655744920000005,7.069275293,7.072942677,9.454752000000001
17,-1.7030639580000002,-3.6803658489999997,-3.4062732280000003,-1.9479043040000001,-1.244075137,-2.393463555,2.122966246,0.09852938900000001,-1.8629416369999998,-3.337148767,-3.9035660969999997,-3.3429106369999997,0.532467012,0.315857947,0.09743082199999999,-0.109202725,-0.290686632,-0.43669375299999996,1.828472645,1.830706566,1.82592777,1.814446794,1.796567333,1.772574046,0.8184095090000001,0.88176321,0.938214914,0.9879464570000001,1.031139674,1.0679763999999998,-0.936319421,-0.899965295,-0.863441,-0.826756044,-0.789919934,-0.006128463000000001,-0.004115405999999999,-0.002122702,-0.00015028,0.001801932,7.038733215,7.042667933,7.046569235,7.05043712,7.054271588,7.058072639,7.061840274,7.0655744920000005,7.069275293,7.072942677,7.076576644,27.4752
18,-3.6803658489999997,-3.4062732280000003,-1.9479043040000001,-1.244075137,-2.393463555,-4.354851104,0.09852938900000001,-1.8629416369999998,-3.337148767,-3.9035660969999997,-3.3429106369999997,-1.922669942,0.315857947,0.09743082199999999,-0.109202725,-0.290686632,-0.43669375299999996,-0.542089305,1.830706566,1.82592777,1.814446794,1.796567333,1.772574046,1.742750394,0.88176321,0.938214914,0.9879464570000001,1.031139674,1.0679763999999998,1.098638471,-0.899965295,-0.863441,-0.826756044,-0.789919934,-0.752942179,-0.004115405999999999,-0.002122702,-0.00015028,0.001801932,0.003734005,7.042667933,7.046569235,7.05043712,7.054271588,7.058072639,7.061840274,7.0655744920000005,7.069275293,7.072942677,7.076576644,7.080177195,17.195328
19,-3.4062732280000003,-1.9479043040000001,-1.244075137,-2.393463555,-4.354851104,-5.387616096,-1.8629416369999998,-3.337148767,-3.9035660969999997,-3.3429106369999997,-1.922669942,-0.104191789,0.09743082199999999,-0.109202725,-0.290686632,-0.43669375299999996,-0.542089305,-0.602845735,1.82592777,1.814446794,1.796567333,1.772574046,1.742750394,1.707381447,0.938214914,0.9879464570000001,1.031139674,1.0679763999999998,1.098638471,1.123307723,-0.863441,-0.826756044,-0.789919934,-0.752942179,-0.7158322859999999,-0.002122702,-0.00015028,0.001801932,0.003734005,0.00564601,7.046569235,7.05043712,7.054271588,7.058072639,7.061840274,7.0655744920000005,7.069275293,7.072942677,7.076576644,7.080177195,7.083744329,5.00256
20,-1.9479043040000001,-1.244075137,-2.393463555,-4.354851104,-5.387616096,-3.438279547,-3.337148767,-3.9035660969999997,-3.3429106369999997,-1.922669942,-0.104191789,1.6605238230000001,-0.109202725,-0.290686632,-0.43669375299999996,-0.542089305,-0.602845735,-0.614900821,1.814446794,1.796567333,1.772574046,1.742750394,1.707381447,1.666717872,0.9879464570000001,1.031139674,1.0679763999999998,1.098638471,1.123307723,1.14216599,-0.826756044,-0.789919934,-0.752942179,-0.7158322859999999,-0.678599763,-0.00015028,0.001801932,0.003734005,0.00564601,0.0075380180000000005,7.05043712,7.054271588,7.058072639,7.061840274,7.0655744920000005,7.069275293,7.072942677,7.076576644,7.080177195,7.083744329,7.087278047000001,2.705184
21,-1.244075137,-2.393463555,-4.354851104,-5.387616096,-3.438279547,3.1210493710000002,-3.9035660969999997,-3.3429106369999997,-1.922669942,-0.104191789,1.6605238230000001,2.958343986,-0.290686632,-0.43669375299999996,-0.542089305,-0.602845735,-0.614900821,-0.574343875,1.796567333,1.772574046,1.742750394,1.707381447,1.666717872,1.6210454580000002,1.031139674,1.0679763999999998,1.098638471,1.123307723,1.14216599,1.155395109,-0.789919934,-0.752942179,-0.7158322859999999,-0.678599763,-0.641254117,0.001801932,0.003734005,0.00564601,0.0075380180000000005,0.009410102,7.054271588,7.058072639,7.061840274,7.0655744920000005,7.069275293,7.072942677,7.076576644,7.080177195,7.083744329,7.087278047000001,7.0907783470000005,2.236464
22,-2.393463555,-4.354851104,-5.387616096,-3.438279547,3.1210493710000002,8.792006763,-3.3429106369999997,-1.922669942,-0.104191789,1.6605238230000001,2.958343986,3.341916136,-0.43669375299999996,-0.542089305,-0.602845735,-0.614900821,-0.574343875,-0.47812586700000004,1.772574046,1.742750394,1.707381447,1.666717872,1.6210454580000002,1.570681784,1.0679763999999998,1.098638471,1.123307723,1.14216599,1.155395109,1.1631769140000001,-0.752942179,-0.7158322859999999,-0.678599763,-0.641254117,-0.6038048579999999,0.003734005,0.00564601,0.0075380180000000005,0.009410102,0.011262331,7.058072639,7.061840274,7.0655744920000005,7.069275293,7.072942677,7.076576644,7.080177195,7.083744329,7.087278047000001,7.0907783470000005,7.094245231,2.655936
23,-4.354851104,-5.387616096,-3.438279547,3.1210493710000002,8.792006763,7.811526906,-1.922669942,-0.104191789,1.6605238230000001,2.958343986,3.341916136,2.511944091,-0.542089305,-0.602845735,-0.614900821,-0.574343875,-0.47812586700000004,-0.327755113,1.742750394,1.707381447,1.666717872,1.6210454580000002,1.570681784,1.515968143,1.098638471,1.123307723,1.14216599,1.155395109,1.1631769140000001,1.1656932420000001,-0.7158322859999999,-0.678599763,-0.641254117,-0.6038048579999999,-0.566261492,0.00564601,0.0075380180000000005,0.009410102,0.011262331,0.013094777,7.061840274,7.0655744920000005,7.069275293,7.072942677,7.076576644,7.080177195,7.083744329,7.087278047000001,7.0907783470000005,7.094245231,7.097678697999999,2.1775392000000005
24,-5.387616096,-3.438279547,3.1210493710000002,8.792006763,7.811526906,2.60351048,-0.104191789,1.6605238230000001,2.958343986,3.341916136,2.511944091,0.8033921079999999,-0.602845735,-0.614900821,-0.574343875,-0.47812586700000004,-0.327755113,-0.133321924,1.707381447,1.666717872,1.6210454580000002,1.570681784,1.515968143,1.457337596,1.123307723,1.14216599,1.155395109,1.1631769140000001,1.1656932420000001,1.163125927,-0.678599763,-0.641254117,-0.6038048579999999,-0.566261492,-0.528633528,0.0075380180000000005,0.009410102,0.011262331,0.013094777,0.014907512,7.0655744920000005,7.069275293,7.072942677,7.076576644,7.080177195,7.083744329,7.087278047000001,7.0907783470000005,7.094245231,7.097678697999999,7.101078749,4.48416
25,-3.438279547,3.1210493710000002,8.792006763,7.811526906,2.60351048,-2.801240515,1.6605238230000001,2.958343986,3.341916136,2.511944091,0.8033921079999999,-1.267370299,-0.614900821,-0.574343875,-0.47812586700000004,-0.327755113,-0.133321924,0.09158322599999999,1.666717872,1.6210454580000002,1.570681784,1.515968143,1.457337596,1.39533197,1.14216599,1.155395109,1.1631769140000001,1.1656932420000001,1.163125927,1.1556568059999999,-0.641254117,-0.6038048579999999,-0.566261492,-0.528633528,-0.490930472,0.009410102,0.011262331,0.013094777,0.014907512,0.016700607,7.069275293,7.072942677,7.076576644,7.080177195,7.083744329,7.087278047000001,7.0907783470000005,7.094245231,7.097678697999999,7.101078749,7.104445382000001,3.1605119999999998
26,3.1210493710000002,8.792006763,7.811526906,2.60351048,-2.801240515,-6.4857596079999995,2.958343986,3.341916136,2.511944091,0.8033921079999999,-1.267370299,-3.153756097,-0.574343875,-0.47812586700000004,-0.327755113,-0.133321924,0.09158322599999999,0.33268617300000003,1.6210454580000002,1.570681784,1.515968143,1.457337596,1.39533197,1.330600508,1.155395109,1.1631769140000001,1.1656932420000001,1.163125927,1.1556568059999999,1.143467713,-0.6038048579999999,-0.566261492,-0.528633528,-0.490930472,-0.453161834,0.011262331,0.013094777,0.014907512,0.016700607,0.018474133,7.072942677,7.076576644,7.080177195,7.083744329,7.087278047000001,7.0907783470000005,7.094245231,7.097678697999999,7.101078749,7.104445382000001,7.1077785989999995,25.7904
27,8.792006763,7.811526906,2.60351048,-2.801240515,-6.4857596079999995,-8.152315937000001,3.341916136,2.511944091,0.8033921079999999,-1.267370299,-3.153756097,-4.242351274,-0.47812586700000004,-0.327755113,-0.133321924,0.09158322599999999,0.33268617300000003,0.575086742,1.570681784,1.515968143,1.457337596,1.39533197,1.330600508,1.263914045,1.1631769140000001,1.1656932420000001,1.163125927,1.1556568059999999,1.143467713,1.1267404840000002,-0.566261492,-0.528633528,-0.490930472,-0.453161834,-0.41533712,0.013094777,0.014907512,0.016700607,0.018474133,0.020228161,7.076576644,7.080177195,7.083744329,7.087278047000001,7.0907783470000005,7.094245231,7.097678697999999,7.101078749,7.104445382000001,7.1077785989999995,7.111078399,20.570111999999998
28,7.811526906,2.60351048,-2.801240515,-6.4857596079999995,-8.152315937000001,-8.328171642000001,2.511944091,0.8033921079999999,-1.267370299,-3.153756097,-4.242351274,-4.032886329,-0.327755113,-0.133321924,0.09158322599999999,0.33268617300000003,0.575086742,0.8042112920000001,1.515968143,1.457337596,1.39533197,1.330600508,1.263914045,1.196159212,1.1656932420000001,1.163125927,1.1556568059999999,1.143467713,1.1267404840000002,1.105656954,-0.528633528,-0.490930472,-0.453161834,-0.41533712,-0.37746583899999997,0.014907512,0.016700607,0.018474133,0.020228161,0.021962763,7.080177195,7.083744329,7.087278047000001,7.0907783470000005,7.094245231,7.097678697999999,7.101078749,7.104445382000001,7.1077785989999995,7.111078399,7.114344783,19.980864
29,2.60351048,-2.801240515,-6.4857596079999995,-8.152315937000001,-8.328171642000001,-6.557434755,0.8033921079999999,-1.267370299,-3.153756097,-4.242351274,-4.032886329,-2.5746808,-0.133321924,0.09158322599999999,0.33268617300000003,0.575086742,0.8042112920000001,1.006911313,1.457337596,1.39533197,1.330600508,1.263914045,1.196159212,1.128199624,1.163125927,1.1556568059999999,1.143467713,1.1267404840000002,1.105656954,1.08039896,-0.490930472,-0.453161834,-0.41533712,-0.37746583899999997,-0.339557499,0.016700607,0.018474133,0.020228161,0.021962763,0.02367801,7.083744329,7.087278047000001,7.0907783470000005,7.094245231,7.097678697999999,7.101078749,7.104445382000001,7.1077785989999995,7.111078399,7.114344783,7.11757775,11.093760000000001
30,-2.801240515,-6.4857596079999995,-8.152315937000001,-8.328171642000001,-6.557434755,-0.067174155,-1.267370299,-3.153756097,-4.242351274,-4.032886329,-2.5746808,-0.46805800700000005,0.09158322599999999,0.33268617300000003,0.575086742,0.8042112920000001,1.006911313,1.171687726,1.39533197,1.330600508,1.263914045,1.196159212,1.128199624,1.06079468,1.1556568059999999,1.143467713,1.1267404840000002,1.105656954,1.08039896,1.051148336,-0.453161834,-0.41533712,-0.37746583899999997,-0.339557499,-0.30162160600000004,0.018474133,0.020228161,0.021962763,0.02367801,0.025373972999999998,7.087278047000001,7.0907783470000005,7.094245231,7.097678697999999,7.101078749,7.104445382000001,7.1077785989999995,7.111078399,7.114344783,7.11757775,7.1207773,6.240672
31,-6.4857596079999995,-8.152315937000001,-8.328171642000001,-6.557434755,-0.067174155,8.356177188,-3.153756097,-4.242351274,-4.032886329,-2.5746808,-0.46805800700000005,1.596277037,0.33268617300000003,0.575086742,0.8042112920000001,1.006911313,1.171687726,1.288277726,1.330600508,1.263914045,1.196159212,1.128199624,1.06079468,0.9946728840000001,1.143467713,1.1267404840000002,1.105656954,1.08039896,1.051148336,1.018086918,-0.41533712,-0.37746583899999997,-0.339557499,-0.30162160600000004,-0.26366767,0.020228161,0.021962763,0.02367801,0.025373972999999998,0.027050723,7.0907783470000005,7.094245231,7.097678697999999,7.101078749,7.104445382000001,7.1077785989999995,7.111078399,7.114344783,7.11757775,7.1207773,7.123943432999999,3.16224
32,-8.152315937000001,-8.328171642000001,-6.557434755,-0.067174155,8.356177188,10.28519934,-4.242351274,-4.032886329,-2.5746808,-0.46805800700000005,1.596277037,2.946636554,0.575086742,0.8042112920000001,1.006911313,1.171687726,1.288277726,1.348518275,1.263914045,1.196159212,1.128199624,1.06079468,0.9946728840000001,0.930482328,1.1267404840000002,1.105656954,1.08039896,1.051148336,1.018086918,0.981396541,-0.37746583899999997,-0.339557499,-0.30162160600000004,-0.26366767,-0.225705198,0.021962763,0.02367801,0.025373972999999998,0.027050723,0.028708332000000003,7.094245231,7.097678697999999,7.101078749,7.104445382000001,7.1077785989999995,7.111078399,7.114344783,7.11757775,7.1207773,7.123943432999999,7.127076149,1.8293471999999997
33,-8.328171642000001,-6.557434755,-0.067174155,8.356177188,10.28519934,5.865095655,-4.032886329,-2.5746808,-0.46805800700000005,1.596277037,2.946636554,3.104065022,0.8042112920000001,1.006911313,1.171687726,1.288277726,1.348518275,1.346654155,1.196159212,1.128199624,1.06079468,0.9946728840000001,0.930482328,0.868712073,1.105656954,1.08039896,1.051148336,1.018086918,0.981396541,0.9412590409999999,-0.339557499,-0.30162160600000004,-0.26366767,-0.225705198,-0.187743697,0.02367801,0.025373972999999998,0.027050723,0.028708332000000003,0.030346871,7.097678697999999,7.101078749,7.104445382000001,7.1077785989999995,7.111078399,7.114344783,7.11757775,7.1207773,7.123943432999999,7.127076149,7.130175448999999,2.2418207999999997
34,-6.557434755,-0.067174155,8.356177188,10.28519934,5.865095655,0.635499629,-2.5746808,-0.46805800700000005,1.596277037,2.946636554,3.104065022,2.273034481,1.006911313,1.171687726,1.288277726,1.348518275,1.346654155,1.280509284,1.128199624,1.06079468,0.9946728840000001,0.930482328,0.868712073,0.8097175590000001,1.08039896,1.051148336,1.018086918,0.981396541,0.9412590409999999,0.897857075,-0.30162160600000004,-0.26366767,-0.225705198,-0.187743697,-0.14979267599999999,0.025373972999999998,0.027050723,0.028708332000000003,0.030346871,0.031966412,7.101078749,7.104445382000001,7.1077785989999995,7.111078399,7.114344783,7.11757775,7.1207773,7.123943432999999,7.127076149,7.130175448999999,7.133241333,2.134944
35,-0.067174155,8.356177188,10.28519934,5.865095655,0.635499629,-3.1464347999999998,-0.46805800700000005,1.596277037,2.946636554,3.104065022,2.273034481,0.839456447,1.171687726,1.288277726,1.348518275,1.346654155,1.280509284,1.149252915,1.06079468,0.9946728840000001,0.930482328,0.868712073,0.8097175590000001,0.753755088,1.051148336,1.018086918,0.981396541,0.9412590409999999,0.897857075,0.851375102,-0.26366767,-0.225705198,-0.187743697,-0.14979267599999999,-0.111861642,0.027050723,0.028708332000000003,0.030346871,0.031966412,0.033567025,7.104445382000001,7.1077785989999995,7.111078399,7.114344783,7.11757775,7.1207773,7.123943432999999,7.127076149,7.130175448999999,7.133241333,7.136273799,2.758752
