X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,Y
0.22486447000303644,-0.23362651763068443,0.13337493330341732,0.5042356961661727,0.3916698542921484,-0.2183938425980546,-0.3689509507373292,0.349110124198877,-0.718797212230398,0.4378135707393511,-0.2230049396883571,-0.3103792196004286,0.0628839805967607,-0.327061715186856,-0.044856468564967944,1.0,0.36081544394217313,-0.6041000859788099,-0.28333691004527883,-0.5935192604031961,-0.056175894589142183,0.9078932104726065,0.35407118378339764,0.14506176941534665,0.1336945911413181,-1.0,0.08380003447825013,-1.0,-0.19536529968519067,-0.4232001902119903,-0.6525544029335664,-0.1544667697187927,1.0,0.179454218884334,0.40051591900618333,-0.47172828772336994,-0.40754665301894766,-0.3548656008493285,-0.572806047729023,-0.8758435001305331
0.21505616311039577,-0.04298831782771051,0.18369163378076725,0.4952627406544423,0.4183951171626794,-0.13589631388204737,-0.2879692305190792,0.42597850435048956,-0.6802994052522124,0.47437183685534756,-0.12998691025238562,-0.14416539451459742,-0.10004680745134975,-0.4759910377339801,-0.033034168998631874,0.9156649974667119,0.25408512905856573,-0.5045360192799346,-0.28642765780000823,-0.5736078360773058,-0.004497500691620027,0.9437165606027496,0.24294895789658644,0.23259748430630212,0.20066854956871394,-0.904042194823635,0.0012785213424670872,-0.8895840973448392,-0.2109218075667202,-0.3749578415092153,-0.6008437056509124,-0.0905285641029262,0.8493602535729916,0.14789257025904723,0.4233872571817483,-0.3778435199760185,-0.38038109191084646,-0.38386445255087465,-0.5288063042266459,-0.911989623750276
0.1186482477236106,0.10462372825019695,0.19157023683467922,0.45520650889878644,0.4643282550585768,-0.1141167555625604,-0.24905658702491296,0.346700602620426,-0.6632383720318422,0.46806093753357425,-0.06341204649828824,-0.007008239069911992,-0.2200481880511237,-0.5692943984070518,0.006383889091089889,0.852271582719601,0.0015979537113863795,-0.3498259928459734,-0.16078026179765992,-0.6168817064555896,0.021859000644812276,0.9705373608162728,0.18656505960819092,0.23949522609881813,0.2599450639990235,-0.8184682153285046,0.04086589515933081,-0.7682175311132594,-0.16590554968657556,-0.3427348072454943,-0.5504063107089947,-0.0915983307646947,0.7075529953127808,0.13462144966937495,0.43819350983003824,-0.3015822788552368,-0.33833701743477407,-0.4196764849778585,-0.4792911851300947,-0.8826418962624039
0.009606109279991282,0.1948477282258987,0.1667651342878227,0.4173172142171431,0.5109722657414175,-0.09033146727762131,-0.24103440549437272,0.16564888659417232,-0.6505034429638372,0.3848284116330687,-0.046924803980260665,0.0263064355932372,-0.2545956900574047,-0.5759523617286535,-0.037131935934963334,0.8044305337816078,-0.23103152858278986,-0.13732515106202314,-0.13751220295606215,-0.627497343297187,0.02813658155645915,0.9863986625407237,0.19615043748343375,0.07256503617236199,0.2951955736255676,-0.7683736887371682,0.03413083577584919,-0.6676093991260876,-0.12414270802690197,-0.296216222170659,-0.5095017218135816,-0.09683606205750306,0.5785614685444413,0.135405113684109,0.4364188743518371,-0.24845009488549363,-0.32926434328895227,-0.4492581799502202,-0.4296988310114268,-0.8084524221954195
-0.06254807632204373,0.24370195656793792,0.12106198801402068,0.3764261645415268,0.51626997754462,-0.017807918803642075,-0.23292419900170402,-0.023469224896178198,-0.6336034450493495,0.2627302445670243,-0.05844191904414109,0.03059756713796813,-0.21762669234458865,-0.5215047395273744,-0.1581076384997816,0.7630811509997866,-0.3857798546428842,0.003954963797678568,-0.08873211721639573,-0.6219360816062024,0.01755512667454351,0.9864662277797323,0.22465725666103165,-0.06685551423029135,0.2743336017094249,-0.7257128659644829,-0.11559732847594906,-0.5847698567468971,-0.06688671864248419,-0.24007881121094377,-0.47011439722658477,-0.06637804727533558,0.4635109876356698,0.14285725474973043,0.42226820293516343,-0.16760027328377625,-0.336498365034532,-0.4661273285553593,-0.3789678125985717,-0.7566344144693585
-0.09349937590735569,0.26818001427600313,0.054642489420457796,0.30333939826529077,0.4548311514206602,0.09988123643782787,-0.20620263919370396,-0.18271733264566137,-0.6167077638288954,0.12884124609091008,-0.08406991214605763,0.05701713788796736,-0.16121318892791714,-0.4560381366407421,-0.263108466096864,0.7195275629645654,-0.4399800114982694,0.11032815614548697,-0.1612032426828769,-0.5483361348808815,0.01211622936811474,0.9821739063023245,0.23299336606389098,-0.06252699220172864,0.1842552809150979,-0.6610795159619294,-0.15039365857317466,-0.5079151742646606,-0.012004442699169227,-0.18176752632282778,-0.4181600154740098,-0.04665589356130917,0.3825185895113621,0.13030827292871927,0.4092060534540083,-0.06937528301169194,-0.3455418610414124,-0.46357142974571175,-0.3387017393937395,-0.7079784514557954
-0.11454190642843753,0.267727570659718,-0.03236864739061074,0.1698701047315745,0.322873378219088,0.22813547248877586,-0.1472396345527175,-0.2687364673173597,-0.6062260053177752,-0.023564348510100808,-0.13517226565436147,0.036288533611466445,-0.12024347309477201,-0.39525869455391105,-0.20065405609098508,0.6724033436557619,-0.4610723171204948,0.14452484962253442,-0.27699964824240086,-0.43088385010303853,0.026004989173449733,0.9938166528015919,0.22465591371169968,-0.09642372629461948,0.10252363892406713,-0.6083722460445979,-0.05767520422955674,-0.41371530132819456,0.011899077898394506,-0.1261584336304451,-0.3794223033359503,-0.07040399023084176,0.3255227915623171,0.10338377893497697,0.4104613262865422,-0.02347295393740889,-0.32782217730682495,-0.4468203652862446,-0.3123036226615785,-0.7435909800303042
-0.1708107367680104,0.21507250261559419,-0.1354064525656935,-0.02980095487209311,0.14150394859792037,0.3159397126733563,-0.045511115432262494,-0.2120411466642239,-0.607850418238798,-0.17693928060953357,-0.20617381521472222,-0.09437202596311767,-0.07167979978896377,-0.3083738461833576,-0.07670152062710789,0.6254164814265954,-0.5102046079825,0.11121750496868543,-0.3190744080215129,-0.32766434419623414,0.04646453283767338,1.0,0.1989843160625362,-0.1262723130583564,-0.0007494179029500225,-0.585480303013042,-0.08714956463064527,-0.3244589292724225,0.042996393371633745,-0.07539507091937947,-0.36586752559141456,-0.0226422746128081,0.2818146427780641,0.09404683301131955,0.4112622065898639,-0.013834394868720512,-0.31032259525814765,-0.4180457006410869,-0.2944098419064979,-0.5413386951071508
-0.26945580224594334,0.07439939779879579,-0.25211701582047763,-0.25967417282407,-0.03138859576184505,0.3049408523222161,0.08034196520266801,-0.03312455478662224,-0.6305749361050872,-0.24854373520471174,-0.23773539390717002,-0.19052892613137296,0.0027703238873861835,-0.1875891168082161,-0.09579380527179371,0.5766061275326939,-0.5694146483675798,0.053490063866159065,-0.26437846056851366,-0.26884789598742775,0.049944339102373725,0.9793105655941843,0.1856159465439473,-0.17434783984861246,-0.11334563145910881,-0.5924529104595389,-0.013469956807116157,-0.20400416115774955,0.06017843692954372,-0.024674529456198302,-0.3869228567638796,-0.015646993574221058,0.25658468619875663,0.0810402147460858,0.4072672599975842,-0.009690049225182129,-0.2958235504408362,-0.3925415989415115,-0.2787227025425638,0.14972617680928746
-0.3526806999861991,-0.15712022064398679,-0.37819653725351643,-0.4469430229554432,-0.11754562421068071,0.16546774801869435,0.17596138689471985,0.10569815274698158,-0.6768886241914553,-0.2162254671363366,-0.2020469524894749,-0.1265516342611256,0.0605949059389943,-0.07565442077554263,-0.15355997192396398,0.5172874146096602,-0.5128540455873241,-0.0189232640871414,-0.31536401909994116,-0.1723063801683391,0.0473977612164207,0.9548932895506166,0.18416123649344596,-0.3027813050158613,-0.20250181688582103,-0.626876711608578,0.01583177936480662,-0.0751483820588682,0.07580689868699597,0.012319700837463587,-0.431147625643183,0.04717057500929012,0.22961776201982542,0.07775561866812342,0.4098090123246245,-0.01288107516961745,-0.2850929555931325,-0.3833668295799706,-0.2569922044896571,-0.0428028206229345
