X1,Y
0.614584389719266,-0.8383732702874318
0.5986777910160941,-0.7974247912605827
0.4714588167540319,-0.8609818899817925
0.26868841067526206,-0.9051279867241553
0.030652214044201598,-0.9077011006089505
-0.19998036963784105,-0.535212233476686
-0.3733197637800766,-0.5707457109333822
-0.4399199279061736,0.25363887117375317
-0.3739972527398038,-0.2166362286925122
-0.20700330962446467,-0.7744209159771598
0.006815966437448973,-0.8795193771088121
0.21431376562217008,-0.9009619928154391
0.36691332655360953,-0.8817723339664669
0.4120142914979552,-0.9036576359328437
0.31442498501068283,-0.7981362513208947
0.11353098608277445,-0.8586894075652315
-0.12995223532987543,0.17656403130661436
-0.35175618993687663,-0.062249395604797364
-0.4797547761649459,-0.0892058267788427
-0.4551255867373132,-0.4957657256882734
-0.2836676838497332,-0.7177807900645392
-0.035967946686717434,-0.858610356447419
0.20675953614233733,-0.9195864361720524
0.3655367498646598,-0.9007169343502206
0.3840474155021678,-0.9056062459869206
0.2863336495331792,-0.8770687924566262
0.11777148292014905,-0.844381155241178
-0.0759943135904636,-0.5045799253243616
-0.2449361285612378,-0.6558442392584847
-0.32683778427056953,0.44257104274550874
-0.27123671719945475,-0.8390847303477439
-0.07357463539786879,-0.8886102556572438
0.21752628263430518,-0.9307365963394985
0.5199572393795235,-0.8669107238177263
0.7425852861874276,-0.9195864361720524
0.7964992414052454,-0.9410290518786795
0.6247649740477377,-0.9280504393562314
0.2916269476373392,-0.9405389349482423
-0.1122036984743695,-0.830151954034937
-0.511297073816271,-0.8011006682388616
-0.8310357305020257,-0.8621676567489793
-1.0,-0.09778287306149347
-0.9643285827646517,0.8346645870952607
-0.7187817938297447,-0.4767934574132854
-0.32783476374970055,-0.39552890830208676
0.12091582362778475,-0.5194810610320084
0.5453727799532775,-0.8194800531302563
0.8651088687780095,-0.8974086450697695
1.0,-0.8547415947416778
0.9001048309773436,-0.8194800531302563
0.6301193301937267,-0.8005077848552683
0.2828156002117177,-0.6945002358687729
-0.05365481066705524,-0.8360807878708708
-0.31490170531129646,-0.7067531591297025
-0.4645699298362259,-0.35999543084539043
-0.4842675329394135,-0.6700734404647257
-0.38180238090173935,-0.8194800531302563
-0.20411431805635705,-0.811179685759949
-0.017896349421770985,-0.9411515811112887
0.12359000566695033,-0.9489934519982838
0.18862684215126868,-0.9701238157895516
0.16199767241993768,-0.9537839497377183
0.06866669658189295,-0.8764126681787828
-0.05316713530387063,-0.8770371720095012
-0.16732098659598948,-0.9812858336246696
-0.24660432943912924,-0.8008437521059711
-0.27067785791616994,-0.36544995797444946
-0.2286147299415474,-0.571397882655335
-0.127990587045266,-0.5667931550427597
0.004872775969383181,-0.7843813568215284
0.13818489971210357,-0.923475751168425
0.24521503431878333,-0.9407128474074297
0.3036676329228605,-0.9606297765402765
0.2959156849639948,-0.8950292064236147
0.22331019116950324,-0.734002079439654
0.10838470381305632,-0.7280574353801578
-0.02167383654210131,-0.6628165478495427
-0.14004176682686653,-0.23319743787422054
-0.2221745346139269,-0.6420735345355559
-0.25210322315559275,-0.6924449068056491
-0.2273204172243377,0.3341524346657334
-0.15071058291388706,-0.41280157754410707
-0.030499076684939008,-0.7164369210617276
0.10807406270783337,-0.8719897581371763
0.22940724400115586,-0.8608435505256208
0.30676711995695305,-0.8586340717827627
0.3195344873362931,-0.9364875651603543
0.254035359557516,-0.8813573155979515
0.12669953392067845,-0.9577681260754658
-0.028335670646159827,-0.44207815902594794
-0.1750277667037098,-0.4816155755998448
-0.28163504106872006,-0.5896389280905578
-0.3256476341272616,-0.16347435196363957
-0.30316029300483505,-0.5560026774613602
-0.2369012885989179,-0.7154092565301657
-0.1501913107139593,-0.8754956752121583
-0.05906214877380955,-0.9074481370319507
0.022931023625774927,-0.8370214961728389
0.08757508037494355,-0.7007847997348626
0.1345820439554699,0.021860993747649493
0.17371777073914707,-0.6570695315845777
0.21700715600019782,-0.7301997206728752
0.27513460394961253,-0.8484641454761911
0.3504161392161289,-0.008889891081393486
0.4317810812829386,-0.6452513894716164
0.5037771791745445,-0.6824844659612803
0.5471238502297329,-0.8247764780236904
0.5328034466415499,-0.8961201118494266
0.43633409029895764,-0.8908671650707893
0.25467814259211874,-0.7276621797910956
0.0038408257717292837,-0.40137869102020796
-0.2783818988467124,0.0029282510315677968
-0.5416243820103639,-0.5022874429078006
-0.7343055525446216,-0.1607866139580162
-0.8155773184943446,-0.34754487978992954
-0.776789276024838,1.0
-0.6147200628251357,0.5693295101577722
-0.3283960199305975,-0.39592416389114904
0.05384659116589119,-0.7065555313351713
0.437115877521566,-0.8360412623119646
0.7227651387689851,-0.824341696875722
0.8602684874354256,-0.7722865357962236
0.820145386635444,-0.5147379939632615
0.6188795330002415,-0.44916509173783414
0.32158434839033134,-0.7687094727152102
0.003254578596853186,-0.2217903615738841
-0.26529515088661315,-0.8600214189003712
-0.43624043891769915,-0.8065710055914832
-0.497525610458851,-0.7073460425132959
-0.46658088389794417,-0.7951718344029279
-0.375100947485854,-0.9076062392675756
-0.26167023367752607,-0.9369539667554476
-0.15839332714164855,-0.9377602881571346
-0.08655812710178978,-0.8448752247275059
-0.060093523292743534,-0.8571281479884356
-0.07825594116583057,-0.8828158087215913
-0.11740367618901848,-0.9204872236595253
-0.14562391102333427,-0.19238729830354306
-0.13709321532203034,-0.6394846104271982
-0.07932431209629975,0.31972560566496155
0.024981043179591822,-0.5287695673749713
0.1572135639074037,-0.7411799209370245
0.2929115310784678,-0.9105429882943081
0.4028956047714696,-0.9109540541069329
0.4556116835696937,-0.9055469576485612
0.4213194802573659,-0.7820888744049674
0.2845302702145278,-0.49809773366374066
0.08516013730443528,-0.33572673767696826
-0.12158783540897089,-0.7441996736374601
-0.283068489665146,-0.27695223158341165
-0.3610536842845711,-0.7881639528088542
-0.34785451271390433,-0.2603910224017034
-0.2559916150870567,-0.32691253804088016
-0.10535387787173223,-0.6340261307422485
0.07612075514247851,-0.8036223988970788
0.23943410082912786,-0.8763968579552203
0.32828400585617823,-0.8745391566866277
0.315701036507513,-0.7788873041335631
0.21715913071420223,-0.5852120654930606
0.06348366729086896,-0.49845346369389676
-0.10958613660082162,-0.9376298538127441
-0.2681530993089689,-0.7783062784176417
-0.3794637852225963,-0.5514335228518007
-0.41573376652360616,0.5884203551094787
-0.3584139713615142,0.007078434716721427
-0.20922967440901707,-0.561931511297294
-0.0005369045947773987,-0.7584921157379511
0.2264414474147265,-0.8422467750602418
0.42840006219230276,-0.8218515866646298
0.5563746848529976,-0.7931560308987105
0.5733294690460278,-0.5433149730524622
0.49662491477421056,-0.722191842438474
0.3605787170056154,-0.9820925502819456
0.19939159822465524,-0.8313974043960721
0.04403361720754928,-0.8778316357435163
-0.08181877796248571,-0.7659822091506807
-0.15686976413119824,-0.6679390602837896
-0.16948111469944227,-0.8370294012846202
-0.14213983850450074,-0.9308907460192327
-0.10779782734232457,-0.9432701510686624
-0.0951965243431141,-0.9413610665734917
-0.11332788601890964,-0.8897406866419618
-0.16218075259785647,-0.7718912802071614
-0.23213758152409658,-0.5979788210197713
-0.30325716023842086,-0.678907402880267
-0.35224231052070754,-0.7471435372647958
-0.3549251931159536,-0.27807475745634846
-0.2947221251941504,0.09170265633494923
-0.17232420823567496,-0.40339449452442555
-0.00948749971956242,-0.7513379895759243
0.16168099386062207,-0.8996102187008462
0.311129943113597,-0.9356614809792141
0.41236607728784347,-0.921076549742817
0.4394688311876753,-0.8755272956592833
0.37662382969977837,-0.781476228241921
0.2497106772325426,-0.6646584388945729
0.09553954408406029,-0.8375037079914949
-0.049651647964359946,-0.7571284839556863
-0.15704458080324102,-0.8870094705215417
-0.2172041947409381,-0.8937643885386155
-0.2304437500092038,-0.7760019383334087
-0.19874670260435778,-0.7896777817149626
-0.12994758075107382,-0.9270844346965633
-0.04686258239336427,-0.9704716407079265
0.021996589711244408,-0.9245231784794399
0.05754943606086926,-0.845993798044552
0.058360828878569526,-0.8440412354345845
0.03690068249012146,-0.8912782308834141
0.01108936714683062,-0.871556953267153
-0.0019392489031037075,-0.7787766325686257
0.009008482818303465,-0.9814182442470055
0.039725775248859785,-0.7279388587034391
0.07951032769481592,-0.9157919825170547
0.1169435030065824,-0.8957801920428331
0.1433921396091029,-0.9742384264716897
0.1526862450245936,-0.9805704210084669
0.1401322778430809,-0.9770921718247192
0.10192023967664854,-0.9972897324258001
0.0382031473635851,-0.8951904707039522
-0.04387454551311487,-0.679776965176204
-0.12823525591004303,-0.9438717300752152
-0.19355757342349744,-0.8395957958244014
-0.21996975307811972,-0.444180128248581
-0.19528337345005853,-0.3411022136882148
-0.11409298055752037,-0.2849363944824692
0.013243173249110507,-0.818539344828288
0.1570570310313768,-0.9860407583610885
0.28147417425847254,-0.9734360576258934
0.35673719762098366,-0.9527286173149221
0.3553042714388863,-0.9342029878555744
0.26030694239766583,-0.9143532521728682
0.0985762275798776,-0.7100298279630286
-0.08801886188186303,-0.9467049221376134
-0.25733535833528076,-0.9156184653134565
-0.3734898335718888,-0.8698277100650057
-0.4144971580728718,-0.5054218197290641
-0.3664970195958014,-0.43742600074268523
-0.2263063843213574,-0.7466739736249898
-0.018832736011241247,-0.8891873288172747
0.20586913106756266,-0.9472899004094255
0.39730614665681885,-0.9594281995495272
0.5107577489251751,-0.9791376194981163
0.5053439845225127,-0.9104619608985504
0.3639814101178662,-0.698768996230645
0.128395286245941,-0.944670936876299
-0.14463417996952532,-0.5470699011485534
-0.39937997774521083,-0.7791442202664536
-0.5762850164112576,0.12927565263120666
-0.6229740147387929,0.7612656242064011
-0.4998908664356472,-0.42493592412831815
