X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,Y
-0.23836430504744388,-0.30234369188179666,-0.22628485136905752,-0.09433764402379552,-0.35749429998687643,-0.6210002384680555,-0.6406199629312612,-0.32099946596829243,0.17966619555296504,0.020412536512408375,-0.4613541295030975,0.6098810576783777,0.0688875131519846,-0.18564314236652324,-0.3999260235105583,1.0,-0.09213504245243787,-0.6329390115264322,-0.2733215736951826,0.2833093192581855,1.0,-0.937551927973961,1.0,0.005350822226216412,0.5143564374593321,0.14910452302113675,1.0,0.08985629103728732,-0.867460359482318,0.303045032138616,-0.5201433043324162,-0.31098373780167143
-0.3621123121348073,-0.3773816114241124,-0.21789909679333164,0.014522781909787508,-0.21395281450284442,-0.6082597803077678,-0.6363302938681215,-0.40927776232793567,0.1346401911060051,0.0013118147071740083,-0.4902243861173202,0.5150667790656422,-0.07182929463033028,-0.16366526325262243,-0.3913455351939872,0.9003298496479357,-0.07972125592604129,-0.6107486032940596,-0.36626493961032625,0.31343591529521153,0.8724774526381713,-0.9795479495937126,0.8523387238234046,0.002365721947685584,0.44757730200585777,0.03444413366104948,0.8935323305512597,0.061123494519060184,-0.7958873848892513,0.3363608247573864,-0.4794210832865493,-0.6393620811945884
-0.4486352058142896,-0.32661231288143167,-0.32421802027337476,0.19357536036674183,-0.05300081079560326,-0.6068611985657199,-0.620598665716712,-0.42217404958908566,0.09043585724286118,-0.15108983128929787,-0.43292878021694414,0.43537236561771664,-0.1420178441527612,-0.04590640031464921,-0.3410926469139821,0.8102099044672335,-0.07436934869154166,-0.5813751017139552,-0.42661954436618776,0.35236817008046484,0.7721658615786628,-1.0,0.7300804002711272,0.004767125407593609,0.38483805482448163,-0.05748986418675284,0.7908477957941509,0.04852460827759186,-0.7333072155539977,0.3506926924708744,-0.4433749960024872,-0.8337092543364977
-0.43129040590855616,-0.17486210788178502,-0.5000751724285214,0.3695898568877498,0.09041828337694757,-0.5927631613600233,-0.6072424683810882,-0.3478090833795574,0.04848548244435613,-0.16578795798084578,-0.3787956109726287,0.3828059420474008,0.02562799872769017,0.0728831990443306,-0.3136905025160801,0.7402589824516599,-0.042216631888842504,-0.522761504310394,-0.3805913922519296,0.4344726498232687,0.6724827565194571,-0.980153753609832,0.6305153516748296,-0.0033963378409879175,0.3278082242054503,-0.08466137853513755,0.6895104561707763,0.05050267900191918,-0.7110158598037843,0.3651772852396802,-0.41641577827378595,-0.8256065147607208
-0.2965436510253536,-0.053406697550145044,-0.6205396072541615,0.45336275525360614,0.19051242451141492,-0.5522105070818938,-0.6045282770560036,-0.2683172993210743,0.007714271280522933,-0.022208431809969897,-0.39124910052043493,0.33545915662198444,-0.031796159368080223,0.2464444136216335,-0.27171304605161095,0.6564383446572466,-0.008189030682262732,-0.5014456290434184,-0.3966056023745589,0.5119088477858311,0.561795594951169,-0.9599865499877356,0.5223589887334745,0.057197716020414235,0.2794931953432849,-0.1334134586947615,0.5883278012112101,0.021176671382849177,-0.6619166032310768,0.3851958213789912,-0.3908480178880087,-0.7827212833474666
-0.1024696078308327,-0.050052962704037474,-0.6214763340905809,0.43869425362570325,0.25745532558123574,-0.49660294780654857,-0.6070494911636278,-0.25048401578228385,-0.032903689745729214,0.04168818041201372,-0.4012253062973049,0.2853555455002086,-0.14585696862731345,0.45747990419765916,-0.20568844465515057,0.5786635649428908,0.019597919505937922,-0.4625384326818335,-0.30413871082494315,0.5943554397396309,0.4813814373261902,-0.9140584139248734,0.44515020871257227,0.1454456011461358,0.24102293001014385,-0.15859400043180405,0.49248977687677353,-0.005741622737598262,-0.6459126725282106,0.39882730357144847,-0.37181629005876904,-0.8758435001305331
0.06848047843316518,-0.12686483372410606,-0.5585461645710906,0.39969605075128833,0.3182298656153908,-0.4462154767604677,-0.6069429060592788,-0.26258723347230717,-0.0729852420044842,-0.022189502072502476,-0.3720627825443573,0.23730716435334243,-0.1989150829256997,0.5990298195786514,-0.14588979104251265,0.5172709764947341,0.03993192540727253,-0.4045312464891079,-0.06886747968594731,0.6832134916574957,0.43806896823432995,-0.8433302480515775,0.4008945203065821,0.20781513378481642,0.20058599908861674,-0.1450634262640067,0.4065188453772448,-0.013378337678870422,-0.6526891984841153,0.3991384771290314,-0.35990241841015247,-0.9119896237502759
0.17946008576175854,-0.20506279266630567,-0.5012046215009782,0.3857543404875492,0.38106912348761646,-0.4068820596653827,-0.6034318759160303,-0.23985333382259932,-0.11007354699762217,-0.1508493829680705,-0.2979591122477264,0.19922889977974623,-0.20867814044941546,0.611600858086969,-0.11146055643818997,0.470039338624227,0.053144620306107226,-0.35686602295804437,0.160653451202299,0.7576664081064526,0.4144973161077923,-0.7758817299557863,0.36145060548032704,0.22116019704679446,0.14892005365644256,-0.1222642207235467,0.3330554081793846,-0.013071942864566255,-0.6336737826306927,0.38981081103982906,-0.349906139433683,-0.8826418962624039
0.23860753411969027,-0.23920405164985836,-0.46859798471888015,0.3856223126267584,0.43052520010236384,-0.3685742939727359,-0.6030368802385815,-0.14791298483881943,-0.14090155095585222,-0.25860760864043253,-0.19139520060007664,0.17546717897313036,-0.1758103718002565,0.5304990514392534,-0.10179401467276028,0.4326197935091334,0.0667826067924131,-0.3266740151867792,0.2468041071408531,0.8038289553796691,0.38969257316747474,-0.7325249894435113,0.3045407028331548,0.18471048935313905,0.08980337496095392,-0.11308223987203792,0.27108655028841944,-0.018804078260958756,-0.5751111771255184,0.38353095442447405,-0.3365533664404713,-0.8084524221954195
0.2684880331957593,-0.22263396888081943,-0.44012420983124745,0.35698916827528326,0.44372349298638825,-0.3165882557040163,-0.6134833723366893,0.0010694670561421926,-0.16296796741318953,-0.3234749429835895,-0.06494943254267593,0.16153013441279085,-0.19923379364886618,0.4405024900519441,-0.09132292654420515,0.39485537171712504,0.07695613940383628,-0.31332100129544893,0.2863233078759442,0.8386859561002784,0.3709295388405498,-0.695294957913309,0.24325811500995975,0.1274372961241137,0.026210493279222646,-0.11252382113261039,0.21687898954384655,-0.030370636483139313,-0.47673686167833007,0.3739400057414952,-0.32234484657536433,-0.7566344144693585
