X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,Y
-0.48284069494064785,-0.5588875760780347,-0.2937830034233503,-0.04455798990582205,0.15516296973116117,-0.34796851698714526,0.18161617575784472,0.012099261629779923,-0.17659248703452568,-0.19710996640858103,0.4037509196877531,0.16380698810295202,0.26900437818590883,0.08953690912209122,0.3416192496056918,-0.11034401185494769,-0.030893873885044276,-0.34479915538745365,-0.3661216281034346,0.06374952575329984,0.7290002904649953,-0.3105790079200905,0.13385677915675864,0.504922372221714,-0.2795928679903791,0.07680880200286189,-0.037312711211979654,0.04928640608097634,-0.7635117968583062,0.32729740959794396,0.12263799871925651,0.13835935555267787,-0.7065110119352367,1.0,0.9391302239746415,-1.0,-0.7741573431259492,1.0,0.3092962866087001,1.0,1.0,-1.0,-0.5152337188926739,0.38973526011104087,-1.0,-0.4510493631149243,1.0,-0.4500497137492262,0.6653688610498996,-1.0,-0.1689971197848973,1.0,-0.5555578663920597,-0.10644307759983529,-0.31098373780167143
-0.3758699611531645,-0.6379044752910973,-0.35701840454732825,-0.20294906050237183,-0.2080520314929052,-0.25804336736535505,-0.2868093689285214,-0.4621371854774353,-0.03733124611634642,0.09333188846379592,-0.09064442906432213,-0.019666698525032666,0.06118117545871904,0.15855981630421057,-0.20258449017443048,-0.049239610800461464,0.0034181256499612456,-0.30190035575606744,-0.2338687783421799,0.24442772464626583,0.21026194933208786,-0.2509292247093402,0.11268408763186755,-0.009631360705979475,-0.4699129237118582,0.16316444977339795,0.6728475521924495,-0.5334194083467807,-0.0025197633372122663,-0.1151304984684084,-0.37241204937376937,0.015771854364182936,1.0,-0.4327590788480341,-0.35828960263658216,1.0,0.31982837387024077,-0.8388809458121496,-0.1785308841648674,-0.6428494711775482,-1.0,0.5150699589739198,-0.23682521306369986,0.7458617539875307,-0.1695473780731186,-1.0,-0.2515807009048402,1.0,1.0,0.8624938070696477,-0.18619375526539106,-0.26051578203214665,-0.7455945811854809,-0.008279947323804882,-0.6393620811945888
-0.3146394503941393,-0.6761673303691929,-0.24452839917559344,-0.11612811344747798,0.2344319835162718,0.04131207574717033,-0.3009534486051034,0.16541342369276313,0.04894234721191881,0.24547539961978782,-0.30675953213126295,-0.1597923093573952,-0.12629339715029464,-0.15993283024611926,-0.18273505472421525,-0.18533565560775356,0.03082433463198253,-0.03020913255004798,-0.35455856221650706,0.06306350146340423,0.1527797614450226,-0.08641828986370947,-0.13129982425070597,0.049449929036831985,-0.1714252966911426,0.064738962022161,-0.2695549057232418,-0.013054049477669527,0.42778639867676804,0.29690697046547165,0.8017381725629482,-0.8682523286758053,-0.8959018604529582,-0.8145530557097403,1.0,-0.46287154572526656,0.6918226177653339,-0.6492885394865211,0.6796922187379768,-0.19246479413794093,-0.17427581836777495,-0.7068736841735986,1.0,1.0,0.520787896530861,-0.25187454650072494,-0.1309672771273619,-0.3872858375785292,-0.8456835924925621,-0.59804696245862,-0.47314365835424066,-0.8773609642406501,-0.4493614688850518,-0.06575743356114694,-0.8337092543364972
-0.31532566308366383,-0.6581282630961394,-0.04735505790845462,0.11037645310169353,-0.2882340205662348,0.16584281500391507,0.3434679876359099,0.04955022785173879,0.15198952794955845,0.30786706443538625,0.0931041651303286,0.05926182047271067,0.1597443020185383,0.020635569897583528,-0.16599208622667716,-0.20865708204049305,-0.05077288200337471,-0.11998037271419448,-0.09637153067722648,-0.06364130888651764,0.40249448742058913,-0.13311460115063822,0.03875654133175788,0.23332935649814712,-0.19636653993507536,-0.4326509689517153,-0.013741433561946792,0.005344354380685923,-1.0,0.3533473708266943,0.3343019992883267,1.0,-0.25158609818138666,-0.33503423021912493,-0.1094484810568106,-0.4889312951019762,-0.7317003014985145,0.03928944403236123,0.40476406977585877,0.2527659777838054,0.4006411977917841,1.0,0.3432067236411691,0.1452755129991894,-0.2800971404032565,1.0,-0.6530936544376583,-1.0,-1.0,1.0,-0.24463995873503797,-0.05528472738603085,0.10319674518597832,-0.12114890631173325,-0.8256065147607211
-0.36986458284803747,-0.586943124708371,0.07258721549005065,0.2029687720343092,0.2658048018563919,-0.08476901450808438,0.1548197352071432,-0.3260264599764553,-0.2254914872146615,0.5486192323692312,0.05278303238589577,0.06334008497140209,0.08295780916399909,-0.07767885747466874,0.008851751856384649,-0.11341319234474345,-0.008162935808482819,0.05903416810990447,-0.15340757070155642,0.0443169723327308,0.1644922632625263,-0.2536394071772221,-0.2721245104882515,0.34445146702168494,-0.577774117756379,-0.21757485204796745,0.1676869998121424,-0.29851762988579833,-0.07439756610478099,-0.06216847278533366,0.5708904214025472,-0.1284898721720541,0.44700280618886246,-0.17634082878354418,-1.0,0.0795109894207795,-0.3070071032135335,-0.3126472825096074,-0.45781541591941277,-0.07861684280467562,-0.2847414626516007,-0.51339409003333,0.10975092440919076,0.057665507489864876,0.3690089803924046,0.0708394644079493,-0.44394026330454617,0.3128615780191708,-0.7328918024575931,-0.7067445566118067,-0.010222141595773726,-0.05777406248352501,-0.9209145912804242,-0.5258347217931605,-0.782721283347467
-0.4545447305251453,-0.47221039098047224,0.0929315018667598,0.085584263889813,-0.22759035729929,-0.35243721647962334,-0.44200599415286357,0.0021577422024412485,-0.12292794391035744,0.6532036292839241,0.03359898792406257,0.014169132875531565,0.13109445439414968,-0.06622645842362107,-0.1273527408602111,0.013093712421238912,-0.05436074015347092,-0.12824470560142143,-0.013060021968101854,0.5038200136751698,0.36273059210908376,0.22769541545104044,0.05177181530906183,0.38033185727433083,-0.33627441721761187,0.37070046610686624,-0.09231726403115148,0.34712799178665543,0.7775016428430395,0.02832527689664399,0.32193433341243516,-0.40666690749996826,-0.3730732130278288,-0.4218100481638396,0.5545420351616224,-0.4037104762236192,0.8578511976719523,-0.34190041201227794,-0.02261688929536687,0.20427769268349816,-0.5325044763194204,-0.5206837379508273,0.31294888130956355,0.5484820231950691,0.16612085972865032,-0.45104583340811677,0.2116492711837319,-0.043130965628424445,-0.11002866993188087,-0.12547314675130816,0.2796815350246087,-1.0,0.4457882028362723,0.5479755941478435,-0.8758435001305331
-0.5582955640318967,-0.33406337302885025,0.055191214480895034,-0.08546441314300324,0.16052427190428076,-0.3096917364060596,-0.07782790922372262,-0.05993557167696417,0.44797295244630475,0.5240310921253957,-0.02310351978962777,-0.01908571186652419,0.11282045790722894,0.019214297881514186,-0.06642767103396818,-0.1570890454094066,0.33424817747122537,-0.16950666414239335,-0.3661122782394949,0.09513933741407277,-0.16143403942081402,0.6083494455504337,-0.11152617479710414,-0.08266838447600433,0.04663904132993202,0.4116300639443633,-0.04953814613190144,0.07592618345933722,-0.3626418205349191,0.14996370222188005,-0.25965993234420526,-0.06777059100516503,-0.20198268903235306,-0.33457785962503384,0.14461963594009708,-0.13367674064299495,-0.569656471390561,-0.5805701925511663,-0.03895904803789052,-0.031090928672522944,0.027157154171059128,0.7732230326588527,-0.04423133573780691,0.17262795476996584,-0.5546728208915429,0.13321104557174102,-0.3736098719642952,-0.77626598968882,-0.35231227097680196,0.1322702841930108,0.14675578805704625,-0.37749932082196547,1.0,0.5713231683028757,-0.911989623750276
-0.6642395916042214,-0.18640405049229558,-0.0006733748518348293,-0.2049860040700625,-0.1351755629466237,-0.12793021735859855,0.3239845454641537,-0.04226913026064549,-0.01875115923395898,0.5760405114137943,-0.30985441412374315,-0.0931096525098567,-0.06507424260315342,0.04658404852715048,-0.1001996572499031,-0.46448816829946593,0.37812899453654114,-0.3957301498975784,0.2920880220925315,-0.49885282006264264,-0.11019918952142893,0.005584127077268519,0.14723617040719938,0.35147308509478803,0.0018714301352344975,-0.12941654468814356,0.02107189618187233,-0.044520448048046,-0.12306868712587693,0.073572269401744,-0.25784682419176486,-0.4894748519306612,-0.07475447494171727,-0.5313420496165526,0.029333553066289264,0.019987838049666307,-0.04505060671450012,-0.28272591171503836,-0.0125556524651248,-0.498624089527255,0.438448445360627,-0.3540470152511239,-0.46656803097877264,-0.521694122254688,0.3887549133783963,0.06390688170744419,-0.5047614840449557,0.3093525603240328,-0.7341917581640733,-0.8300797831359699,1.0,0.30401629680330444,-0.44764500706009713,-0.39840142055074657,-0.8826418962624039
-0.746097394309741,-0.054888997742911894,-0.07928683210530996,-0.24104098806456908,0.101060725090099,0.021343071668675773,0.19064958837789936,-0.021684278149319836,-0.2725246736563963,0.42292456745059726,0.1721104158236606,-0.03538927462410013,0.009026776816630333,-0.16641086586439835,-0.3845491732356151,-0.44150318358926666,-0.31687652188333393,0.402021978376206,0.1786185780021614,-0.41317068570121884,0.28917167772561636,0.18059759777170492,0.07414616329806756,-0.18990574894781675,-0.5784679124087391,0.02746220355680018,-0.10540993414193545,-0.20031991593558274,-0.10291235809413946,0.025033815034464002,0.042562989500667836,-0.4083025380857238,-0.37164670038578584,-0.3300790172364805,0.43180759162677806,-0.47346858495245814,0.14809926852030397,-0.28754677930064143,0.16291167266547646,-0.7081297874292941,0.15369500676582248,-0.3488219597074679,-0.6039734701729712,-0.03753936222176868,0.42304795983832744,-0.5582497496506047,-0.5789697434436885,-0.2343080836299588,-0.749834586654379,0.9585546521968813,-1.0,0.3859533736943921,-0.7157998579253622,-0.987727565566775,-0.8084524221954195
-0.7714412995675362,0.03642813866595662,-0.16097867472126004,-0.1532553947676838,-0.08315575679844389,0.09106063891218419,-0.23101420071323764,-0.16737032116292683,-0.06289393230378748,0.10465955234442825,0.135016726669678,0.3153925231853625,0.2571788632758254,-0.27218288787204714,0.07296036066140266,0.14088695802794238,-0.6433221173703745,0.38096147160292637,0.1620337876559952,-0.10158245268152477,-0.08282411669426037,0.10011247787875543,-0.03673935074626267,0.3769728702288715,0.1072825868911671,0.127450901419639,0.21320607366552768,-0.09088273065066577,-0.19313806310983428,0.19244508873761235,0.21687303865202168,-0.05842105903782069,-0.10362006594080853,-0.5909351530403005,-0.10990843310894105,-0.04177975852947691,0.08550212508902,-0.5551534190253218,0.08978910236846782,0.04743307645128958,0.22556889439788175,0.6194545737362505,-0.5642987839068763,-0.10093859790778148,-0.16450759804619697,0.10330477955090389,-0.38794065032011926,-0.3649899586677815,-0.44196351574144455,0.5995720235279232,-0.10683645531972108,-0.9002226319376742,0.05174551870572963,-0.9704901108409477,-0.7566344144693585
