X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,Y
0.289770188902978,-0.566408211136345,-0.6330138919091615,-0.5572561015780786,-0.3180667697564362,0.5424421648789381,0.25057916454598805,0.12717136252236894,0.20584832961721644,-0.63903255278347,0.9283492430586313,-0.004149150126512957,-0.4132217402139795,-0.043239217816237296,-1.0,0.3105554405847353,0.43751133804063125,0.4595223194421205,0.08605356613550441,0.2507651227893646,-0.353586732521309,-0.020668961320639445,-0.579606409639245,0.10934727098951935,-0.7004020283521271,-0.1740636983876349,-0.135053182972948,0.1618592421971572,0.22397591023895047,0.18707695180403316,-0.032930367416770356,-0.3368177458896763,-0.7067531591297025
0.054039811751407374,-0.7492768029921795,-0.407497947013881,-0.7513644513011322,-0.32220085941547116,0.15300075485892606,-0.48201289174546624,0.21105144291570266,-0.012114105005112008,0.5750318781605759,-0.7025648926595458,-0.09183216690216789,0.294203298693819,0.26473884006493087,-0.7325832848634268,-0.32266689094298906,0.6996337875652643,0.12774906130085495,1.0,0.309193426826329,-0.07088977087705695,-0.20527625967454854,-0.7228535257394753,-0.5354001924049211,-0.036839969254646276,0.24111531051877533,-0.4371636580237237,-0.29603564475702104,-0.07340275416842745,-0.04929269753319809,0.0006286691809178624,0.143145351304943,-0.35999543084539043
-0.24906895801782913,-0.8055499857871371,-0.15233897204066704,-0.5541401541019593,-0.5193956132278224,-0.17391961109969967,-0.7694608303444599,-0.3314896890207364,-0.18528889270392246,-0.08306275133483276,0.42542089281344553,0.10316212433339644,-0.23176793420098873,-0.5865523595248592,0.1030152694863129,0.02903540175553565,0.37673149051824595,-0.5160546157075605,0.38016575124100793,-1.0,0.32612564616859463,0.00018875304502730117,-0.06071273502934216,-1.0,0.3379565026183413,-0.17953678989723154,0.05648441509839497,0.0521411181426048,-0.48175497643734044,-0.25908081986842824,0.2621152722562685,0.010013347832775299,-0.6700734404647257
-0.5547436390272582,-0.7071054656482736,0.0905870172905685,-0.1764636374212052,-0.5935931144690205,-0.11095354367429344,-0.34406848524080014,-0.7490097794195661,0.14659706280701434,-0.2559973114380639,-0.3380950847933276,-0.1368607148839438,-0.2226410129363452,0.13465380758449208,0.6583543224021944,-0.43186270641292657,0.017063688430100754,-0.4821350147695461,0.24825945285270978,-0.553922098586143,0.49682428251182875,0.06010398654966553,0.25483045928959047,0.6888208353853311,-0.3872194377648398,-0.471172796334837,0.050980775437457826,-0.3085513716277054,-0.05146428847360429,0.32095838130508514,-0.35038678015781666,-0.6445411846884744,-0.8194800531302563
-0.7824266306916248,-0.45455059841122214,0.27554581186427374,0.018477425816925575,-0.388311642384624,0.16801551951408977,0.3328292659738812,-0.4121570386543085,0.6712016791279445,-0.35710583441265886,-0.2031881131758131,0.017062723971743354,-0.15520873660885182,0.3102135952469631,0.7318561242549197,0.621922213523596,-0.6660714974475785,-0.1073866787855079,0.19374948402767211,0.30204455068430636,0.40863238647857036,-0.2066225490941841,0.2608276191266037,0.00710272340325413,-0.16098319871503608,0.17155814155631743,-0.6257954765556988,-0.11466611680131678,0.574487928301034,-0.012134602293892072,0.045473320261967265,0.08558480273638813,-0.811179685759949
-0.8698613917759104,-0.0871846346883981,0.3647736732721074,-0.06376081457615834,-0.07546579259235775,0.24927645553419397,0.3214710751445147,0.439693018082999,0.44651845869852314,-0.0356406818931535,-0.06968781861519624,0.09463514514373861,0.32240300939253697,-0.5457978880037611,0.27629858739121427,-0.0668359133669949,-0.8348188476642621,0.06698266601138725,-0.15258426698317729,0.7965341958390599,0.018666280825655468,0.02825079863677682,0.05592322000451211,-0.6329714704692017,0.003311857076968572,0.29319645389012927,0.2600967619723822,-0.2627725260004494,0.2319367467113398,-0.42891344792914876,0.1714107129180944,-0.1571797055113372,-0.9411515811112887
-0.7921805689455597,0.3122627194427474,0.3363812625452973,-0.21060705626792142,0.05380466039193843,-0.027933129721356087,-0.30071046468376295,0.610064878230449,-0.3865101698528355,-0.034954347757301774,0.006684240969885735,-0.139836388942718,-0.4248000542651763,-0.4912740042335818,-0.18066366536194944,-1.0,-0.4573495973167018,-0.08166392470238226,-1.0,-0.12586945808203087,-0.6233344059548122,0.11186860873974824,-0.19021615944997483,-0.0964662585596342,-0.5016425738474612,0.24802477578337445,0.14988024960895086,0.43301815841370783,0.17860777843317432,0.0308941829486149,-0.406001439166367,-0.007909281615747998,-0.9489934519982838
-0.5726470567806059,0.6435711936571173,0.19468720008843166,-0.14761568868269004,-0.08573110745349266,-0.3525409131596734,-0.5801813585022746,-0.19331388302020114,-0.6710247610597662,-0.34016140521827243,-0.14131019800177236,-0.054824998246394196,-0.5653620091705903,1.0,-0.34740839478718,0.48996752679898226,-0.07731326332539512,-0.13626591710442548,-0.43626734337170914,0.06879461238519524,-0.9949391797295832,-0.10962072821548019,-0.5981553091302689,-0.36157468581144014,-0.2608955493340739,0.5198303960406347,-0.4353347919498377,-0.274977384350519,-0.10621811224534039,-0.06874669328482963,-0.07107008988415597,-0.08157036547346452,-0.9701238157895516
-0.27338789694200805,0.8211375885624199,-0.028543334983487822,0.116572454645963,-0.2604552477998403,-0.3539469143749193,-0.136748079813232,-0.7577192213912736,-0.0037215301873005924,-0.34823631722782467,-0.12447449900434993,0.3209606184527465,1.0,-0.4733340827579001,-0.5063356947111837,0.5507406715530287,0.37698357746456,-0.4110812894739443,0.07771749508663484,-0.010268599098002151,-0.9466599133903846,-0.09108194321399843,-0.6642285517637834,-0.12087200014048627,0.4435904314699106,-0.018624711319301213,0.11684462135682061,-0.17767478537362802,-0.20815207525775814,-0.21334071631925777,0.05759341291088127,-0.37331381068940983,-0.9537839497377183
0.02655826454360577,0.7996532536198546,-0.2826583943056773,0.3364855764519259,-0.17672083467785848,-0.014168982321494106,0.2983500363171314,-0.36390195506429235,0.5885718954272716,-0.03567137934396414,-0.15462598510494074,-0.6386627359987045,-0.8602261610385279,-0.8174382488584405,-0.13919266954820653,-0.20937354865050295,0.7067035964869439,-0.47248017182951985,0.5118483183482798,0.11592354637391544,-0.5375501125789839,-0.2191706238413642,-0.2678226339108415,-0.07615705951873109,0.061857236158051165,-0.7292471320158657,0.04027656859677897,-0.026078569335742485,-0.5008872088534917,0.2881006537726125,-0.3959942602518256,0.14318217554725043,-0.8764126681787828
0.25316513100375104,0.5913356004213386,-0.5093299448790103,0.2769959224302423,0.20781560100872043,0.23628658462753216,0.09530085237629593,0.37077276692287375,0.3915507721318048,-0.1445781547357503,0.10068102341120455,0.75650428376869,-0.3917975352669467,0.6933609870156927,0.4827689924202203,-0.5914394395172693,0.5404170399310604,-0.2065708666468551,0.4282333677883452,-0.05410157002274851,0.09455877438320104,-0.5762573281600343,-0.07082796453891993,-0.3043497329384889,-0.013274626492903563,-0.7631518129280368,-0.6781701281107906,-0.21658812678649597,-0.09959046695288121,0.06984075956823066,0.17552631308901412,0.17323156106056525,-0.8770371720095012
0.35224860509269895,0.2610231678976267,-0.661354880500578,0.040840308920532475,0.5720592859715257,-0.01871800856199546,-0.4114008675724733,0.43460003896444643,-0.0314052194679868,-0.4575373827096402,-0.3055050559252631,-0.6815416424310488,0.8346050237004541,0.13081647757503356,0.3937829937289703,0.22046962006985837,-0.13397391470711562,0.034711906308870555,-0.17206615499692024,-0.47369662305046323,0.624424500430943,-0.3717265634109217,-0.008578893413478839,-0.4727058244526825,0.12247563074237178,-0.7285281936727004,-0.22381315597175644,0.03388054282714448,0.10242253531028855,-0.3822874262269309,0.4296072626917311,-0.24320794040009996,-0.9812858336246696
0.30295066682847005,-0.0948027598729998,-0.7173555322002719,-0.004558942746510031,0.5511335974169245,-0.6243582735525435,-0.4752294334127679,-0.09495865557908623,0.04646936184038997,-0.5157410142385646,-0.614976222798055,0.3018273845078001,-0.7230729609722275,-0.8160638244012292,-0.2621348598962653,0.5340920672339298,-0.45490252131003484,0.20181546053042965,-0.3250879451128267,-0.10713362632129675,0.6468699742393056,0.12047022289663412,0.031334434053640337,-0.0605006393055304,-0.582087931429164,-0.44777661835395144,-0.08260345960903648,-0.03891809263697099,0.05633128183142366,-0.19411866491110374,-0.25517785600596343,-0.5491632559790818,-0.8008437521059711
0.11941369125936552,-0.3735116592445994,-0.6844802440185909,0.33672196991204606,0.16326836669681888,-0.9344267750689516,-0.07317476850563975,-0.3520205655109667,0.20590942268781975,-0.29854937212726573,0.7740487778687473,0.014518022886458981,-0.20060523931447727,0.2629111233646533,-0.49502674846449624,-0.3971434565324097,-0.15727799185606228,0.35050437623152186,0.1969152070334692,0.5814734977985223,0.22865840070375199,0.1837044334813427,-0.1250061502825428,0.10991686114182242,-0.5128267970122193,0.36486756289789435,-0.47472868591736384,-0.5669482790867538,0.5225713337917246,-0.34752532044961415,-0.5196507679555457,-0.44204844213643135,-0.36544995797444946
